tau_3R_mean,tau_4X_mean,tau_5Y_mean,phi_X_mean,phi_Y_mean,lnL_mean,tau_3R_median,tau_4X_median,tau_5Y_median,phi_X_median,phi_Y_median,lnL_median,tau_3R_sd,tau_4X_sd,tau_5Y_sd,phi_X_sd,phi_Y_sd,lnL_sd,tau_3R_min,tau_4X_min,tau_5Y_min,phi_X_min,phi_Y_min,lnL_min,tau_3R_max,tau_4X_max,tau_5Y_max,phi_X_max,phi_Y_max,lnL_max,tau_3R_percent25,tau_4X_percent25,tau_5Y_percent25,phi_X_percent25,phi_Y_percent25,lnL_percent25,tau_3R_percent975,tau_4X_percent975,tau_5Y_percent975,phi_X_percent975,phi_Y_percent975,lnL_percent975,tau_3R_hpd25,tau_4X_hpd25,tau_5Y_hpd25,phi_X_hpd25,phi_Y_hpd25,lnL_hpd25,tau_3R_hpd975,tau_4X_hpd975,tau_5Y_hpd975,phi_X_hpd975,phi_Y_hpd975,lnL_hpd975,tau_3R_ess,tau_4X_ess,tau_5Y_ess,phi_X_ess,phi_Y_ess,lnL_ess,tau_3R_eff,tau_4X_eff,tau_5Y_eff,phi_X_eff,phi_Y_eff,lnL_eff,genome,model,dfe,divtime,percent,rep
0.006403,0.001572,0.001572,0.027767,0.148907,-464585.145275,0.006361,0.001613,0.001613,0.027381,0.149108,-464584.735000,0.000435,0.000176,0.000176,0.005875,0.014070,82.348761,0.005288,0.001244,0.001244,0.010583,0.106559,-464941.104000,0.007613,0.001826,0.001826,0.051688,0.194919,-464230.993000,0.005565,0.001244,0.001244,0.017386,0.121135,-464747.001000,0.007314,0.001826,0.001826,0.040365,0.175444,-464424.642000,0.005565,0.001244,0.001244,0.016594,0.121606,-464742.050000,0.007103,0.001826,0.001826,0.039404,0.175819,-464419.941000,30.955156,25.809027,25.809027,95.755733,52.991688,399.233219,0.000310,0.000258,0.000258,0.000958,0.000530,0.003992,DROSOPHILA-testing-redo,p1_p2,adaptiveint,5000,15percent,17
0.006574,0.001468,0.001468,0.127642,0.013046,-468445.169648,0.006453,0.001391,0.001391,0.126855,0.012878,-468445.063500,0.000364,0.000151,0.000151,0.010802,0.004535,81.951067,0.005698,0.001391,0.001391,0.092104,0.000460,-468779.504000,0.008143,0.001981,0.001981,0.174457,0.038785,-468088.975000,0.006051,0.001391,0.001391,0.108124,0.004913,-468607.636000,0.007518,0.001981,0.001981,0.150728,0.022614,-468285.167000,0.006051,0.001391,0.001391,0.107472,0.004371,-468608.489000,0.007391,0.001783,0.001783,0.149836,0.021866,-468286.132000,32.336830,26.805124,26.805124,76.926400,72.401383,740.938780,0.000323,0.000268,0.000268,0.000769,0.000724,0.007409,DROSOPHILA-testing-redo,p2_p1,linkedp1,5000,5percent,7
0.009816,0.002059,0.002059,0.072301,0.005072,-477439.177269,0.009831,0.002059,0.002059,0.072100,0.004812,-477438.646000,0.000499,0.000000,0.000000,0.006897,0.002338,75.181698,0.007780,0.002059,0.002059,0.048552,0.000026,-477769.229000,0.011535,0.002059,0.002059,0.101372,0.018269,-477085.113000,0.008876,0.002059,0.002059,0.059552,0.001326,-477587.882000,0.010761,0.002059,0.002059,0.086465,0.010373,-477293.016000,0.008831,0.002059,0.002059,0.059018,0.000847,-477588.230000,0.010635,0.002059,0.002059,0.085847,0.009614,-477293.695000,48.131253,1.000000,1.000000,665.094009,381.464670,12821.105078,0.000481,0.000010,0.000010,0.006651,0.003815,0.128211,DROSOPHILA-testing-redo,p2_p1,linkedancestor,20000,15percent,4
0.006916,0.001780,0.001780,0.014801,0.147602,-470720.983433,0.006891,0.001877,0.001877,0.014476,0.147697,-470720.393500,0.000313,0.000098,0.000098,0.004360,0.011796,82.392468,0.006173,0.001681,0.001681,0.001832,0.099955,-471075.475000,0.007731,0.001877,0.001877,0.035941,0.189989,-470351.261000,0.006338,0.001681,0.001681,0.007080,0.124782,-470884.051000,0.007502,0.001877,0.001877,0.024269,0.170774,-470561.235000,0.006368,0.001681,0.001681,0.006448,0.124281,-470884.978000,0.007508,0.001877,0.001877,0.023442,0.170226,-470562.413000,40.380478,25.523827,25.523827,280.558474,73.683930,765.197148,0.000404,0.000255,0.000255,0.002806,0.000737,0.007652,DROSOPHILA-testing-redo,p1_p2,linkedp1,5000,15percent,20
0.007342,0.001756,0.001756,0.116986,0.023484,-469569.001733,0.007353,0.001665,0.001665,0.116626,0.023124,-469568.994500,0.000333,0.000115,0.000115,0.009381,0.005552,80.317435,0.006406,0.001665,0.001665,0.085469,0.006652,-469934.475000,0.008386,0.001999,0.001999,0.156943,0.052310,-469193.707000,0.006768,0.001665,0.001665,0.099845,0.013544,-469727.255000,0.007999,0.001999,0.001999,0.136175,0.035069,-469411.512000,0.006768,0.001665,0.001665,0.099019,0.013088,-469723.528000,0.007999,0.001884,0.001884,0.135252,0.034536,-469408.273000,38.891797,26.018886,26.018886,122.458766,90.705270,1574.826618,0.000389,0.000260,0.000260,0.001225,0.000907,0.015748,DROSOPHILA-testing-redo,p2_p1,linkedancestor,5000,15percent,19
0.008756,0.001999,0.001999,0.003551,0.091732,-474381.052365,0.008753,0.002082,0.002082,0.003284,0.091570,-474380.742500,0.000376,0.000096,0.000096,0.001836,0.008160,75.772726,0.007755,0.001889,0.001889,0.000008,0.062091,-474688.427000,0.009803,0.002082,0.002082,0.014777,0.125457,-474053.538000,0.008035,0.001889,0.001889,0.000797,0.076330,-474531.047000,0.009532,0.002082,0.002082,0.007872,0.108292,-474233.624000,0.008035,0.001889,0.001889,0.000492,0.076017,-474529.844000,0.009416,0.002082,0.002082,0.007199,0.107960,-474232.680000,38.195995,25.543909,25.543909,250.242370,211.076736,7845.190694,0.000382,0.000255,0.000255,0.002502,0.002111,0.078452,DROSOPHILA-testing-redo,p1_p2,linkedancestor,20000,5percent,20
0.006042,0.001582,0.001582,0.020092,0.129784,-463669.195277,0.006089,0.001657,0.001657,0.019836,0.129497,-463668.775000,0.000286,0.000114,0.000114,0.005083,0.011568,82.047199,0.005281,0.001338,0.001338,0.002561,0.089713,-464017.810000,0.006690,0.001657,0.001657,0.044260,0.173073,-463335.506000,0.005400,0.001338,0.001338,0.010880,0.106465,-463831.789000,0.006575,0.001657,0.001657,0.030783,0.152479,-463509.554000,0.005400,0.001338,0.001338,0.010295,0.106881,-463832.560000,0.006482,0.001657,0.001657,0.030038,0.152802,-463510.802000,31.763256,25.747885,25.747885,243.500071,97.852571,861.135718,0.000318,0.000257,0.000257,0.002435,0.000979,0.008611,DROSOPHILA-testing-redo,p1_p2,linkedp1,5000,10percent,1
0.006660,0.001833,0.001833,0.024448,0.132926,-470904.481921,0.006622,0.001815,0.001815,0.024189,0.132952,-470904.025000,0.000264,0.000083,0.000083,0.005188,0.010570,81.670879,0.006203,0.001620,0.001620,0.006339,0.093558,-471272.227000,0.008263,0.002198,0.002198,0.047009,0.172493,-470539.450000,0.006279,0.001815,0.001815,0.015104,0.111906,-471066.377000,0.007204,0.002054,0.002054,0.035335,0.153315,-470744.446000,0.006252,0.001815,0.001815,0.014804,0.112803,-471063.294000,0.006993,0.002054,0.002054,0.034968,0.154115,-470741.870000,49.528555,31.506184,31.506184,136.495174,112.968434,3173.277643,0.000495,0.000315,0.000315,0.001365,0.001130,0.031733,DROSOPHILA-testing-redo,p1_p2,adaptiveint,5000,10percent,18
0.002481,0.001062,0.001062,0.094191,0.318746,-447906.480073,0.002493,0.001067,0.001067,0.089722,0.318937,-447906.415500,0.000168,0.000072,0.000072,0.032247,0.049220,77.515630,0.002317,0.000992,0.000992,0.014961,0.169729,-448268.432000,0.002853,0.001221,0.001221,0.247336,0.477103,-447568.821000,0.002317,0.000992,0.000992,0.046965,0.215019,-448059.931000,0.002853,0.001221,0.001221,0.182059,0.422777,-447755.622000,0.002317,0.000992,0.000992,0.034761,0.203502,-448054.624000,0.002853,0.001221,0.001221,0.163943,0.406286,-447750.696000,25.958666,25.960490,25.960490,41.707896,33.936994,4778.798300,0.000260,0.000260,0.000260,0.000417,0.000339,0.047788,DROSOPHILA-testing-redo,p1_p2,linkedancestor,1250,10percent,1
0.006378,0.001655,0.001655,0.018060,0.137729,-465401.557450,0.006355,0.001572,0.001572,0.017829,0.136964,-465401.012500,0.000320,0.000112,0.000112,0.004817,0.012433,81.988432,0.005695,0.001572,0.001572,0.002692,0.100143,-465740.615000,0.007416,0.001998,0.001998,0.042184,0.190568,-465060.378000,0.005946,0.001572,0.001572,0.009371,0.115353,-465563.547000,0.007127,0.001998,0.001998,0.028204,0.164097,-465242.320000,0.005877,0.001572,0.001572,0.008953,0.113711,-465562.431000,0.007055,0.001790,0.001790,0.027678,0.162080,-465241.543000,33.806572,26.828034,26.828034,308.675242,74.504704,1123.046005,0.000338,0.000268,0.000268,0.003087,0.000745,0.011230,DROSOPHILA-testing-redo,p1_p2,linkedancestor,5000,10percent,1
0.008784,0.001995,0.001995,0.078843,0.006018,-472870.564476,0.008758,0.001972,0.001972,0.078640,0.005645,-472870.292500,0.000413,0.000064,0.000064,0.007418,0.002556,76.101748,0.007876,0.001972,0.001972,0.052293,0.000300,-473203.790000,0.010238,0.002399,0.002399,0.109714,0.023394,-472578.741000,0.007997,0.001972,0.001972,0.065016,0.002108,-473021.083000,0.009741,0.002168,0.002168,0.094085,0.011935,-472722.574000,0.007962,0.001972,0.001972,0.065024,0.001712,-473021.053000,0.009567,0.002168,0.002168,0.094087,0.011202,-472722.558000,38.580706,27.326443,27.326443,281.575504,70.671920,7698.129098,0.000386,0.000273,0.000273,0.002816,0.000707,0.076981,DROSOPHILA-testing-redo,p2_p1,linkedancestor,20000,5percent,13
0.002512,0.000998,0.000998,0.097449,0.269785,-452948.779013,0.002485,0.000987,0.000987,0.097088,0.267853,-452948.226500,0.000062,0.000025,0.000025,0.020944,0.029271,78.429288,0.002485,0.000987,0.000987,0.037042,0.197758,-453322.678000,0.002656,0.001055,0.001055,0.175215,0.357363,-452589.038000,0.002485,0.000987,0.000987,0.058292,0.220287,-453103.166000,0.002656,0.001055,0.001055,0.140178,0.324501,-452797.054000,0.002485,0.000987,0.000987,0.058010,0.219626,-453103.712000,0.002656,0.001055,0.001055,0.139774,0.323779,-452797.773000,26.512368,26.512368,26.512368,72.368438,51.452221,7675.651564,0.000265,0.000265,0.000265,0.000724,0.000515,0.076757,DROSOPHILA-testing-redo,p1_p2,adaptiveint,1250,5percent,6
0.002618,0.000960,0.000960,0.030974,0.311246,-453867.349896,0.002512,0.000921,0.000921,0.029347,0.309812,-453866.727000,0.000251,0.000092,0.000092,0.014017,0.029461,79.509201,0.002512,0.000921,0.000921,0.000022,0.221072,-454211.956000,0.003669,0.001346,0.001346,0.117467,0.413154,-453542.464000,0.002512,0.000921,0.000921,0.008531,0.260955,-454025.989000,0.003669,0.001346,0.001346,0.062853,0.375992,-453713.174000,0.002512,0.000921,0.000921,0.006379,0.256982,-454023.905000,0.003117,0.001143,0.001143,0.058275,0.370720,-453711.390000,28.215703,28.214413,28.214413,84.877135,44.927574,1885.039860,0.000282,0.000282,0.000282,0.000849,0.000449,0.018850,DROSOPHILA-testing-redo,p1_p2,bgs,1250,NA,19
0.009983,0.002048,0.002048,0.062644,0.003431,-473048.936164,0.009982,0.002036,0.002036,0.062374,0.003182,-473048.602500,0.000491,0.000046,0.000046,0.006439,0.001673,75.854759,0.008032,0.002036,0.002036,0.040351,0.000069,-473383.986000,0.011428,0.002230,0.002230,0.091821,0.014549,-472747.115000,0.009087,0.002036,0.002036,0.050688,0.000914,-473199.000000,0.010910,0.002230,0.002230,0.075660,0.007328,-472901.431000,0.009056,0.002036,0.002036,0.050238,0.000594,-473198.235000,0.010844,0.002230,0.002230,0.075158,0.006710,-472901.013000,64.114576,29.656658,29.656658,560.729889,854.615319,5867.209288,0.000641,0.000297,0.000297,0.005607,0.008546,0.058672,DROSOPHILA-testing-redo,p2_p1,linkedancestor,20000,5percent,9
0.006220,0.001680,0.001680,0.120650,0.025662,-465081.649740,0.006245,0.001680,0.001680,0.120534,0.025361,-465081.473500,0.000185,0.000000,0.000000,0.010113,0.005905,79.681700,0.005819,0.001680,0.001680,0.088091,0.005275,-465440.432000,0.006864,0.001680,0.001680,0.158694,0.051693,-464740.503000,0.005874,0.001680,0.001680,0.101116,0.015071,-465238.463000,0.006628,0.001680,0.001680,0.140553,0.038118,-464925.945000,0.005874,0.001680,0.001680,0.100359,0.014577,-465236.101000,0.006564,0.001680,0.001680,0.139733,0.037466,-464923.958000,62.432606,1.000000,1.000000,223.497204,187.040108,6626.235395,0.000624,0.000010,0.000010,0.002235,0.001870,0.066262,DROSOPHILA-testing-redo,p2_p1,bgs,5000,NA,16
0.009241,0.001787,0.001787,0.001597,0.057092,-473415.915488,0.009223,0.001787,0.001787,0.001269,0.056905,-473415.058000,0.000452,0.000000,0.000000,0.001326,0.006567,75.433416,0.007728,0.001787,0.001787,0.000000,0.033796,-473749.188000,0.010638,0.001787,0.001787,0.012471,0.086859,-473081.946000,0.008339,0.001787,0.001787,0.000052,0.044617,-473565.439000,0.010088,0.001787,0.001787,0.004953,0.070500,-473269.601000,0.008404,0.001787,0.001787,0.000000,0.043950,-473566.338000,0.010089,0.001787,0.001787,0.004198,0.069794,-473270.691000,52.322025,1.000000,1.000000,245.611811,216.090357,11984.566280,0.000523,0.000010,0.000010,0.002456,0.002161,0.119846,DROSOPHILA-testing-redo,p1_p2,linkedancestor,20000,5percent,5
0.006569,0.002738,0.002738,0.007754,0.005116,-467057.146366,0.006579,0.002738,0.002738,0.007390,0.004631,-467057.017000,0.000222,0.000000,0.000000,0.003704,0.003223,75.780769,0.006029,0.002738,0.002738,0.000000,0.000000,-467395.298000,0.007430,0.002738,0.002738,0.029306,0.022962,-466732.434000,0.006029,0.002738,0.002738,0.001661,0.000437,-467206.769000,0.007007,0.002738,0.002738,0.016097,0.012628,-466909.581000,0.006209,0.002738,0.002738,0.001020,0.000011,-467204.946000,0.007045,0.002738,0.002738,0.015034,0.011090,-466907.948000,42.776520,1.000000,1.000000,1025.554659,1133.845810,17729.703930,0.000428,0.000010,0.000010,0.010256,0.011338,0.177297,DROSOPHILA-testing-redo,nomig,linkedp1,5000,5percent,14
0.017772,0.002733,0.002733,0.007893,0.011895,-473249.417095,0.017725,0.002711,0.002711,0.007576,0.011596,-473249.322500,0.000900,0.000079,0.000079,0.002945,0.003491,73.290715,0.014571,0.002711,0.002711,0.000455,0.001836,-473576.239000,0.022331,0.003019,0.003019,0.025132,0.031629,-472906.499000,0.016101,0.002711,0.002711,0.003084,0.005940,-473394.194000,0.019730,0.003019,0.003019,0.014629,0.019554,-473105.945000,0.015961,0.002711,0.002711,0.002419,0.005331,-473394.882000,0.019526,0.003019,0.003019,0.013557,0.018711,-473106.735000,81.405006,28.828007,28.828007,865.027521,554.857754,1902.163360,0.000814,0.000288,0.000288,0.008650,0.005549,0.019022,DROSOPHILA-testing-redo,nomig,linkedp1,20000,10percent,14
0.004191,0.002375,0.002375,0.306560,0.258656,-456956.869146,0.004096,0.002375,0.002375,0.301553,0.260629,-456956.364500,0.000191,0.000000,0.000000,0.055420,0.048788,77.631667,0.004096,0.002375,0.002375,0.170227,0.091409,-457306.629000,0.004582,0.002375,0.002375,0.465029,0.382176,-456633.205000,0.004096,0.002375,0.002375,0.213030,0.165151,-457111.069000,0.004582,0.002375,0.002375,0.417860,0.345801,-456806.392000,0.004096,0.002375,0.002375,0.209075,0.173125,-457106.441000,0.004582,0.002375,0.002375,0.412978,0.349934,-456801.916000,25.787604,1.000000,1.000000,32.260299,33.471186,10081.942921,0.000258,0.000010,0.000010,0.000323,0.000335,0.100819,DROSOPHILA-testing-redo,nomig,bgs,1250,NA,19
0.006531,0.002706,0.002706,0.001917,0.003403,-465328.666266,0.006508,0.002706,0.002706,0.001421,0.002935,-465328.548500,0.000256,0.000000,0.000000,0.001743,0.002453,75.409227,0.005885,0.002706,0.002706,0.000000,0.000000,-465673.807000,0.007219,0.002706,0.002706,0.018594,0.018606,-465003.641000,0.005885,0.002706,0.002706,0.000061,0.000171,-465476.558000,0.006963,0.002706,0.002706,0.006448,0.009454,-465181.629000,0.005885,0.002706,0.002706,0.000000,0.000000,-465472.062000,0.006933,0.002706,0.002706,0.005408,0.008131,-465177.542000,36.681262,1.000000,1.000000,2515.861822,1854.711138,18365.589236,0.000367,0.000010,0.000010,0.025159,0.018547,0.183656,DROSOPHILA-testing-redo,nomig,linkedp1,5000,10percent,16
0.012181,0.001960,0.001960,0.077372,0.002070,-484993.787723,0.012164,0.001910,0.001910,0.077074,0.001842,-484993.811500,0.000565,0.000098,0.000098,0.006845,0.001349,77.548134,0.010377,0.001910,0.001910,0.053366,0.000000,-485321.426000,0.014459,0.002151,0.002151,0.105885,0.010794,-484622.944000,0.011054,0.001910,0.001910,0.064834,0.000174,-485147.358000,0.013356,0.002151,0.002151,0.091861,0.005280,-484842.963000,0.011022,0.001910,0.001910,0.064362,0.000000,-485146.490000,0.013193,0.002151,0.002151,0.091264,0.004618,-484842.326000,66.193671,26.073171,26.073171,251.021942,411.428254,2126.344452,0.000662,0.000261,0.000261,0.002510,0.004114,0.021263,DROSOPHILA-testing-redo,p2_p1,neutral,20000,NA,19
0.005962,0.001664,0.001664,0.019646,0.101282,-466132.692650,0.005990,0.001629,0.001629,0.019359,0.100785,-466132.578500,0.000197,0.000071,0.000071,0.004807,0.009030,79.769761,0.005405,0.001629,0.001629,0.004768,0.067607,-466467.311000,0.006477,0.001863,0.001863,0.046347,0.145648,-465781.606000,0.005629,0.001629,0.001629,0.011121,0.085036,-466290.010000,0.006435,0.001863,0.001863,0.029807,0.120808,-465976.970000,0.005592,0.001629,0.001629,0.010619,0.084083,-466291.126000,0.006340,0.001863,0.001863,0.029115,0.119529,-465978.170000,38.467829,26.580438,26.580438,195.928664,176.063864,6145.697761,0.000385,0.000266,0.000266,0.001959,0.001761,0.061457,DROSOPHILA-testing-redo,p1_p2,linkedancestor,5000,10percent,17
0.002801,0.001111,0.001111,0.082901,0.315266,-452620.402028,0.002865,0.001136,0.001136,0.081782,0.316485,-452620.145500,0.000080,0.000032,0.000032,0.019425,0.032693,78.090085,0.002700,0.001070,0.001070,0.015421,0.204781,-452960.240000,0.002865,0.001136,0.001136,0.147834,0.422527,-452281.024000,0.002700,0.001070,0.001070,0.047893,0.247775,-452775.158000,0.002865,0.001136,0.001136,0.123971,0.381393,-452468.665000,0.002700,0.001070,0.001070,0.048219,0.247225,-452773.077000,0.002865,0.001136,0.001136,0.124241,0.380764,-452467.046000,25.582587,25.582587,25.582587,55.157860,44.308846,8021.405779,0.000256,0.000256,0.000256,0.000552,0.000443,0.080214,DROSOPHILA-testing-redo,p1_p2,linkedancestor,1250,5percent,6
0.003544,0.000667,0.000667,0.068525,0.211193,-471943.659674,0.003591,0.000570,0.000570,0.065988,0.197072,-471926.749500,0.000111,0.000186,0.000186,0.013974,0.040015,127.832306,0.003378,0.000421,0.000421,0.031735,0.134382,-472437.915000,0.003829,0.000964,0.000964,0.125061,0.351545,-471502.030000,0.003378,0.000473,0.000473,0.047164,0.160005,-472205.596000,0.003634,0.000964,0.000964,0.101598,0.299383,-471728.103000,0.003378,0.000487,0.000487,0.045510,0.156133,-472198.800000,0.003634,0.000964,0.000964,0.098739,0.293643,-471721.930000,26.674504,26.035323,26.035323,48.095681,29.750520,44.903201,0.000267,0.000260,0.000260,0.000481,0.000298,0.000449,DROSOPHILA-testing-redo,p1_p2,neutral,1250,NA,8
0.009586,0.001971,0.001971,0.001493,0.078332,-477193.471171,0.009686,0.001968,0.001968,0.001236,0.078077,-477192.806500,0.000830,0.000031,0.000031,0.001124,0.006997,77.142338,0.005348,0.001968,0.001968,0.000000,0.052267,-477557.269000,0.011335,0.002379,0.002379,0.012554,0.108026,-476879.298000,0.006679,0.001968,0.001968,0.000113,0.065205,-477346.604000,0.010646,0.001968,0.001968,0.004281,0.092708,-477044.516000,0.008782,0.001968,0.001968,0.000000,0.065114,-477342.387000,0.011335,0.001968,0.001968,0.003659,0.092583,-477041.169000,35.406885,108.147225,108.147225,309.780819,551.076804,2920.040217,0.000354,0.001081,0.001081,0.003098,0.005511,0.029200,DROSOPHILA-testing-redo,p1_p2,linkedancestor,20000,15percent,8
0.005502,0.002803,0.002803,0.001166,0.001108,-474302.232328,0.005511,0.002803,0.002803,0.000832,0.000772,-474301.713000,0.000241,0.000000,0.000000,0.001114,0.001097,72.396082,0.005271,0.002803,0.002803,0.000000,0.000000,-474603.446000,0.005969,0.002803,0.002803,0.010111,0.010876,-473990.482000,0.005271,0.002803,0.002803,0.000031,0.000028,-474445.303000,0.005969,0.002803,0.002803,0.004154,0.004058,-474161.779000,0.005271,0.002803,0.002803,0.000000,0.000000,-474445.538000,0.005739,0.002803,0.002803,0.003411,0.003312,-474162.197000,25.718702,1.000000,1.000000,10773.735082,11258.632400,13940.527645,0.000257,0.000010,0.000010,0.107737,0.112586,0.139405,DROSOPHILA-testing-redo,nomig,linkedp1,20000,5percent,16
0.007826,0.003260,0.003260,0.001968,0.001374,-482573.928748,0.007882,0.003260,0.003260,0.001521,0.000961,-482573.717000,0.000526,0.000000,0.000000,0.001707,0.001369,77.236511,0.005389,0.003260,0.003260,0.000000,0.000000,-482932.062000,0.008828,0.003260,0.003260,0.015874,0.013936,-482214.352000,0.006097,0.003260,0.003260,0.000064,0.000035,-482726.399000,0.008589,0.003260,0.003260,0.006327,0.005011,-482423.565000,0.006763,0.003260,0.003260,0.000000,0.000000,-482725.131000,0.008686,0.003260,0.003260,0.005339,0.004088,-482422.479000,34.418435,1.000000,1.000000,3657.746013,3516.391324,2719.280943,0.000344,0.000010,0.000010,0.036577,0.035164,0.027193,DROSOPHILA-testing-redo,nomig,neutral,5000,NA,8
0.006712,0.002303,0.002303,0.003017,0.004095,-469048.201047,0.006720,0.002303,0.002303,0.002676,0.003767,-469048.131000,0.000236,0.000000,0.000000,0.001827,0.002235,75.779831,0.006187,0.002303,0.002303,0.000000,0.000002,-469418.067000,0.007312,0.002303,0.002303,0.014097,0.016901,-468668.438000,0.006242,0.002303,0.002303,0.000481,0.000719,-469197.218000,0.007117,0.002303,0.002303,0.007444,0.009332,-468900.715000,0.006320,0.002303,0.002303,0.000113,0.000299,-469197.184000,0.007186,0.002303,0.002303,0.006571,0.008462,-468900.714000,42.762848,1.000000,1.000000,4335.736015,2320.394210,20747.945179,0.000428,0.000010,0.000010,0.043357,0.023204,0.207479,DROSOPHILA-testing-redo,nomig,linkedp1,5000,15percent,19
0.006972,0.001826,0.001826,0.123566,0.023190,-468229.630177,0.006949,0.001723,0.001723,0.123026,0.022777,-468229.643500,0.000323,0.000127,0.000127,0.010434,0.006042,79.892275,0.006128,0.001723,0.001723,0.086397,0.005044,-468574.721000,0.008042,0.002018,0.002018,0.176323,0.050337,-467915.062000,0.006397,0.001723,0.001723,0.104261,0.012450,-468387.305000,0.007545,0.002018,0.002018,0.145361,0.036053,-468073.630000,0.006461,0.001723,0.001723,0.104082,0.011827,-468387.214000,0.007545,0.002018,0.002018,0.145140,0.035160,-468073.590000,37.037434,25.508082,25.508082,106.671320,152.875328,1722.967544,0.000370,0.000255,0.000255,0.001067,0.001529,0.017230,DROSOPHILA-testing-redo,p2_p1,linkedancestor,5000,5percent,17
0.002883,0.000748,0.000748,0.194743,0.056354,-452985.439378,0.002957,0.000960,0.000960,0.209334,0.054171,-452995.037500,0.000141,0.000247,0.000247,0.049788,0.022289,131.782899,0.002754,0.000370,0.000370,0.101391,0.015667,-453502.617000,0.003191,0.001036,0.001036,0.297197,0.134792,-452516.617000,0.002754,0.000420,0.000420,0.122134,0.024997,-453213.625000,0.003191,0.001036,0.001036,0.273725,0.098770,-452739.795000,0.002754,0.000433,0.000433,0.119783,0.022927,-453215.831000,0.003191,0.001036,0.001036,0.270436,0.095573,-452742.555000,26.129230,25.525694,25.525694,27.573220,32.407795,40.372088,0.000261,0.000255,0.000255,0.000276,0.000324,0.000404,DROSOPHILA-testing-redo,p2_p1,linkedp1,1250,15percent,3
0.002408,0.000505,0.000505,0.051470,0.172158,-448882.647266,0.002408,0.000470,0.000470,0.049452,0.163997,-448872.251000,0.000000,0.000153,0.000153,0.013649,0.038181,104.936294,0.002408,0.000372,0.000372,0.019162,0.111518,-449416.064000,0.002408,0.001120,0.001120,0.144702,0.355960,-448541.419000,0.002408,0.000408,0.000408,0.032739,0.134160,-449165.984000,0.002408,0.001120,0.001120,0.093949,0.310113,-448709.842000,0.002408,0.000417,0.000417,0.027549,0.124796,-449109.015000,0.002408,0.001120,0.001120,0.077892,0.290774,-448675.286000,1.000000,29.681632,29.681632,49.105988,32.263412,69.876249,0.000010,0.000297,0.000297,0.000491,0.000323,0.000699,DROSOPHILA-testing-redo,p1_p2,linkedancestor,1250,10percent,8
0.007302,0.001887,0.001887,0.133472,0.010335,-470139.077029,0.007307,0.001811,0.001811,0.132972,0.009947,-470138.496000,0.000388,0.000156,0.000156,0.011341,0.003803,80.890263,0.006173,0.001689,0.001689,0.098150,0.000188,-470584.379000,0.008532,0.002183,0.002183,0.182373,0.031957,-469742.545000,0.006515,0.001689,0.001689,0.112875,0.003955,-470298.152000,0.008028,0.002183,0.002183,0.157577,0.018669,-469981.896000,0.006585,0.001689,0.001689,0.111951,0.003488,-470297.566000,0.008040,0.002183,0.002183,0.156359,0.018047,-469981.423000,36.294354,25.748299,25.748299,88.732712,133.640337,957.614610,0.000363,0.000257,0.000257,0.000887,0.001336,0.009576,DROSOPHILA-testing-redo,p2_p1,linkedp1,5000,15percent,20
0.009157,0.002020,0.002020,0.001540,0.064190,-478937.683804,0.009105,0.001960,0.001960,0.001229,0.063579,-478937.532000,0.000398,0.000145,0.000145,0.001268,0.007098,77.362432,0.008211,0.001960,0.001960,0.000000,0.040325,-479269.192000,0.010446,0.002429,0.002429,0.011473,0.096112,-478620.245000,0.008534,0.001960,0.001960,0.000061,0.052017,-479090.013000,0.009970,0.002429,0.002429,0.004753,0.079780,-478787.638000,0.008502,0.001960,0.001960,0.000001,0.051049,-479089.570000,0.009893,0.002429,0.002429,0.004018,0.078460,-478787.418000,42.073770,26.537647,26.537647,91.449957,120.382058,7707.283299,0.000421,0.000265,0.000265,0.000914,0.001204,0.077073,DROSOPHILA-testing-redo,p1_p2,adaptiveint,20000,10percent,8
0.009886,0.001973,0.001973,0.002100,0.077222,-477366.316517,0.009869,0.002069,0.002069,0.001662,0.076999,-477365.569000,0.000435,0.000106,0.000106,0.001631,0.007146,76.537553,0.008827,0.001855,0.001855,0.000006,0.050203,-477699.854000,0.011319,0.002069,0.002069,0.014919,0.107916,-477059.349000,0.009133,0.001855,0.001855,0.000226,0.063911,-477517.380000,0.010734,0.002069,0.002069,0.006388,0.091726,-477217.968000,0.009116,0.001855,0.001855,0.000035,0.063792,-477514.932000,0.010678,0.002069,0.002069,0.005389,0.091597,-477215.716000,53.451394,25.534730,25.534730,58.377384,259.501976,916.585600,0.000535,0.000255,0.000255,0.000584,0.002595,0.009166,DROSOPHILA-testing-redo,p1_p2,linkedp1,20000,15percent,8
