tau_3R_mean,tau_4X_mean,tau_5Y_mean,phi_X_mean,phi_Y_mean,lnL_mean,tau_3R_median,tau_4X_median,tau_5Y_median,phi_X_median,phi_Y_median,lnL_median,tau_3R_sd,tau_4X_sd,tau_5Y_sd,phi_X_sd,phi_Y_sd,lnL_sd,tau_3R_min,tau_4X_min,tau_5Y_min,phi_X_min,phi_Y_min,lnL_min,tau_3R_max,tau_4X_max,tau_5Y_max,phi_X_max,phi_Y_max,lnL_max,tau_3R_percent25,tau_4X_percent25,tau_5Y_percent25,phi_X_percent25,phi_Y_percent25,lnL_percent25,tau_3R_percent975,tau_4X_percent975,tau_5Y_percent975,phi_X_percent975,phi_Y_percent975,lnL_percent975,tau_3R_hpd25,tau_4X_hpd25,tau_5Y_hpd25,phi_X_hpd25,phi_Y_hpd25,lnL_hpd25,tau_3R_hpd975,tau_4X_hpd975,tau_5Y_hpd975,phi_X_hpd975,phi_Y_hpd975,lnL_hpd975,tau_3R_ess,tau_4X_ess,tau_5Y_ess,phi_X_ess,phi_Y_ess,lnL_ess,tau_3R_eff,tau_4X_eff,tau_5Y_eff,phi_X_eff,phi_Y_eff,lnL_eff,genome,model,dfe,divtime,percent,rep
0.018337,0.002915,0.002915,0.001016,0.059318,-572464.647338,0.018307,0.002886,0.002886,0.000750,0.058775,-572464.285000,0.000896,0.000281,0.000281,0.000934,0.006860,84.467222,0.015176,0.002645,0.002645,0.000000,0.034876,-572868.454000,0.021766,0.003307,0.003307,0.009870,0.093481,-572082.051000,0.016668,0.002645,0.002645,0.000029,0.047356,-572631.758000,0.020142,0.003307,0.003307,0.003480,0.074049,-572299.637000,0.016643,0.002645,0.002645,0.000000,0.046733,-572631.370000,0.020104,0.003307,0.003307,0.002876,0.073234,-572299.355000,208.777461,118.618263,118.618263,674.043020,310.430386,5694.677615,0.000441,0.000251,0.000251,0.001425,0.000656,0.012040,drosophila,p1_p2,balancing,20000,10percent,10
0.010230,0.001860,0.001860,0.016330,0.128215,-512182.426352,0.010214,0.001801,0.001801,0.016016,0.128041,-512181.907500,0.000408,0.000097,0.000097,0.004067,0.008737,84.266293,0.009148,0.001801,0.001801,0.003489,0.092322,-512618.092000,0.012014,0.002018,0.002018,0.041393,0.171767,-511798.536000,0.009469,0.001801,0.001801,0.009243,0.111606,-512348.767000,0.011111,0.002018,0.002018,0.025166,0.145796,-512018.899000,0.009551,0.001801,0.001801,0.008670,0.111286,-512348.945000,0.011132,0.002018,0.002018,0.024420,0.145443,-512019.110000,225.064740,125.794707,125.794707,373.762533,511.647982,5568.650377,0.000450,0.000252,0.000252,0.000748,0.001023,0.011137,drosophila,p1_p2,linkedancestor,5000,15percent,2
0.010801,0.002204,0.002204,0.016874,0.111293,-520240.568992,0.010744,0.002069,0.002069,0.016633,0.110776,-520240.093500,0.000512,0.000183,0.000183,0.004025,0.009195,84.755207,0.009464,0.002069,0.002069,0.003187,0.078724,-520646.398000,0.012633,0.002644,0.002644,0.039953,0.166057,-519847.066000,0.009970,0.002069,0.002069,0.009682,0.094714,-520407.581000,0.011888,0.002644,0.002644,0.025458,0.130504,-520075.632000,0.009967,0.002069,0.002069,0.009258,0.093837,-520405.867000,0.011870,0.002644,0.002644,0.024917,0.129449,-520073.995000,190.951540,126.015255,126.015255,692.698183,405.927605,5281.166176,0.000382,0.000252,0.000252,0.001385,0.000812,0.010562,drosophila,p1_p2,linkedp1,5000,10percent,11
0.034618,0.004860,0.004860,0.000730,0.001545,-590974.544229,0.034615,0.004862,0.004862,0.000503,0.001307,-590974.193000,0.001454,0.000410,0.000410,0.000737,0.001076,80.845031,0.029451,0.004390,0.004390,0.000000,0.000003,-591354.064000,0.040118,0.005823,0.005823,0.008502,0.010219,-590615.870000,0.031796,0.004390,0.004390,0.000018,0.000191,-591133.828000,0.037476,0.005718,0.005718,0.002710,0.004255,-590817.433000,0.031902,0.004390,0.004390,0.000000,0.000034,-591133.241000,0.037568,0.005587,0.005587,0.002196,0.003641,-590816.884000,360.615960,124.225728,124.225728,13701.059240,5222.807440,66666.506344,0.000734,0.000253,0.000253,0.027898,0.010635,0.135744,drosophila,nomig,balancing,20000,15percent,2
0.015482,0.003190,0.003190,0.009514,0.055954,-554247.867171,0.015435,0.003236,0.003236,0.008941,0.055782,-554247.436000,0.000635,0.000084,0.000084,0.003800,0.006251,82.187290,0.013591,0.003039,0.003039,0.000903,0.029764,-554646.489000,0.017841,0.003236,0.003236,0.031020,0.085405,-553854.345000,0.014347,0.003039,0.003039,0.003687,0.044173,-554410.140000,0.016811,0.003236,0.003236,0.018026,0.068666,-554087.964000,0.014285,0.003039,0.003039,0.003099,0.043947,-554410.394000,0.016716,0.003236,0.003236,0.017063,0.068405,-554088.284000,252.187348,125.926925,125.926925,226.017259,850.517534,18392.152182,0.000504,0.000252,0.000252,0.000452,0.001701,0.036784,drosophila,p1_p2,adaptiveint,20000,10percent,13
0.003967,0.002490,0.002490,0.197997,0.151687,-463045.982216,0.004093,0.002567,0.002567,0.197881,0.148545,-463045.583500,0.000200,0.000129,0.000129,0.052112,0.047592,77.502338,0.003628,0.002275,0.002275,0.047958,0.016740,-463435.216000,0.004093,0.002776,0.002776,0.381961,0.326238,-462687.480000,0.003628,0.002275,0.002275,0.102107,0.067808,-463198.701000,0.004093,0.002567,0.002567,0.302457,0.253990,-462895.164000,0.003628,0.002275,0.002275,0.099664,0.060907,-463197.384000,0.004093,0.002567,0.002567,0.299745,0.244085,-462893.901000,125.529674,126.403226,126.403226,164.869983,167.335374,68477.617799,0.000251,0.000253,0.000253,0.000330,0.000335,0.136955,drosophila,nomig,bgs,1250,NA,10
0.010630,0.003626,0.003626,0.000955,0.002023,-515998.590798,0.010640,0.003595,0.003595,0.000660,0.001637,-515998.279000,0.000388,0.000283,0.000283,0.000953,0.001627,79.986453,0.009404,0.003368,0.003368,0.000000,0.000000,-516446.918000,0.012469,0.004253,0.004253,0.010027,0.017865,-515599.000000,0.009879,0.003368,0.003368,0.000024,0.000091,-516156.300000,0.011389,0.004253,0.004253,0.003517,0.006137,-515843.034000,0.009877,0.003368,0.003368,0.000000,0.000000,-516156.406000,0.011375,0.004253,0.004253,0.002856,0.005195,-515843.179000,326.821608,125.814322,125.814322,5500.604536,1369.760238,29203.074171,0.000654,0.000252,0.000252,0.011001,0.002740,0.058406,drosophila,nomig,linkedancestor,5000,10percent,11
0.011531,0.004559,0.004559,0.003399,0.005711,-525352.723411,0.011551,0.004582,0.004582,0.002744,0.005021,-525352.303500,0.000552,0.000593,0.000593,0.002686,0.003820,81.401478,0.009785,0.003634,0.003634,0.000000,0.000000,-525799.597000,0.013473,0.005484,0.005484,0.023041,0.036379,-524996.027000,0.010448,0.003634,0.003634,0.000187,0.000462,-525513.924000,0.012585,0.005301,0.005301,0.010265,0.014847,-525194.311000,0.010444,0.003634,0.003634,0.000000,0.000002,-525514.557000,0.012559,0.005195,0.005195,0.008692,0.012948,-525195.122000,191.530935,125.605089,125.605089,794.679329,521.951714,8993.699850,0.000383,0.000251,0.000251,0.001589,0.001044,0.017987,drosophila,nomig,balancing,5000,10percent,17
0.003770,0.001046,0.001046,0.069478,0.300237,-477964.799605,0.003559,0.000988,0.000988,0.068914,0.294726,-477963.865000,0.000469,0.000139,0.000139,0.015212,0.037057,85.249788,0.003349,0.000930,0.000930,0.018332,0.193337,-478376.685000,0.005137,0.001564,0.001564,0.140492,0.437397,-477543.353000,0.003349,0.000930,0.000930,0.041305,0.240505,-478134.759000,0.004813,0.001465,0.001465,0.101593,0.386909,-477800.141000,0.003349,0.000930,0.000930,0.039524,0.235155,-478132.948000,0.004813,0.001266,0.001266,0.099423,0.378393,-477798.440000,126.057845,126.944882,126.944882,426.673655,168.285300,1501.313347,0.000252,0.000254,0.000254,0.000853,0.000337,0.003003,drosophila,p1_p2,adaptiveint,1250,10percent,16
0.006350,0.002923,0.002923,0.339273,0.222149,-494494.674753,0.006310,0.002815,0.002815,0.338608,0.220104,-494494.407000,0.000328,0.000144,0.000144,0.039352,0.039841,81.204544,0.005612,0.002815,0.002815,0.205115,0.091802,-494945.246000,0.007491,0.003208,0.003208,0.473107,0.375639,-494145.963000,0.005612,0.002815,0.002815,0.265256,0.147184,-494654.958000,0.006984,0.003208,0.003208,0.416533,0.303011,-494336.845000,0.005865,0.002815,0.002815,0.265066,0.150372,-494653.526000,0.006984,0.003208,0.003208,0.416330,0.305702,-494335.565000,131.396754,125.825410,125.825410,187.786326,180.513606,8732.791239,0.000263,0.000252,0.000252,0.000376,0.000361,0.017466,drosophila,nomig,balancing,1250,15percent,6
0.005547,0.002695,0.002695,0.280571,0.195385,-490660.647572,0.005714,0.002663,0.002663,0.277092,0.197776,-490660.276000,0.000499,0.000086,0.000086,0.040824,0.051095,81.105038,0.004545,0.002663,0.002663,0.154094,0.033446,-491049.689000,0.006264,0.003072,0.003072,0.462446,0.371174,-490279.852000,0.004545,0.002663,0.002663,0.207950,0.089535,-490820.443000,0.006189,0.002861,0.002861,0.364710,0.289553,-490502.769000,0.004545,0.002663,0.002663,0.207362,0.090296,-490820.885000,0.006150,0.002861,0.002861,0.363981,0.290141,-490503.330000,124.616541,126.828703,126.828703,175.096334,155.281549,12366.295859,0.000253,0.000258,0.000258,0.000356,0.000315,0.025111,drosophila,nomig,linkedp1,1250,5percent,6
0.034473,0.004642,0.004642,0.000705,0.000693,-568390.489384,0.036636,0.004645,0.004645,0.000487,0.000480,-568390.140000,0.007930,0.000248,0.000248,0.000710,0.000692,80.469423,0.007330,0.004054,0.004054,0.000000,0.000000,-568761.766000,0.043415,0.005159,0.005159,0.009248,0.009341,-568015.670000,0.007521,0.004054,0.004054,0.000018,0.000017,-568549.268000,0.039705,0.005145,0.005145,0.002613,0.002556,-568233.713000,0.007330,0.004315,0.004315,0.000000,0.000000,-568548.705000,0.039184,0.005159,0.005159,0.002119,0.002074,-568233.213000,129.171363,127.996253,127.996253,23441.320523,18746.690770,55814.495345,0.000258,0.000256,0.000256,0.046883,0.037493,0.111629,drosophila,nomig,linkedancestor,20000,15percent,15
0.005301,0.002742,0.002742,0.219523,0.298536,-493944.559587,0.005362,0.002780,0.002780,0.216013,0.293612,-493944.208000,0.000229,0.000076,0.000076,0.060800,0.059553,81.708181,0.004989,0.002589,0.002589,0.055225,0.137914,-494362.594000,0.005629,0.002780,0.002780,0.436676,0.521813,-493589.988000,0.004989,0.002589,0.002589,0.111975,0.190370,-494105.836000,0.005629,0.002780,0.002780,0.341261,0.419024,-493785.182000,0.004989,0.002589,0.002589,0.106885,0.185774,-494108.022000,0.005629,0.002780,0.002780,0.334425,0.412429,-493787.428000,123.175685,123.403788,123.403788,150.068859,152.837907,10734.547552,0.000252,0.000252,0.000252,0.000307,0.000312,0.021945,drosophila,nomig,balancing,1250,10percent,16
0.034284,0.004384,0.004384,0.000724,0.000827,-582768.408295,0.034247,0.004401,0.004401,0.000501,0.000590,-582767.951000,0.001397,0.000376,0.000376,0.000724,0.000794,80.262085,0.029617,0.003944,0.003944,0.000000,0.000000,-583163.340000,0.040354,0.005382,0.005382,0.010605,0.009125,-582401.357000,0.031628,0.003944,0.003944,0.000018,0.000022,-582926.637000,0.037105,0.005341,0.005341,0.002668,0.002943,-582612.087000,0.031495,0.003944,0.003944,0.000000,0.000000,-582926.051000,0.036948,0.005125,0.005125,0.002166,0.002413,-582611.611000,361.278558,120.883728,120.883728,8968.527610,3832.131701,81838.158768,0.000755,0.000253,0.000253,0.018740,0.008007,0.171006,drosophila,nomig,balancing,20000,10percent,2
0.025561,0.002933,0.002933,0.000517,0.000540,-539863.468259,0.025563,0.002895,0.002895,0.000357,0.000373,-539863.130000,0.001093,0.000084,0.000084,0.000518,0.000543,78.287352,0.021734,0.002895,0.002895,0.000000,0.000000,-540259.072000,0.029805,0.003119,0.003119,0.006686,0.006411,-539504.675000,0.023421,0.002895,0.002895,0.000013,0.000014,-540017.707000,0.027679,0.003119,0.003119,0.001900,0.002000,-539710.531000,0.023437,0.002895,0.002895,0.000000,0.000000,-540018.790000,0.027687,0.003119,0.003119,0.001547,0.001623,-539711.817000,408.157745,126.333604,126.333604,147131.902646,112820.195607,70767.256805,0.000816,0.000253,0.000253,0.294264,0.225640,0.141535,drosophila,nomig,bgs,20000,NA,17
0.004270,0.001195,0.001195,0.056249,0.275970,-498515.156357,0.004290,0.001198,0.001198,0.055452,0.273974,-498514.130000,0.000279,0.000107,0.000107,0.012555,0.027177,86.708516,0.003998,0.001116,0.001116,0.010977,0.167491,-498963.088000,0.004916,0.001692,0.001692,0.127071,0.389587,-498128.027000,0.003998,0.001116,0.001116,0.033687,0.228359,-498688.419000,0.004916,0.001444,0.001444,0.083039,0.337980,-498348.510000,0.003998,0.001116,0.001116,0.032086,0.224445,-498683.459000,0.004916,0.001444,0.001444,0.080729,0.332110,-498343.767000,117.398888,120.544088,120.544088,542.478842,209.287056,1566.992735,0.000252,0.000259,0.000259,0.001164,0.000449,0.003363,drosophila,p1_p2,balancing,1250,5percent,3
0.033846,0.004608,0.004608,0.000858,0.000678,-585024.980089,0.033818,0.004629,0.004629,0.000616,0.000467,-585024.648500,0.001568,0.000415,0.000415,0.000822,0.000683,81.095999,0.028653,0.003434,0.003434,0.000000,0.000000,-585388.539000,0.040102,0.005376,0.005376,0.009419,0.008904,-584655.565000,0.030833,0.003665,0.003665,0.000023,0.000017,-585184.977000,0.037013,0.005272,0.005272,0.003033,0.002525,-584867.176000,0.030736,0.003665,0.003665,0.000000,0.000000,-585183.809000,0.036899,0.005272,0.005272,0.002497,0.002037,-584866.139000,289.224905,127.206917,127.206917,2085.030040,14576.831282,56392.125820,0.000578,0.000254,0.000254,0.004170,0.029154,0.112784,drosophila,nomig,balancing,20000,10percent,8
0.005312,0.002742,0.002742,0.224062,0.188298,-489548.155581,0.005239,0.002778,0.002778,0.224643,0.188205,-489547.870500,0.000251,0.000084,0.000084,0.035535,0.034445,80.901233,0.004800,0.002612,0.002612,0.101030,0.068016,-489916.421000,0.005978,0.003036,0.003036,0.382168,0.322564,-489180.309000,0.004800,0.002612,0.002612,0.149805,0.122095,-489707.811000,0.005769,0.002778,0.002778,0.292569,0.259941,-489390.618000,0.004800,0.002612,0.002612,0.154112,0.119226,-489706.828000,0.005651,0.002778,0.002778,0.296187,0.256165,-489389.701000,126.706225,128.414286,128.414286,210.648282,217.144998,64136.226898,0.000253,0.000257,0.000257,0.000421,0.000434,0.128272,drosophila,nomig,linkedp1,1250,10percent,13
0.002773,0.000768,0.000768,0.047453,0.213853,-461770.193190,0.002734,0.000618,0.000618,0.044361,0.185953,-461768.879000,0.000224,0.000248,0.000248,0.015527,0.066325,111.071714,0.002551,0.000390,0.000390,0.010472,0.096875,-462230.201000,0.003353,0.001345,0.001345,0.131997,0.401436,-461280.967000,0.002551,0.000468,0.000468,0.024936,0.129082,-461984.441000,0.003133,0.001257,0.001257,0.085198,0.336413,-461561.536000,0.002551,0.000427,0.000427,0.022138,0.122618,-461981.329000,0.003133,0.001048,0.001048,0.079956,0.325317,-461558.772000,117.824082,118.858743,118.858743,220.515023,125.558018,252.002469,0.000252,0.000254,0.000254,0.000472,0.000269,0.000539,drosophila,p1_p2,bgs,1250,NA,5
0.011069,0.002182,0.002182,0.023980,0.107680,-524951.025948,0.011097,0.002312,0.002312,0.023798,0.107555,-524950.800500,0.000483,0.000163,0.000163,0.004559,0.008519,85.089893,0.009626,0.001904,0.001904,0.008165,0.074965,-525355.541000,0.012790,0.002312,0.002312,0.046317,0.144262,-524476.200000,0.010150,0.001904,0.001904,0.015603,0.091413,-525118.715000,0.011986,0.002312,0.002312,0.033425,0.124692,-524785.067000,0.010132,0.001904,0.001904,0.015216,0.091082,-525117.666000,0.011936,0.002312,0.002312,0.032989,0.124308,-524784.130000,203.607829,125.621936,125.621936,441.466243,453.840006,5010.117986,0.000407,0.000251,0.000251,0.000883,0.000908,0.010020,drosophila,p1_p2,linkedp1,5000,15percent,12
0.005829,0.003036,0.003036,0.276623,0.149243,-487349.527004,0.005736,0.002962,0.002962,0.275066,0.149127,-487349.240000,0.000167,0.000107,0.000107,0.029014,0.028495,81.156886,0.005618,0.002962,0.002962,0.176194,0.053773,-487740.498000,0.006275,0.003190,0.003190,0.392979,0.262174,-487003.772000,0.005618,0.002962,0.002962,0.223506,0.092496,-487509.712000,0.006041,0.003190,0.003190,0.336121,0.203251,-487191.545000,0.005618,0.002962,0.002962,0.222575,0.092768,-487508.045000,0.006041,0.003190,0.003190,0.335108,0.203501,-487189.996000,129.195036,125.676558,125.676558,283.862862,250.912056,55650.213367,0.000258,0.000251,0.000251,0.000568,0.000502,0.111300,drosophila,nomig,linkedp1,1250,15percent,19
0.018356,0.002701,0.002701,0.008808,0.088318,-561286.832543,0.018355,0.002588,0.002588,0.008621,0.088122,-561286.416000,0.000799,0.000123,0.000123,0.002315,0.006745,83.155154,0.015775,0.002588,0.002588,0.001401,0.061939,-561674.949000,0.021959,0.003246,0.003246,0.022662,0.119997,-560907.688000,0.016729,0.002588,0.002588,0.004826,0.075696,-561450.990000,0.019929,0.002812,0.002812,0.013844,0.102190,-561125.180000,0.016661,0.002588,0.002588,0.004553,0.075381,-561449.715000,0.019846,0.002812,0.002812,0.013458,0.101848,-561124.019000,274.994219,128.657248,128.657248,1024.886287,1214.450395,12352.925249,0.000550,0.000257,0.000257,0.002050,0.002429,0.024706,drosophila,p1_p2,linkedancestor,20000,10percent,19
0.004359,0.001185,0.001185,0.118829,0.257317,-483706.098903,0.004127,0.001113,0.001113,0.118252,0.255348,-483705.397000,0.000291,0.000097,0.000097,0.018635,0.025061,84.262634,0.004127,0.001113,0.001113,0.047904,0.177416,-484138.811000,0.004934,0.001493,0.001493,0.198538,0.374952,-483338.204000,0.004127,0.001113,0.001113,0.084083,0.213921,-483873.308000,0.004934,0.001493,0.001493,0.157719,0.312417,-483542.815000,0.004127,0.001113,0.001113,0.082453,0.210426,-483871.966000,0.004934,0.001271,0.001271,0.155801,0.307224,-483541.631000,123.203126,124.605007,124.605007,289.555801,225.992890,2233.851794,0.000251,0.000254,0.000254,0.000590,0.000461,0.004553,drosophila,p1_p2,linkedp1,1250,10percent,13
0.010494,0.003528,0.003528,0.001254,0.002007,-513133.983985,0.010474,0.003705,0.003705,0.000922,0.001687,-513133.699000,0.000498,0.000549,0.000549,0.001169,0.001441,80.667623,0.009029,0.002839,0.002839,0.000000,0.000000,-513512.527000,0.012185,0.004409,0.004409,0.013062,0.016461,-512740.284000,0.009552,0.002839,0.002839,0.000038,0.000205,-513293.210000,0.011456,0.004409,0.004409,0.004332,0.005623,-512976.893000,0.009593,0.002839,0.002839,0.000000,0.000001,-513294.210000,0.011477,0.004400,0.004400,0.003564,0.004789,-512977.949000,197.694027,125.480772,125.480772,1936.162819,1543.841924,8356.163079,0.000395,0.000251,0.000251,0.003872,0.003088,0.016712,drosophila,nomig,linkedancestor,5000,10percent,14
0.010893,0.003290,0.003290,0.000845,0.003202,-530195.793017,0.010882,0.003086,0.003086,0.000595,0.002860,-530195.295000,0.000374,0.000231,0.000231,0.000828,0.002022,81.684313,0.009668,0.003086,0.003086,0.000000,0.000000,-530589.165000,0.012302,0.003985,0.003985,0.008975,0.019556,-529839.428000,0.010145,0.003086,0.003086,0.000022,0.000342,-530356.935000,0.011693,0.003577,0.003577,0.003061,0.008051,-530037.009000,0.010107,0.003086,0.003086,0.000000,0.000000,-530355.792000,0.011634,0.003577,0.003577,0.002498,0.007004,-530036.118000,332.718468,120.258836,120.258836,8284.908342,905.490063,18573.118019,0.000700,0.000253,0.000253,0.017429,0.001905,0.039073,drosophila,nomig,balancing,5000,15percent,17
0.009316,0.001971,0.001971,0.020403,0.117000,-507030.624870,0.009303,0.001898,0.001898,0.020081,0.116679,-507030.174000,0.000339,0.000094,0.000094,0.005202,0.010140,83.833492,0.008265,0.001898,0.001898,0.003737,0.079865,-507441.386000,0.010512,0.002091,0.002091,0.046522,0.158580,-506619.733000,0.008678,0.001898,0.001898,0.011184,0.097940,-507195.926000,0.009995,0.002091,0.002091,0.031502,0.137796,-506867.463000,0.008678,0.001898,0.001898,0.010425,0.097637,-507197.181000,0.009992,0.002091,0.002091,0.030585,0.137418,-506868.831000,250.981407,124.688419,124.688419,383.562090,368.898744,7268.190802,0.000506,0.000251,0.000251,0.000773,0.000743,0.014643,drosophila,p1_p2,adaptiveint,5000,15percent,11
0.009553,0.002267,0.002267,0.017354,0.123305,-513012.567422,0.009543,0.002248,0.002248,0.017135,0.122991,-513012.311000,0.000342,0.000084,0.000084,0.004091,0.009036,83.390682,0.008458,0.002248,0.002248,0.003088,0.086189,-513382.049000,0.011030,0.002675,0.002675,0.039441,0.162760,-512636.896000,0.008931,0.002248,0.002248,0.009999,0.106308,-513176.719000,0.010258,0.002675,0.002675,0.025985,0.141945,-512850.303000,0.008928,0.002248,0.002248,0.009626,0.105674,-513175.842000,0.010246,0.002448,0.002448,0.025515,0.141227,-512849.540000,265.776310,129.509962,129.509962,946.044951,1001.550178,29607.798548,0.000532,0.000259,0.000259,0.001892,0.002003,0.059216,drosophila,p1_p2,linkedancestor,5000,10percent,14
0.009960,0.001965,0.001965,0.022242,0.111494,-515165.840531,0.009915,0.001927,0.001927,0.021956,0.111312,-515165.470000,0.000385,0.000114,0.000114,0.004492,0.008447,83.591901,0.008755,0.001927,0.001927,0.006693,0.078280,-515569.556000,0.012096,0.002562,0.002562,0.051112,0.148600,-514776.477000,0.009336,0.001927,0.001927,0.014244,0.095475,-515330.827000,0.010868,0.002351,0.002351,0.031771,0.128739,-515003.163000,0.009253,0.001927,0.001927,0.013818,0.094849,-515331.400000,0.010726,0.002351,0.002351,0.031200,0.128063,-515003.775000,245.029685,129.727767,129.727767,606.166285,657.308705,8499.396448,0.000490,0.000259,0.000259,0.001212,0.001315,0.016999,drosophila,p1_p2,linkedancestor,5000,10percent,12
0.003782,0.001624,0.001624,0.196931,0.171139,-439434.664136,0.003668,0.001561,0.001561,0.195117,0.169795,-439434.241500,0.000216,0.000101,0.000101,0.034875,0.028261,79.325022,0.003443,0.001561,0.001561,0.089410,0.076696,-439841.005000,0.004597,0.001890,0.001890,0.359019,0.290540,-439073.321000,0.003443,0.001561,0.001561,0.136257,0.116871,-439591.329000,0.004317,0.001890,0.001890,0.274469,0.228205,-439280.752000,0.003443,0.001561,0.001561,0.130997,0.116150,-439590.649000,0.004317,0.001890,0.001890,0.266435,0.227433,-439280.172000,128.739320,126.428796,126.428796,195.090101,233.953740,9889.476657,0.000257,0.000253,0.000253,0.000390,0.000468,0.019779,scaled,nomig,neutral,1250,NA,5
0.003861,0.001620,0.001620,0.165168,0.133044,-437612.685481,0.003897,0.001661,0.001661,0.164883,0.131895,-437612.415500,0.000158,0.000063,0.000063,0.021202,0.019705,78.170212,0.003455,0.001470,0.001470,0.094122,0.057966,-438006.703000,0.004475,0.001909,0.001909,0.240035,0.215646,-437235.690000,0.003648,0.001531,0.001531,0.124855,0.096449,-437766.768000,0.004189,0.001663,0.001663,0.208956,0.174491,-437460.616000,0.003648,0.001531,0.001531,0.123142,0.096199,-437767.105000,0.004157,0.001663,0.001663,0.207030,0.174196,-437460.996000,139.094163,130.706722,130.706722,426.471276,353.625579,30723.201526,0.000278,0.000261,0.000261,0.000853,0.000707,0.061446,scaled,nomig,linkedp1,1250,15percent,18
0.006963,0.002434,0.002434,0.001926,0.001552,-457164.503642,0.006955,0.002434,0.002434,0.001586,0.001216,-457164.272500,0.000216,0.000000,0.000000,0.001517,0.001318,78.630861,0.006211,0.002434,0.002434,0.000000,0.000000,-457544.755000,0.007854,0.002434,0.002434,0.014370,0.014220,-456759.145000,0.006558,0.002434,0.002434,0.000079,0.000051,-457319.301000,0.007406,0.002434,0.002434,0.005688,0.004909,-457011.484000,0.006565,0.002434,0.002434,0.000000,0.000000,-457318.398000,0.007406,0.002434,0.002434,0.004867,0.004148,-457010.645000,718.207555,1.000000,1.000000,13719.710865,7738.886157,46756.504698,0.001436,0.000002,0.000002,0.027439,0.015478,0.093513,scaled,nomig,linkedancestor,5000,5percent,9
0.021391,0.002669,0.002669,0.000556,0.000585,-492827.289727,0.021378,0.002669,0.002669,0.000386,0.000406,-492827.017000,0.000717,0.000000,0.000000,0.000557,0.000582,79.521165,0.018539,0.002669,0.002669,0.000000,0.000000,-493255.257000,0.024228,0.002669,0.002669,0.007579,0.007610,-492451.791000,0.020010,0.002669,0.002669,0.000014,0.000014,-492983.957000,0.022843,0.002669,0.002669,0.002049,0.002155,-492672.334000,0.020016,0.002669,0.002669,0.000000,0.000000,-492983.180000,0.022844,0.002669,0.002669,0.001665,0.001746,-492671.619000,1152.962254,1.000000,1.000000,150319.852666,153183.315901,47178.894352,0.002306,0.000002,0.000002,0.300640,0.306367,0.094358,scaled,nomig,linkedp1,20000,10percent,20
0.010134,0.002416,0.002416,0.005714,0.054821,-484292.952481,0.010131,0.002416,0.002416,0.005486,0.054630,-484292.628000,0.000414,0.000000,0.000000,0.002739,0.006014,83.080370,0.008811,0.002416,0.002416,0.000002,0.032728,-484667.411000,0.011686,0.002416,0.002416,0.024716,0.087864,-483929.190000,0.009351,0.002416,0.002416,0.001118,0.043508,-484456.741000,0.010971,0.002416,0.002416,0.011700,0.067045,-484130.663000,0.009296,0.002416,0.002416,0.000677,0.043202,-484454.337000,0.010883,0.002416,0.002416,0.010997,0.066681,-484128.342000,374.943947,1.000000,1.000000,379.864333,1413.725328,13307.145819,0.000750,0.000002,0.000002,0.000760,0.002827,0.026614,scaled,p1_p2,adaptiveint,20000,10percent,7
0.010940,0.002245,0.002245,0.005654,0.062480,-486086.379914,0.010917,0.002191,0.002191,0.005457,0.062256,-486086.186000,0.000498,0.000100,0.000100,0.001992,0.006044,82.399782,0.009395,0.002191,0.002191,0.000130,0.038002,-486457.807000,0.012763,0.002430,0.002430,0.016876,0.089454,-485704.318000,0.010010,0.002191,0.002191,0.002347,0.051273,-486248.969000,0.011962,0.002430,0.002430,0.010092,0.074980,-485925.957000,0.009992,0.002191,0.002191,0.002047,0.050908,-486247.792000,0.011925,0.002430,0.002430,0.009631,0.074554,-485924.871000,296.415408,125.964043,125.964043,799.316574,1190.091357,14346.966632,0.000593,0.000252,0.000252,0.001599,0.002380,0.028694,scaled,p1_p2,adaptiveint,20000,5percent,15
0.003787,0.001662,0.001662,0.191901,0.179949,-439163.725259,0.003698,0.001618,0.001618,0.190517,0.179600,-439163.308500,0.000163,0.000073,0.000073,0.025425,0.024829,78.177205,0.003232,0.001618,0.001618,0.098404,0.100059,-439588.759000,0.004234,0.001883,0.001883,0.284398,0.275418,-438788.547000,0.003628,0.001618,0.001618,0.144931,0.132478,-439317.549000,0.004227,0.001883,0.001883,0.246512,0.230537,-439011.597000,0.003628,0.001618,0.001618,0.142443,0.130157,-439317.918000,0.004108,0.001883,0.001883,0.243481,0.227774,-439012.000000,136.151846,127.027943,127.027943,270.712736,299.390348,17811.770992,0.000272,0.000254,0.000254,0.000541,0.000599,0.035624,scaled,nomig,neutral,1250,NA,12
0.006295,0.001847,0.001847,0.021013,0.123386,-453624.537441,0.006276,0.001845,0.001845,0.020685,0.123025,-453624.125500,0.000337,0.000150,0.000150,0.005446,0.010542,80.986743,0.005395,0.001632,0.001632,0.002607,0.080052,-453985.780000,0.007696,0.002241,0.002241,0.050634,0.177631,-453253.054000,0.005740,0.001632,0.001632,0.011273,0.103691,-453784.614000,0.007036,0.002241,0.002241,0.032569,0.145005,-453467.073000,0.005685,0.001632,0.001632,0.010717,0.103122,-453784.136000,0.006929,0.002090,0.002090,0.031824,0.144355,-453466.682000,169.310748,126.340416,126.340416,871.067299,443.484096,29267.710836,0.000339,0.000253,0.000253,0.001742,0.000887,0.058535,scaled,p1_p2,linkedp1,5000,15percent,15
