tau_3R_mean,tau_4X_mean,tau_5Y_mean,phi_X_mean,phi_Y_mean,lnL_mean,tau_3R_median,tau_4X_median,tau_5Y_median,phi_X_median,phi_Y_median,lnL_median,tau_3R_sd,tau_4X_sd,tau_5Y_sd,phi_X_sd,phi_Y_sd,lnL_sd,tau_3R_min,tau_4X_min,tau_5Y_min,phi_X_min,phi_Y_min,lnL_min,tau_3R_max,tau_4X_max,tau_5Y_max,phi_X_max,phi_Y_max,lnL_max,tau_3R_percent25,tau_4X_percent25,tau_5Y_percent25,phi_X_percent25,phi_Y_percent25,lnL_percent25,tau_3R_percent975,tau_4X_percent975,tau_5Y_percent975,phi_X_percent975,phi_Y_percent975,lnL_percent975,tau_3R_hpd25,tau_4X_hpd25,tau_5Y_hpd25,phi_X_hpd25,phi_Y_hpd25,lnL_hpd25,tau_3R_hpd975,tau_4X_hpd975,tau_5Y_hpd975,phi_X_hpd975,phi_Y_hpd975,lnL_hpd975,tau_3R_ess,tau_4X_ess,tau_5Y_ess,phi_X_ess,phi_Y_ess,lnL_ess,tau_3R_eff,tau_4X_eff,tau_5Y_eff,phi_X_eff,phi_Y_eff,lnL_eff,genome,model,dfe,divtime,percent,rep
0.011636,0.004731,0.004731,0.001970,0.002254,-520105.495294,0.011623,0.004775,0.004775,0.001529,0.001766,-520105.163000,0.000406,0.000213,0.000213,0.001691,0.001917,80.297515,0.010251,0.004251,0.004251,0.000000,0.000000,-520539.865000,0.013212,0.005278,0.005278,0.017199,0.021235,-519759.032000,0.010873,0.004297,0.004297,0.000071,0.000075,-520263.774000,0.012479,0.005278,0.005278,0.006332,0.007140,-519949.173000,0.010894,0.004251,0.004251,0.000000,0.000000,-520261.834000,0.012491,0.005070,0.005070,0.005318,0.006042,-519947.311000,400.215633,129.340268,129.340268,2956.093107,7061.333991,69582.877639,0.000800,0.000259,0.000259,0.005912,0.014123,0.139166,drosophila,nomig,linkedancestor,5000,5percent,17
0.004559,0.001350,0.001350,0.070983,0.340387,-489201.748526,0.004493,0.001312,0.001312,0.069901,0.337474,-489201.521000,0.000302,0.000091,0.000091,0.019992,0.037272,83.808358,0.004220,0.001232,0.001232,0.010988,0.227226,-489578.196000,0.005065,0.001487,0.001487,0.165059,0.490937,-488808.013000,0.004220,0.001232,0.001232,0.035342,0.273987,-489366.989000,0.005065,0.001487,0.001487,0.112054,0.417316,-489038.667000,0.004220,0.001232,0.001232,0.033320,0.270625,-489365.543000,0.005065,0.001487,0.001487,0.109529,0.412884,-489037.423000,125.742613,125.609102,125.609102,276.155317,182.843221,3302.042804,0.000251,0.000251,0.000251,0.000552,0.000366,0.006604,drosophila,p1_p2,balancing,1250,10percent,19
0.010001,0.002244,0.002244,0.019845,0.119444,-522006.205116,0.009965,0.002193,0.002193,0.019549,0.119021,-522005.767000,0.000386,0.000117,0.000117,0.004684,0.009732,84.220493,0.008947,0.002193,0.002193,0.003756,0.084390,-522396.280000,0.011469,0.002933,0.002933,0.045544,0.168269,-521616.248000,0.009374,0.002193,0.002193,0.011484,0.101545,-522172.289000,0.010912,0.002631,0.002631,0.029822,0.139861,-521842.119000,0.009296,0.002193,0.002193,0.011110,0.100555,-522170.569000,0.010794,0.002420,0.002420,0.029325,0.138588,-521840.645000,211.713417,125.292863,125.292863,693.101143,487.448506,7593.840033,0.000443,0.000262,0.000262,0.001450,0.001020,0.015883,drosophila,p1_p2,balancing,5000,15percent,14
0.004608,0.001141,0.001141,0.065323,0.328555,-484069.503511,0.004512,0.001171,0.001171,0.064594,0.328861,-484069.593000,0.000467,0.000131,0.000131,0.014387,0.035405,88.619699,0.004025,0.000975,0.000975,0.014045,0.229180,-484468.548000,0.005898,0.001360,0.001360,0.135348,0.450126,-483672.074000,0.004025,0.000975,0.000975,0.039453,0.265273,-484243.011000,0.005461,0.001360,0.001360,0.095370,0.398141,-483895.444000,0.004025,0.000975,0.000975,0.038119,0.262838,-484244.201000,0.005244,0.001251,0.001251,0.093799,0.395153,-483896.709000,126.333190,125.744045,125.744045,369.239938,171.403956,911.228909,0.000253,0.000251,0.000251,0.000738,0.000343,0.001822,drosophila,p1_p2,neutral,1250,NA,19
0.005530,0.003069,0.003069,0.288452,0.217814,-493732.732271,0.005538,0.003023,0.003023,0.289280,0.215141,-493732.373000,0.000250,0.000087,0.000087,0.050040,0.044491,81.738202,0.005282,0.003023,0.003023,0.124687,0.086933,-494126.147000,0.006011,0.003233,0.003233,0.434480,0.373378,-493340.193000,0.005282,0.003023,0.003023,0.187951,0.136123,-493893.616000,0.005989,0.003233,0.003233,0.382635,0.311263,-493573.610000,0.005282,0.003023,0.003023,0.191318,0.131563,-493893.207000,0.005989,0.003233,0.003233,0.385525,0.305162,-493573.275000,126.049579,125.999615,125.999615,166.229489,178.531950,12945.094087,0.000252,0.000252,0.000252,0.000332,0.000357,0.025890,drosophila,nomig,neutral,1250,NA,19
0.018060,0.002983,0.002983,0.001015,0.066508,-567956.571851,0.018029,0.003031,0.003031,0.000755,0.066321,-567956.245000,0.000775,0.000088,0.000088,0.000925,0.006194,83.440043,0.015650,0.002820,0.002820,0.000000,0.043126,-568390.783000,0.020846,0.003031,0.003031,0.009482,0.095064,-567551.911000,0.016589,0.002820,0.002820,0.000030,0.054908,-568121.060000,0.019615,0.003031,0.003031,0.003426,0.079254,-567794.299000,0.016564,0.002820,0.002820,0.000000,0.054489,-568121.760000,0.019561,0.003031,0.003031,0.002853,0.078759,-567795.087000,284.547453,125.963235,125.963235,889.270745,1725.626685,13548.627094,0.000569,0.000252,0.000252,0.001779,0.003451,0.027097,drosophila,p1_p2,balancing,20000,5percent,1
0.010778,0.003531,0.003531,0.004074,0.002717,-521647.882359,0.010771,0.003576,0.003576,0.003613,0.002264,-521647.674500,0.000376,0.000146,0.000146,0.002712,0.002084,80.082546,0.009698,0.003192,0.003192,0.000000,0.000000,-522018.985000,0.012307,0.003823,0.003823,0.023842,0.019495,-521260.364000,0.010099,0.003192,0.003192,0.000291,0.000124,-521805.622000,0.011555,0.003823,0.003823,0.010545,0.007888,-521491.645000,0.010063,0.003192,0.003192,0.000000,0.000000,-521806.316000,0.011499,0.003595,0.003595,0.009202,0.006756,-521492.475000,336.647344,127.202830,127.202830,1374.830045,1859.560569,68734.644401,0.000673,0.000254,0.000254,0.002750,0.003719,0.137469,drosophila,nomig,balancing,5000,15percent,13
0.009987,0.001894,0.001894,0.017710,0.121117,-513559.589011,0.009977,0.001843,0.001843,0.017454,0.120811,-513559.131500,0.000414,0.000131,0.000131,0.004125,0.009586,84.999675,0.008819,0.001652,0.001652,0.003780,0.086042,-513964.146000,0.011412,0.002063,0.002063,0.040164,0.160445,-513178.076000,0.009237,0.001652,0.001652,0.010338,0.103161,-513727.299000,0.010832,0.002063,0.002063,0.026440,0.140641,-513394.363000,0.009233,0.001652,0.001652,0.009846,0.102649,-513726.985000,0.010780,0.002063,0.002063,0.025834,0.140057,-513394.092000,224.237031,126.051619,126.051619,505.489318,405.609139,3848.285304,0.000448,0.000252,0.000252,0.001011,0.000811,0.007697,drosophila,p1_p2,neutral,5000,NA,14
0.020873,0.003477,0.003477,0.005810,0.064351,-565048.298581,0.020822,0.003447,0.003447,0.005611,0.064173,-565047.976000,0.000930,0.000204,0.000204,0.001937,0.006130,83.264951,0.017817,0.003251,0.003251,0.000529,0.042273,-565443.707000,0.025205,0.004145,0.004145,0.020040,0.094544,-564654.490000,0.019185,0.003251,0.003251,0.002618,0.052897,-565212.061000,0.022810,0.003947,0.003947,0.010154,0.076890,-564886.194000,0.019161,0.003251,0.003251,0.002342,0.052437,-565212.969000,0.022753,0.003947,0.003947,0.009701,0.076370,-564887.172000,239.091132,113.512502,113.512502,1437.122971,1880.257932,9179.689666,0.000533,0.000253,0.000253,0.003203,0.004191,0.020459,drosophila,p1_p2,linkedp1,20000,15percent,6
0.009375,0.002203,0.002203,0.027098,0.142611,-510045.539902,0.009375,0.002183,0.002183,0.026812,0.142473,-510045.181000,0.000430,0.000157,0.000157,0.005575,0.012217,83.697802,0.008250,0.001974,0.001974,0.008100,0.100779,-510482.851000,0.010900,0.002649,0.002649,0.058401,0.191491,-509682.178000,0.008566,0.001974,0.001974,0.017074,0.119399,-510210.891000,0.010262,0.002394,0.002394,0.038854,0.166963,-509882.261000,0.008518,0.001974,0.001974,0.016627,0.119049,-510208.346000,0.010150,0.002394,0.002394,0.038278,0.166602,-509880.004000,178.850814,125.181991,125.181991,707.162766,325.094415,5361.785427,0.000361,0.000253,0.000253,0.001429,0.000657,0.010833,drosophila,p1_p2,adaptiveint,5000,15percent,8
0.038619,0.004815,0.004815,0.000672,0.000685,-577433.415576,0.038770,0.004712,0.004712,0.000464,0.000474,-577433.153500,0.003172,0.000437,0.000437,0.000673,0.000687,80.964857,0.010216,0.004057,0.004057,0.000000,0.000000,-577820.507000,0.046151,0.005836,0.005836,0.008595,0.008221,-577052.265000,0.034875,0.004057,0.004057,0.000017,0.000017,-577593.163000,0.042695,0.005768,0.005768,0.002479,0.002531,-577275.574000,0.035015,0.004057,0.004057,0.000000,0.000000,-577591.153000,0.042802,0.005575,0.005575,0.002012,0.002055,-577273.815000,165.922393,126.520720,126.520720,99873.376600,114870.473966,33546.072648,0.000332,0.000253,0.000253,0.199747,0.229741,0.067092,drosophila,nomig,linkedp1,20000,15percent,14
0.011876,0.004122,0.004122,0.000847,0.000758,-520132.920052,0.011858,0.004345,0.004345,0.000569,0.000507,-520132.622000,0.000662,0.000936,0.000936,0.000885,0.000799,81.725003,0.010075,0.002889,0.002889,0.000000,0.000000,-520525.089000,0.014075,0.005815,0.005815,0.012071,0.009964,-519752.721000,0.010674,0.002889,0.002889,0.000020,0.000018,-520293.883000,0.013180,0.005532,0.005532,0.003251,0.002927,-519973.511000,0.010649,0.002889,0.002889,0.000000,0.000000,-520294.248000,0.013105,0.005329,0.005329,0.002609,0.002331,-519973.908000,176.837620,125.269025,125.269025,2189.425986,2519.738769,2806.844216,0.000354,0.000251,0.000251,0.004379,0.005039,0.005614,drosophila,nomig,linkedp1,5000,15percent,10
0.018500,0.003301,0.003301,0.005737,0.077779,-568656.803936,0.018499,0.003183,0.003183,0.005423,0.077541,-568656.475500,0.000826,0.000145,0.000145,0.002501,0.007481,83.150598,0.015740,0.003183,0.003183,0.000093,0.046530,-569082.819000,0.021929,0.003478,0.003478,0.021372,0.116516,-568262.719000,0.016905,0.003183,0.003183,0.001784,0.063799,-568820.610000,0.020169,0.003478,0.003478,0.011407,0.093025,-568494.617000,0.016851,0.003183,0.003183,0.001376,0.063325,-568819.413000,0.020109,0.003478,0.003478,0.010690,0.092489,-568493.519000,272.877774,125.575590,125.575590,370.238028,525.933274,11108.688860,0.000546,0.000251,0.000251,0.000740,0.001052,0.022217,drosophila,p1_p2,linkedancestor,20000,10percent,15
0.006539,0.002979,0.002979,0.388883,0.317949,-493115.152953,0.006563,0.002967,0.002967,0.387670,0.314328,-493114.735000,0.000319,0.000049,0.000049,0.041262,0.047107,80.285677,0.005754,0.002967,0.002967,0.237800,0.176163,-493482.759000,0.007641,0.003173,0.003173,0.554059,0.484209,-492711.564000,0.005918,0.002967,0.002967,0.311829,0.232327,-493273.683000,0.007124,0.003173,0.003173,0.471099,0.418554,-492958.806000,0.005918,0.002967,0.002967,0.311881,0.228835,-493272.696000,0.007120,0.003173,0.003173,0.471140,0.414353,-492957.880000,136.851062,129.106613,129.106613,186.486481,175.806177,43501.157311,0.000274,0.000258,0.000258,0.000373,0.000352,0.087002,drosophila,nomig,balancing,1250,10percent,3
0.008067,0.001706,0.001706,0.006579,0.154314,-487076.087409,0.008034,0.001646,0.001646,0.006076,0.154003,-487075.492000,0.000348,0.000120,0.000120,0.003282,0.009732,81.647449,0.007067,0.001646,0.001646,0.000000,0.118019,-487467.615000,0.009566,0.002144,0.002144,0.029732,0.203060,-486722.075000,0.007490,0.001646,0.001646,0.001627,0.136152,-487237.449000,0.008890,0.001958,0.001958,0.014486,0.174178,-486917.322000,0.007463,0.001646,0.001646,0.000930,0.135433,-487236.901000,0.008748,0.001958,0.001958,0.013124,0.173374,-486916.863000,173.187176,116.110549,116.110549,327.133896,682.703422,5316.655181,0.000380,0.000255,0.000255,0.000719,0.001500,0.011678,drosophila,p1_p2,bgs,5000,NA,16
0.011809,0.004962,0.004962,0.001856,0.001547,-516844.424309,0.011805,0.004998,0.004998,0.001311,0.001124,-516844.327000,0.000434,0.000304,0.000304,0.001796,0.001452,79.983055,0.010410,0.004465,0.004465,0.000000,0.000000,-517220.467000,0.013868,0.005649,0.005649,0.017475,0.014547,-516447.669000,0.010955,0.004465,0.004465,0.000049,0.000043,-517002.190000,0.012667,0.005562,0.005562,0.006673,0.005398,-516688.238000,0.010945,0.004465,0.004465,0.000000,0.000000,-517002.016000,0.012642,0.005392,0.005392,0.005480,0.004456,-516688.111000,333.136252,128.729462,128.729462,3923.791088,5242.726703,59510.423907,0.000666,0.000257,0.000257,0.007848,0.010485,0.119021,drosophila,nomig,linkedp1,5000,5percent,2
0.017248,0.003207,0.003207,0.008924,0.065444,-560504.213135,0.017217,0.003152,0.003152,0.008700,0.065254,-560503.850000,0.000742,0.000088,0.000088,0.002666,0.006436,83.318303,0.014482,0.003152,0.003152,0.000974,0.039570,-560902.935000,0.020286,0.003349,0.003349,0.025715,0.097009,-560126.307000,0.015827,0.003152,0.003152,0.004368,0.053437,-560668.702000,0.018728,0.003349,0.003349,0.014744,0.078657,-560342.219000,0.015827,0.003152,0.003152,0.004021,0.053077,-560668.385000,0.018728,0.003349,0.003349,0.014247,0.078231,-560341.971000,253.525079,125.780507,125.780507,830.540673,893.264604,24458.410572,0.000507,0.000252,0.000252,0.001661,0.001787,0.048917,drosophila,p1_p2,adaptiveint,20000,15percent,1
0.017150,0.002867,0.002867,0.005899,0.065094,-560448.648160,0.017118,0.002861,0.002861,0.005703,0.064922,-560448.543500,0.000738,0.000036,0.000036,0.002060,0.005892,82.806698,0.014786,0.002861,0.002861,0.000432,0.043909,-560858.069000,0.020274,0.003089,0.003089,0.019023,0.091965,-560081.280000,0.015756,0.002861,0.002861,0.002458,0.054025,-560611.711000,0.018676,0.003089,0.003089,0.010464,0.077089,-560286.985000,0.015807,0.002861,0.002861,0.002118,0.053622,-560610.908000,0.018699,0.002861,0.002861,0.009960,0.076649,-560286.278000,269.357204,135.284093,135.284093,602.862123,1628.440244,12635.955937,0.000539,0.000271,0.000271,0.001206,0.003257,0.025272,drosophila,p1_p2,linkedp1,20000,5percent,12
0.018070,0.003089,0.003089,0.012736,0.061718,-566483.879110,0.018064,0.003035,0.003035,0.012421,0.061542,-566483.694000,0.000783,0.000184,0.000184,0.003184,0.005851,82.892501,0.015069,0.002840,0.002840,0.002882,0.039007,-566886.431000,0.021305,0.003911,0.003911,0.030376,0.088928,-566122.766000,0.016505,0.002840,0.002840,0.007392,0.050757,-566647.466000,0.019602,0.003466,0.003466,0.019861,0.073674,-566322.091000,0.016623,0.002840,0.002840,0.006929,0.050422,-566646.177000,0.019686,0.003466,0.003466,0.019170,0.073282,-566320.893000,240.637385,127.252254,127.252254,440.796985,1687.330117,19786.460403,0.000481,0.000255,0.000255,0.000882,0.003375,0.039573,drosophila,p1_p2,balancing,20000,5percent,12
0.018442,0.003073,0.003073,0.003882,0.059602,-560373.943649,0.018424,0.003128,0.003128,0.003683,0.059365,-560373.749000,0.000906,0.000208,0.000208,0.001572,0.006243,82.523870,0.015328,0.002667,0.002667,0.000140,0.032806,-560791.010000,0.022791,0.003385,0.003385,0.015034,0.092843,-559998.915000,0.016720,0.002667,0.002667,0.001403,0.048068,-560536.400000,0.020260,0.003385,0.003385,0.007491,0.072401,-560213.000000,0.016703,0.002667,0.002667,0.001125,0.047800,-560536.171000,0.020224,0.003385,0.003385,0.007009,0.072083,-560212.852000,215.145537,126.048452,126.048452,1459.063494,787.853515,10755.252688,0.000430,0.000252,0.000252,0.002918,0.001576,0.021511,drosophila,p1_p2,adaptiveint,20000,5percent,5
0.011480,0.004920,0.004920,0.001603,0.006339,-518028.903196,0.011489,0.005028,0.005028,0.001131,0.005761,-518028.593000,0.000462,0.000439,0.000439,0.001568,0.003937,80.502499,0.009897,0.003977,0.003977,0.000000,0.000000,-518412.845000,0.013202,0.005732,0.005732,0.016339,0.039329,-517668.763000,0.010536,0.003977,0.003977,0.000042,0.000587,-518187.959000,0.012325,0.005649,0.005649,0.005816,0.015523,-517871.975000,0.010608,0.003977,0.003977,0.000000,0.000004,-518185.716000,0.012380,0.005487,0.005487,0.004744,0.013607,-517869.969000,257.625455,126.941607,126.941607,3239.694908,940.684919,14809.632988,0.000515,0.000254,0.000254,0.006479,0.001881,0.029619,drosophila,nomig,linkedp1,5000,5percent,1
0.005460,0.002932,0.002932,0.293248,0.216327,-490750.943555,0.005475,0.002905,0.002905,0.288455,0.215355,-490750.513000,0.000277,0.000081,0.000081,0.051311,0.054722,81.172122,0.005097,0.002905,0.002905,0.155076,0.034850,-491110.661000,0.006235,0.003330,0.003330,0.492773,0.423600,-490367.098000,0.005097,0.002905,0.002905,0.201720,0.112586,-490911.367000,0.005976,0.003115,0.003115,0.401753,0.330471,-490592.874000,0.005097,0.002905,0.002905,0.198369,0.108132,-490908.803000,0.005884,0.003115,0.003115,0.397133,0.324957,-490590.520000,126.796122,129.757885,129.757885,165.771155,161.832003,47689.459593,0.000254,0.000260,0.000260,0.000332,0.000324,0.095379,drosophila,nomig,linkedancestor,1250,10percent,8
0.010067,0.002228,0.002228,0.013261,0.136665,-511494.020419,0.010079,0.002330,0.002330,0.012996,0.136385,-511493.740000,0.000396,0.000108,0.000108,0.003677,0.009795,83.270447,0.008525,0.002115,0.002115,0.001903,0.100690,-511930.543000,0.011619,0.002525,0.002525,0.038367,0.187045,-511101.737000,0.009299,0.002115,0.002115,0.006844,0.118037,-511658.201000,0.010827,0.002330,0.002330,0.021155,0.156762,-511331.922000,0.009316,0.002115,0.002115,0.006381,0.117599,-511655.633000,0.010827,0.002330,0.002330,0.020535,0.156237,-511329.512000,245.363381,126.673201,126.673201,745.906237,501.572566,10340.775854,0.000491,0.000253,0.000253,0.001492,0.001003,0.020682,drosophila,p1_p2,adaptiveint,5000,10percent,4
0.010145,0.001834,0.001834,0.029325,0.101375,-509833.551773,0.010138,0.001821,0.001821,0.028936,0.101059,-509833.141000,0.000524,0.000181,0.000181,0.005381,0.008135,85.616542,0.008843,0.001625,0.001625,0.011475,0.066932,-510285.308000,0.011847,0.002015,0.002015,0.059490,0.141345,-509424.027000,0.009222,0.001625,0.001625,0.019911,0.086243,-510002.405000,0.011139,0.002015,0.002015,0.040854,0.118100,-509666.972000,0.009222,0.001625,0.001625,0.019186,0.085879,-510002.213000,0.011139,0.002015,0.002015,0.039892,0.117695,-509666.801000,178.001166,125.362168,125.362168,334.139347,424.419191,2469.041412,0.000356,0.000251,0.000251,0.000668,0.000849,0.004938,drosophila,p1_p2,linkedancestor,5000,10percent,9
0.009932,0.001928,0.001928,0.020429,0.119508,-519679.252961,0.009904,0.001902,0.001902,0.020154,0.119054,-519678.839000,0.000489,0.000191,0.000191,0.004309,0.010734,85.343998,0.008633,0.001703,0.001703,0.005963,0.080397,-520065.010000,0.012025,0.002383,0.002383,0.045112,0.165953,-519278.235000,0.009066,0.001703,0.001703,0.012832,0.099860,-519847.805000,0.010905,0.002383,0.002383,0.029667,0.141279,-519512.731000,0.009084,0.001703,0.001703,0.012276,0.099195,-519846.191000,0.010908,0.002137,0.002137,0.028945,0.140509,-519511.252000,174.852361,126.209369,126.209369,535.612661,273.923222,3017.594442,0.000350,0.000252,0.000252,0.001071,0.000548,0.006035,drosophila,p1_p2,linkedancestor,5000,5percent,16
0.011833,0.002375,0.002375,0.021709,0.126716,-520341.960695,0.011845,0.002436,0.002436,0.021519,0.126454,-520341.586000,0.000448,0.000092,0.000092,0.004250,0.008965,84.001786,0.010430,0.002237,0.002237,0.006669,0.091596,-520728.333000,0.013610,0.002436,0.002436,0.043934,0.164851,-519935.999000,0.010927,0.002237,0.002237,0.013962,0.109817,-520507.797000,0.012702,0.002436,0.002436,0.030618,0.145010,-520178.070000,0.010926,0.002237,0.002237,0.013540,0.109447,-520507.758000,0.012688,0.002436,0.002436,0.030105,0.144613,-520178.043000,288.815918,125.712627,125.712627,549.456587,564.488853,10639.168802,0.000578,0.000251,0.000251,0.001099,0.001129,0.021278,drosophila,p1_p2,neutral,5000,NA,3
0.008419,0.003190,0.003190,0.003689,0.001445,-480934.249455,0.008392,0.003248,0.003248,0.003324,0.001004,-480933.718000,0.000316,0.000229,0.000229,0.002200,0.001447,76.723799,0.007443,0.002993,0.002993,0.000000,0.000000,-481284.104000,0.009660,0.003746,0.003746,0.019339,0.016329,-480579.928000,0.007825,0.002993,0.002993,0.000525,0.000036,-481085.613000,0.009084,0.003746,0.003746,0.008949,0.005302,-480784.972000,0.007812,0.002993,0.002993,0.000035,0.000000,-481085.064000,0.009042,0.003746,0.003746,0.007829,0.004303,-480784.503000,251.846325,126.381309,126.381309,2629.709148,3195.350836,51402.410461,0.000504,0.000253,0.000253,0.005259,0.006391,0.102805,drosophila,nomig,bgs,5000,NA,4
0.016827,0.002970,0.002970,0.004468,0.056468,-560144.754530,0.016822,0.002970,0.002970,0.004231,0.056294,-560144.471000,0.000773,0.000000,0.000000,0.001894,0.005801,82.704787,0.014563,0.002970,0.002970,0.000008,0.029383,-560542.817000,0.019315,0.002970,0.002970,0.017016,0.084415,-559746.584000,0.015400,0.002970,0.002970,0.001483,0.045639,-560308.623000,0.018343,0.002970,0.002970,0.008785,0.068289,-559983.534000,0.015386,0.002970,0.002970,0.001166,0.045259,-560307.570000,0.018308,0.002970,0.002970,0.008244,0.067850,-559982.621000,249.109031,1.000000,1.000000,837.721549,1601.512037,17368.937250,0.000498,0.000002,0.000002,0.001675,0.003203,0.034738,drosophila,p1_p2,adaptiveint,20000,5percent,15
0.010009,0.001960,0.001960,0.015569,0.124076,-515782.828267,0.009978,0.001864,0.001864,0.015353,0.123700,-515782.402500,0.000414,0.000131,0.000131,0.003654,0.009488,85.152758,0.008813,0.001864,0.001864,0.003318,0.088549,-516162.828000,0.011763,0.002565,0.002565,0.037620,0.173090,-515420.496000,0.009243,0.001864,0.001864,0.009062,0.106719,-515950.840000,0.010928,0.002296,0.002296,0.023308,0.143757,-515617.032000,0.009090,0.001864,0.001864,0.008785,0.106027,-515950.286000,0.010725,0.002296,0.002296,0.022934,0.142887,-515616.556000,217.451608,127.659448,127.659448,482.133830,400.994837,4438.061925,0.000435,0.000255,0.000255,0.000964,0.000802,0.008876,drosophila,p1_p2,linkedancestor,5000,15percent,7
0.036746,0.004661,0.004661,0.000682,0.000663,-576284.014786,0.036850,0.004659,0.004659,0.000472,0.000458,-576283.472000,0.001722,0.000473,0.000473,0.000683,0.000667,80.938386,0.029482,0.003596,0.003596,0.000000,0.000000,-576696.414000,0.043109,0.005408,0.005408,0.008423,0.009225,-575896.235000,0.033195,0.003596,0.003596,0.000017,0.000017,-576443.289000,0.039913,0.005150,0.005150,0.002523,0.002455,-576125.926000,0.033252,0.003596,0.003596,0.000000,0.000000,-576443.683000,0.039951,0.005133,0.005133,0.002050,0.001989,-576126.417000,241.001731,123.720712,123.720712,104973.807035,104568.127512,12867.633719,0.000492,0.000252,0.000252,0.214110,0.213283,0.026246,drosophila,nomig,linkedancestor,20000,10percent,5
0.010459,0.002515,0.002515,0.022509,0.111068,-520979.421394,0.010415,0.002415,0.002415,0.022221,0.110625,-520978.873000,0.000465,0.000182,0.000182,0.004969,0.009844,84.708525,0.009189,0.002200,0.002200,0.006156,0.069803,-521383.229000,0.012435,0.002863,0.002863,0.049006,0.161202,-520597.882000,0.009665,0.002200,0.002200,0.013613,0.092901,-521146.723000,0.011511,0.002863,0.002863,0.032950,0.131489,-520814.475000,0.009637,0.002200,0.002200,0.013220,0.092286,-521143.695000,0.011417,0.002863,0.002863,0.032415,0.130760,-520811.648000,193.032978,124.047588,124.047588,599.478157,395.984189,6585.001277,0.000393,0.000252,0.000252,0.001220,0.000806,0.013399,drosophila,p1_p2,balancing,5000,5percent,17
0.009773,0.001973,0.001973,0.013726,0.116780,-511481.015157,0.009710,0.001859,0.001859,0.013516,0.116211,-511480.486000,0.000459,0.000146,0.000146,0.003485,0.010185,82.545401,0.008691,0.001859,0.001859,0.002317,0.078620,-511881.851000,0.011342,0.002253,0.002253,0.032958,0.165141,-511029.108000,0.009002,0.001859,0.001859,0.007519,0.098586,-511644.155000,0.010766,0.002253,0.002253,0.021160,0.137999,-511320.480000,0.008940,0.001859,0.001859,0.007122,0.097780,-511644.063000,0.010686,0.002253,0.002253,0.020623,0.136980,-511320.421000,186.273037,125.782933,125.782933,675.195242,288.972180,7409.944393,0.000373,0.000252,0.000252,0.001350,0.000578,0.014820,drosophila,p1_p2,linkedp1,5000,10percent,4
0.011394,0.003428,0.003428,0.001258,0.001250,-519093.304129,0.011395,0.003448,0.003448,0.000974,0.000967,-519093.119000,0.000474,0.000357,0.000357,0.001088,0.001084,81.399945,0.009692,0.002821,0.002821,0.000000,0.000000,-519488.290000,0.013283,0.003875,0.003875,0.011479,0.012908,-518725.087000,0.010481,0.002821,0.002821,0.000046,0.000046,-519253.915000,0.012292,0.003875,0.003875,0.004066,0.004055,-518934.690000,0.010480,0.003013,0.003013,0.000000,0.000000,-519253.181000,0.012280,0.003875,0.003875,0.003395,0.003382,-518934.052000,290.082885,125.563229,125.563229,1558.306995,3123.203419,8310.905988,0.000580,0.000251,0.000251,0.003117,0.006246,0.016622,drosophila,nomig,linkedp1,5000,15percent,9
0.036874,0.004741,0.004741,0.000678,0.000695,-580585.733792,0.038832,0.004621,0.004621,0.000468,0.000479,-580585.306000,0.007741,0.000182,0.000182,0.000682,0.000703,80.908089,0.008574,0.004556,0.004556,0.000000,0.000000,-580948.133000,0.045131,0.005395,0.005395,0.008881,0.009300,-580232.135000,0.008574,0.004556,0.004556,0.000017,0.000018,-580745.461000,0.041941,0.005171,0.005171,0.002513,0.002581,-580428.401000,0.008574,0.004556,0.004556,0.000000,0.000000,-580744.446000,0.041463,0.005090,0.005090,0.002037,0.002087,-580427.450000,125.169818,127.055274,127.055274,13239.660009,10737.565659,62685.486709,0.000260,0.000264,0.000264,0.027498,0.022301,0.130194,drosophila,nomig,neutral,20000,NA,14
0.011672,0.004086,0.004086,0.000996,0.001672,-523348.873215,0.011669,0.004096,0.004096,0.000677,0.001269,-523348.504000,0.000587,0.000625,0.000625,0.001027,0.001487,81.407139,0.010151,0.003243,0.003243,0.000000,0.000000,-523733.856000,0.014373,0.005164,0.005164,0.019105,0.016811,-522988.101000,0.010605,0.003243,0.003243,0.000025,0.000058,-523509.462000,0.012849,0.005164,0.005164,0.003752,0.005571,-523190.419000,0.010535,0.003243,0.003243,0.000000,0.000000,-523509.434000,0.012754,0.004961,0.004961,0.003013,0.004622,-523190.410000,195.277622,125.387826,125.387826,2677.738494,1336.423714,7207.867422,0.000391,0.000251,0.000251,0.005355,0.002673,0.014416,drosophila,nomig,linkedp1,5000,10percent,17
