AIC_SI,AIC_SI2N,AIC_IM,AIC_IM2N,AIC_IM2m,wAIC_SI,wAIC_SI2N,wAIC_IM,wAIC_IM2N,wAIC_IM2m,best_model
1045.6577118889545,1049.6577528578832,945.3961464112798,963.6905121081858,964.3171939812801,1.6919893025113137e-22,2.2898116088421658e-23,0.9998156487343367,0.00010649982492493901,7.785144073841534e-05,IM
1136.6978838810178,852.6121820554524,1018.220458764606,1019.7799910287536,1034.4833657142444,2.049149548835991e-62,1.0,1.0929986709286332e-36,5.011543513271033e-37,3.21495027293869e-40,SI2N
1088.843635794426,854.8204946679919,981.011027351757,990.7427493796667,774.4487157353558,5.370448298434899e-69,3.527686266900348e-18,1.3981827762895007e-45,1.0773265424637161e-47,1.0,IM2m
1100.009606207399,907.4184453951138,984.5506475056978,986.0702141600185,774.012218609194,1.6239278338615201e-71,1.0744987823417752e-29,1.9149659264047044e-46,8.957593383417622e-47,1.0,IM2m
1157.6084189760684,1161.6081255767529,1028.5108054955085,1035.9611899364431,863.7870940123225,1.575832130758077e-64,2.132969760478397e-65,1.700985189081441e-36,4.1008143326727725e-38,1.0,IM2m
1197.5629299305097,1201.5413108124399,1069.6378783724494,1038.677249318859,843.842254718342,1.5507125802129157e-77,2.1214699190964697e-78,9.313293821487445e-50,4.9217378933340784e-43,1.0,IM2m
1076.6278172355696,1080.6266526376187,975.5695407820288,982.0586990564502,756.3881880367142,2.889668848183957e-70,3.9130194042109e-71,2.5431617516848278e-48,9.914508008713526e-50,1.0,IM2m
1117.4336071693324,1120.9695596509696,980.693175747929,986.6837337669482,915.0122624111284,1.1085709047673366e-44,1.8920872122018855e-45,5.464757386064976e-15,2.7336174627733773e-16,0.9999999999999942,IM2m
1141.491104402604,1143.4609455932855,1022.3024580507315,1027.8097726302578,979.6106581291048,7.048678908964644e-36,2.632462224155568e-36,5.365292896616423e-10,3.4173957069118036e-11,0.9999999994292967,IM2m
1066.3714735693343,1070.3712193499146,957.3328483375378,968.7933870066106,881.4607619175532,7.033138055905979e-41,9.519527255830231e-42,3.3464610046269836e-17,1.0863291087768248e-19,1.0,IM2m
1088.4549479653274,813.8153357188422,967.8549859076834,960.1959789945189,843.0507802265096,2.305503309315575e-60,0.9999995516639177,3.5539782826681535e-34,1.6362399393726748e-32,4.483360822566712e-07,SI2N
1146.4609207635956,1150.461272025339,1004.2691661620561,1007.4768171259368,1009.5044246185497,1.042914823783008e-31,1.4111838614655367e-32,0.7848669437299959,0.15785686789327044,0.0572761883767338,IM
1038.2430977420963,1042.171380446588,932.3436662294182,938.0700300115419,731.728858660355,2.7623497873080587e-67,3.8749216005269316e-68,2.7355713227586076e-44,1.5616508659848806e-45,1.0,IM2m
1018.006582257987,1021.9991601052263,906.6922586220583,926.1136546658488,924.4530981699297,6.734649787888198e-25,9.14824428134878e-26,0.9998003227329628,6.0619270578122764e-05,0.00013905799645915693,IM
1091.9003203600032,1094.7815378796154,981.1192232390804,979.0969492024851,732.6391779795986,9.714806415960714e-79,2.3003065496750754e-79,1.1046984391058127e-54,3.036511763058491e-54,1.0,IM2m
1134.2509835126575,1138.2456680986882,1029.6035579287247,1036.6977920317813,940.5092902840831,8.502093135840679e-43,1.153695295786704e-43,4.5022084252547145e-20,1.296976879484032e-21,1.0,IM2m
1060.9310666440447,1064.9252748018864,952.7498988597383,960.344962323288,781.8981246335311,2.5631056490324468e-61,3.478846180401406e-62,7.943439919502856e-38,1.781400373869069e-39,1.0,IM2m
1135.8424462558341,883.257925992066,1019.1567043256615,1025.2243113052716,766.5055883514415,6.302608405453885e-81,4.441728477992411e-26,1.3724838501084169e-55,6.606069342072379e-57,1.0,IM2m
1060.4961965961484,796.1721490501204,933.4409653669959,990.9806687385689,855.7433570095227,4.0064742719605375e-58,0.9999999999998841,1.5575975955466755e-30,4.987322310029829e-43,1.1595154811767497e-13,SI2N
1014.6405829512923,804.8540374773194,912.4565830165159,922.3009355613109,924.0384180004695,2.7888840695204024e-46,1.0,4.3092740767367696e-24,3.138557739747789e-26,1.316559844600018e-26,SI2N
1056.927128251602,1060.9207486266637,941.8962491694174,939.4033963605297,909.8208797923446,1.1383709633196143e-32,1.545539694776907e-33,1.0837318235253653e-07,3.7691023949342663e-07,0.9999995147165782,IM2m
1020.3422983128219,1023.9739420851583,914.8079716142938,918.8248875313932,745.1038424476089,1.7089474369292734e-60,2.7805280448667016e-61,1.4099917558206167e-37,1.8921447837480898e-38,1.0,IM2m
1117.594207971108,1121.5815623983033,1003.2049350366037,1041.4221735559806,760.1100056129594,2.3620646173763464e-78,3.216982967962821e-79,1.6315740388416085e-53,8.200472660392019e-62,1.0,IM2m
1116.49367198979,1120.493523843732,990.4934002950856,993.9353522620975,1003.7670560641789,3.693448585553353e-28,4.998909375102975e-29,0.8473121138800848,0.15157690753430517,0.0011109785856101158,IM
1111.0585740847255,1115.057343632824,992.1837264458313,998.6850144898824,769.9249628956608,8.390300866951463e-75,1.136202550579707e-75,5.459120966356843e-49,2.1153681268306554e-50,1.0,IM2m
1235.6456527290006,1239.6453615856394,1101.7710819659362,1096.8888765908932,811.9480562408321,9.890902589997607e-93,1.3387829781867088e-93,1.1634014467798888e-63,1.336247871680353e-62,1.0,IM2m
1184.0325350201317,981.0808282509249,1079.6232479654361,1085.5594907928944,1071.421267090206,8.503482624631912e-45,1.0,3.9974721090898166e-22,2.0546918140678435e-23,2.4144763715988115e-20,SI2N
1076.4270589475766,1080.4099490997846,978.7588828893468,961.6565139696995,1002.5266002318954,1.1962139617029128e-25,1.6328085259317107e-26,0.00019327862477027367,0.9998067200414332,1.3337965267798119e-09,IM2N
1150.648189286868,842.8024698185478,1026.0784045037983,1028.930682137442,1001.1417579052751,1.4195522378656867e-67,1.0,1.5927090590819521e-40,3.826240212584598e-41,4.140573113330965e-35,SI2N
1059.2538123139207,1063.2532369875667,957.9730516577903,949.3068881787625,949.3172199636497,6.646156882646383e-25,8.99718302750968e-26,0.006537449190964345,0.49801430272228503,0.49544824808675064,IM2N
1040.7154931024265,881.95727760452,928.9033563148116,938.7665468181136,952.2679430453375,3.3580837734690653e-35,0.9999999999355957,6.39423413393847e-11,4.613429940035764e-13,5.398001364807621e-16,SI2N
1010.9035048180556,1014.3004322022423,908.9581681436895,920.1964995570513,893.6843691085212,3.515425634877482e-26,6.4319773462739865e-27,0.0004820882006629224,1.7488551599741535e-06,0.9995161629441772,IM2m
1129.106990798803,922.6946920095232,1019.8517035063737,1026.0990662790946,765.2726582243968,9.871394718431184e-80,6.549975847451403e-35,5.234349446956889e-56,2.3028472067144368e-57,1.0,IM2m
1164.7122250029206,837.515240361606,1054.7701560143457,1053.370928275497,896.3951536205617,8.91410073224056e-72,0.9999999999998361,6.663378494227631e-48,1.3413216230685116e-47,1.6382843716762973e-13,SI2N
1030.7836382528649,935.0267227898735,914.54184183283,918.0403702558945,943.9646293976192,4.88393084344738e-26,3.0347261049425453e-05,0.8518338256455087,0.14813547933495258,3.4775848946370116e-07,IM
1168.2657955512661,1151.8125656395582,1055.377990168981,1060.6310092235276,1076.9835617586514,2.860142233208562e-25,1.0694515418643133e-21,0.9325306324212203,0.06745039733784113,1.8970240938738754e-05,IM
1118.89028294767,1120.6945073634129,1002.3331176053571,1005.5879338354499,1000.3861153012896,1.2740634124154449e-26,5.1690256852712885e-27,0.26017041600330887,0.05110737171765952,0.6887222122790316,IM2m
1027.0524493520777,1031.052462473787,920.835783997439,923.811882956857,897.1931904585556,6.330183627164247e-29,8.566915734746913e-30,7.346358756729432e-06,1.658900947891171e-06,0.9999909947402955,IM2m
995.1827336199865,999.1812690930282,896.208649207656,899.744328270151,906.449501892665,2.7377524036454744e-22,3.7078591057472045e-23,0.8498524383015069,0.14507098889003694,0.005076572808456274,IM
1141.7899547744466,870.9298101342397,1017.9727195943249,1027.9153209844112,851.0121725804806,7.217492166237559e-64,4.730634705092344e-05,5.558496324165216e-37,3.854329713567751e-39,0.9999526936529491,IM2m
1091.0295533770823,1095.022541791363,968.4429654417423,974.408658500025,765.0966166754761,1.6771119752389575e-71,2.277695389357124e-72,6.980739115205871e-45,3.535636590986948e-46,1.0,IM2m
1111.2120240831134,1114.928430006841,992.3637078370307,1009.8658509294801,791.6726057557926,4.1010676650604285e-70,6.395722944593151e-71,2.6331821325014227e-44,4.168106587206802e-48,1.0,IM2m
1106.5787209141135,874.0941774793137,986.1174106708748,989.4817464367911,1015.1640695093045,3.285661578096847e-51,1.0,4.725676517816613e-25,8.788358422233976e-26,2.3284245214515335e-31,SI2N
1021.5335592525493,766.2266556646193,934.5368329932423,932.8646191730468,947.7014607405853,3.637561042141677e-56,1.0,2.8308011868094444e-37,6.531696343900331e-37,3.919645365710296e-40,SI2N
1114.6061728300806,825.1148128015695,987.9565592568734,991.6661808343795,946.1957374742224,1.373250894162859e-63,1.0,4.35877092695805e-36,6.82071581374456e-37,5.100482660228816e-27,SI2N
1034.813898046437,1035.7105531141135,923.1383950226812,927.5452765047974,917.6434957327929,3.3644396306697e-26,2.1488523020599216e-26,0.059832906974976854,0.006606903270016667,0.9335601897550064,IM2m
1075.8731680616675,1079.8699907091018,948.5233032149674,957.6401920109472,746.9922610015632,3.840771145270915e-72,5.206182880744484e-73,1.7301757363155144e-44,1.8129380712645834e-46,1.0,IM2m
1090.6359707060553,827.7242881658252,978.3430748016965,991.2780171056831,811.6139802387072,2.5763612309816633e-61,0.00031736076390729,6.238774370787822e-37,9.689742726528602e-40,0.9996826392360927,IM2m
1129.2317950667698,1133.1978642669987,1008.070992630125,1010.1110837139058,787.5776759330357,6.467711960317691e-75,8.902862912433735e-76,1.3197286076170603e-48,4.758657859874091e-49,1.0,IM2m
958.8805508176041,740.748009687159,853.2003261133787,879.1302032957768,736.6109258501573,4.820400831800168e-49,0.11219218881111717,4.278114169873585e-26,1.001500296069979e-31,0.8878078111888827,IM2m
1142.0046007062506,924.1708504101155,1039.1268818659487,1038.8842935109433,818.0041647200093,4.4075704067020655e-71,8.83480811500451e-24,9.634120190010554e-49,1.0876507208333306e-48,1.0,IM2m
960.7601596918703,964.5750897119669,873.3953847239186,881.1939866764268,720.3423531176447,6.222094843267409e-53,9.237088369941669e-54,5.82044872135584e-34,1.1789939326992647e-35,1.0,IM2m
1115.0453424556547,1119.0453220853306,1001.9709907846693,1014.6003427049928,935.3587943022849,9.58433162846687e-40,1.2971114467952165e-40,3.4304043952514383e-15,6.207495245917508e-18,0.9999999999999967,IM2m
1114.2237154246318,1118.2237080527482,986.4763262725072,992.7348587171241,760.4583088306448,1.5164147984499369e-77,2.052251826990996e-78,8.333186606049976e-50,3.645759821099153e-51,1.0,IM2m
1069.8292295032375,864.9665903830482,936.1329338231385,940.9546720275948,746.2745325549718,5.507953444256296e-71,1.6840195142828533e-26,5.926141173906467e-42,5.317957294565971e-43,1.0,IM2m
1053.8478202488939,1055.708037912259,934.1894706171104,945.4714014103309,806.0177003038925,1.528879400647367e-54,6.0315939381230746e-55,1.4718166398439178e-28,5.22412505163445e-31,1.0,IM2m
1146.7856386345672,1059.7542904599013,1048.5813251121485,1058.582759973539,1067.7377575815785,4.68431657394333e-22,0.0037090558269129905,0.9895596280478167,0.006662818500602878,6.849762466750963e-05,IM
1126.587433633478,899.5546681373318,1019.4206257764099,1027.3879895796827,798.0588724541319,4.580673803156121e-72,9.129941592438402e-23,8.548816869772943e-49,1.591530428476842e-50,1.0,IM2m
1134.6176013183067,1136.9847953562153,1027.7876222739046,1033.4456632033016,1025.2528519253665,1.3753241054657217e-24,4.210904585162736e-25,0.21689036289200178,0.012811862775108575,0.7702977743328897,IM2m
1115.8849392893342,1119.8846202556017,993.3998321940531,995.366562210324,987.2899956153043,1.1186993523077198e-28,1.5142364640029516e-29,0.0442605136875661,0.01655565826565662,0.9391838280467774,IM2m
1008.6622788248542,1012.6616681003968,908.8094555053258,922.8353258557381,750.5786618260856,9.0751671732529e-57,1.2285654200129027e-57,4.371391656043893e-35,3.9349631570749107e-38,1.0,IM2m
1118.8780391056637,820.0194370147069,1006.246905884841,1018.9643907527847,761.6023546053054,2.621626701010777e-78,2.0648653205669636e-13,7.518144623416569e-54,1.3017989738833636e-56,0.9999999999997935,IM2m
1178.5274519625593,1182.1322935464368,1066.5916255722618,1067.4474734661737,984.8393497696022,8.732990820170548e-43,1.440063356697548e-43,1.768963483591628e-18,1.153118285788157e-18,1.0,IM2m
1056.93353760194,1032.3411966383096,937.408753367487,939.9109076207174,768.8425515281892,2.765904819447703e-63,6.053356058130629e-58,2.490659465841931e-37,7.128176757639395e-38,1.0,IM2m
1108.6408476123552,1103.8300335600075,986.5464674489784,998.4770177762023,928.1605072434056,6.4445417696732485e-40,7.142447241003407e-39,2.097248203479032e-13,5.382248488378569e-16,0.9999999999997897,IM2m
1160.0849002054028,1164.0848939195203,1039.6148924202782,1046.2446424579975,1071.0481290223834,6.679876901182887e-27,9.040258737030783e-28,0.9649354617793247,0.035064394056396234,1.4416427918915476e-07,IM
1106.4741860136312,1108.7985806294328,980.2223988790176,993.9134654925331,985.5246766881253,3.58695453670206e-28,1.1219926049288454e-28,0.9331535523534917,0.0009930606489714849,0.06585338699753676,IM
1076.9902056555072,1070.0464600431555,974.2819907730056,983.5218833651287,1010.2027299165968,4.931013693094677e-23,1.5876377256976907e-21,0.9902427999646709,0.009757184344268479,1.5691060444052815e-08,IM
1200.873678585093,1204.8735175393526,1067.6871717687486,1071.044223387529,1078.9216462731636,1.0075510585208331e-29,1.3636818819609894e-30,0.8401359149951582,0.15681046910269633,0.0030536159021455145,IM
1082.5553420759875,1086.5553470100538,976.1142759079481,982.7133810915852,968.6691887183297,1.8162887058130465e-25,2.458073400250671e-26,0.0235813532845782,0.0008701442233102528,0.9755485024921117,IM2m
1121.9536413078945,877.401883806314,998.6322668352896,969.3150849648301,860.7386593833813,1.895757668800129e-57,0.00024072557504877708,1.1394074075471891e-30,2.6474282221785088e-24,0.9997592744249512,IM2m
1024.6993844711742,1028.5213611148624,932.5000196602252,929.8057838399209,956.6175809357558,1.9667508258988903e-21,2.909495287176118e-22,0.20634171099227103,0.793657093575011,1.1954327180059349e-06,IM2N
1137.7107637086665,1141.6570482736918,1014.197270358249,1016.8465113638563,897.3309511081163,6.341425772441247e-53,8.815807694106749e-54,4.195668958078461e-26,1.1156445280590197e-26,1.0,IM2m
1134.0361021091371,1138.0353589682386,997.8261005373985,1002.737164869217,853.0222007139441,9.519335710257326e-62,1.2887807784684485e-62,3.5994212335614917e-32,3.088933825774147e-33,1.0,IM2m
1034.0987885340255,1036.4319436196092,911.8651414288602,901.1416010356635,920.6553095160152,1.3386139422861477e-29,4.168858500316176e-30,0.004670405234694823,0.9952719720370667,5.7622728238426056e-05,IM2N
