model,genome,dfe,percent,divtime,sites
nomig,complex,linkedancestor,10,5000,195195
nomig,complex,linkedancestor,10,5000,195043
nomig,complex,linkedancestor,10,5000,195472
nomig,complex,linkedancestor,10,5000,194937
nomig,complex,linkedancestor,10,5000,194466
nomig,complex,linkedancestor,10,5000,195145
nomig,complex,linkedancestor,10,5000,195058
nomig,complex,linkedancestor,10,5000,195454
nomig,complex,linkedancestor,10,5000,194932
nomig,complex,linkedancestor,10,5000,194563
nomig,complex,linkedancestor,10,5000,195536
nomig,complex,linkedancestor,10,5000,195044
nomig,complex,linkedancestor,10,5000,195319
nomig,complex,linkedancestor,10,5000,194580
nomig,complex,linkedancestor,10,5000,194668
nomig,complex,linkedancestor,10,5000,195182
nomig,complex,linkedancestor,10,5000,195326
nomig,complex,linkedancestor,10,5000,196101
nomig,complex,linkedancestor,10,5000,194663
nomig,complex,linkedancestor,10,5000,195225
nomig,complex,linkedancestor,10,5000,194969
nomig,complex,linkedancestor,10,5000,195852
nomig,complex,linkedancestor,10,5000,195376
nomig,complex,linkedancestor,10,5000,195510
nomig,complex,linkedancestor,10,5000,195113
nomig,complex,linkedancestor,10,5000,196099
nomig,complex,linkedancestor,10,5000,195525
nomig,complex,linkedancestor,10,5000,195175
nomig,complex,linkedancestor,10,5000,195455
nomig,complex,linkedancestor,10,5000,195778
nomig,complex,linkedancestor,10,5000,194267
nomig,complex,linkedancestor,10,5000,194709
nomig,complex,linkedancestor,10,5000,195459
nomig,complex,linkedancestor,10,5000,194529
nomig,complex,linkedancestor,10,5000,195737
nomig,complex,linkedancestor,10,5000,194887
nomig,complex,linkedancestor,10,5000,195661
nomig,complex,linkedancestor,10,5000,195346
nomig,complex,linkedancestor,10,5000,195726
nomig,complex,linkedancestor,10,5000,196752
nomig,complex,linkedancestor,10,5000,194951
nomig,complex,linkedancestor,10,5000,195019
nomig,complex,linkedancestor,10,5000,195584
nomig,complex,linkedancestor,10,5000,194786
nomig,complex,linkedancestor,10,5000,195171
nomig,complex,linkedancestor,10,5000,195646
nomig,complex,linkedancestor,10,5000,196467
nomig,complex,linkedancestor,10,5000,195514
nomig,complex,linkedancestor,10,5000,195845
nomig,complex,linkedancestor,10,5000,195328
nomig,complex,linkedancestor,10,5000,195008
nomig,complex,linkedancestor,10,5000,195115
nomig,complex,linkedancestor,10,5000,195518
nomig,complex,linkedancestor,10,5000,195849
nomig,complex,linkedancestor,10,5000,195378
nomig,complex,linkedancestor,10,5000,196757
nomig,complex,linkedancestor,10,5000,195554
nomig,complex,linkedancestor,10,5000,195487
nomig,complex,linkedancestor,10,5000,195352
nomig,complex,linkedancestor,10,5000,195984
nomig,complex,linkedancestor,10,5000,194980
nomig,complex,linkedancestor,10,5000,194938
nomig,complex,linkedancestor,10,5000,195469
nomig,complex,linkedancestor,10,5000,195638
nomig,complex,linkedancestor,10,5000,195458
nomig,complex,linkedancestor,10,5000,195564
nomig,complex,linkedancestor,10,5000,194511
nomig,complex,linkedancestor,10,5000,194996
nomig,complex,linkedancestor,10,5000,195963
nomig,complex,linkedancestor,10,5000,195127
nomig,complex,linkedancestor,10,5000,195130
nomig,complex,linkedancestor,10,5000,195081
nomig,complex,linkedancestor,10,5000,196027
nomig,complex,linkedancestor,10,5000,195559
nomig,complex,linkedancestor,10,5000,195358
p1_p2,complex,linkedp1,5,20000,134713
p1_p2,complex,linkedp1,5,20000,134471
p1_p2,complex,linkedp1,5,20000,134689
p1_p2,complex,linkedp1,5,20000,134189
p1_p2,complex,linkedp1,5,20000,134949
p1_p2,complex,linkedp1,5,20000,134820
p1_p2,complex,linkedp1,5,20000,135036
p1_p2,complex,linkedp1,5,20000,134838
p1_p2,complex,linkedp1,5,20000,134732
p1_p2,complex,linkedp1,5,20000,134907
p1_p2,complex,linkedp1,5,20000,134965
p1_p2,complex,linkedp1,5,20000,135193
p1_p2,complex,linkedp1,5,20000,134366
p1_p2,complex,linkedp1,5,20000,134667
p1_p2,complex,linkedp1,5,20000,134198
p1_p2,complex,linkedp1,5,20000,134760
p1_p2,complex,linkedp1,5,20000,134773
p1_p2,complex,linkedp1,5,20000,134203
p1_p2,complex,linkedp1,5,20000,134508
p1_p2,complex,linkedp1,5,20000,134423
p1_p2,complex,linkedp1,5,20000,134435
p1_p2,complex,linkedp1,5,20000,134693
p1_p2,complex,linkedp1,5,20000,134352
p1_p2,complex,linkedp1,5,20000,134008
p1_p2,complex,linkedp1,5,20000,135023
p1_p2,complex,linkedp1,5,20000,134488
p1_p2,complex,linkedp1,5,20000,134856
p1_p2,complex,linkedp1,5,20000,134698
p1_p2,complex,linkedp1,5,20000,134612
p1_p2,complex,linkedp1,5,20000,134231
p1_p2,complex,linkedp1,5,20000,134891
p1_p2,complex,linkedp1,5,20000,134363
p1_p2,complex,linkedp1,5,20000,134500
p1_p2,complex,linkedp1,5,20000,134472
p1_p2,complex,linkedp1,5,20000,134352
p1_p2,complex,linkedp1,5,20000,134923
p1_p2,complex,linkedp1,5,20000,134513
p1_p2,complex,linkedp1,5,20000,134792
p1_p2,complex,linkedp1,5,20000,134598
p1_p2,complex,linkedp1,5,20000,134373
p1_p2,complex,linkedp1,5,20000,134623
p1_p2,complex,linkedp1,5,20000,134638
p1_p2,complex,linkedp1,5,20000,134906
p1_p2,complex,linkedp1,5,20000,134887
p1_p2,complex,linkedp1,5,20000,134072
p1_p2,complex,linkedp1,5,20000,134537
p1_p2,complex,linkedp1,5,20000,134443
p1_p2,complex,linkedp1,5,20000,134903
p1_p2,complex,linkedp1,5,20000,133823
p1_p2,complex,linkedp1,5,20000,134563
p1_p2,complex,linkedp1,5,20000,134997
p1_p2,complex,linkedp1,5,20000,134887
p1_p2,complex,linkedp1,5,20000,134342
p1_p2,complex,linkedp1,5,20000,134684
p1_p2,complex,linkedp1,5,20000,134680
p1_p2,complex,linkedp1,5,20000,134516
p1_p2,complex,linkedp1,5,20000,134893
p1_p2,complex,linkedp1,5,20000,134749
p1_p2,complex,linkedp1,5,20000,134891
p1_p2,complex,linkedp1,5,20000,134636
p1_p2,complex,linkedp1,5,20000,135312
p1_p2,complex,linkedp1,5,20000,134746
p1_p2,complex,linkedp1,5,20000,135174
p1_p2,complex,linkedp1,5,20000,135005
p1_p2,complex,linkedp1,5,20000,134872
p1_p2,complex,linkedp1,5,20000,134314
p1_p2,complex,linkedp1,5,20000,134416
p1_p2,complex,linkedp1,5,20000,134678
p1_p2,complex,linkedp1,5,20000,134621
p1_p2,complex,linkedp1,5,20000,134417
p1_p2,complex,linkedp1,5,20000,134588
p1_p2,complex,linkedp1,5,20000,135112
p1_p2,complex,linkedp1,5,20000,134558
p1_p2,complex,linkedp1,5,20000,134518
p1_p2,complex,linkedp1,5,20000,134826
p1_p2,complex,linkedp1,5,20000,134686
p1_p2,complex,linkedp1,5,20000,134508
p1_p2,complex,linkedp1,5,20000,134795
p1_p2,complex,linkedp1,5,20000,134650
p1_p2,complex,linkedp1,5,20000,134790
p1_p2,complex,linkedp1,5,20000,134703
p1_p2,complex,linkedp1,5,20000,134158
p1_p2,complex,linkedp1,5,20000,134436
p1_p2,complex,linkedp1,5,20000,134403
p1_p2,complex,linkedp1,5,20000,134798
p1_p2,complex,linkedp1,5,20000,135269
p1_p2,complex,linkedp1,5,20000,134711
p1_p2,complex,linkedp1,5,20000,134915
p1_p2,complex,linkedp1,5,20000,134409
p1_p2,complex,linkedp1,5,20000,134237
p1_p2,complex,linkedp1,5,20000,134590
p1_p2,complex,linkedp1,5,20000,134352
p1_p2,complex,linkedp1,5,20000,134377
p1_p2,complex,linkedp1,5,20000,135135
p1_p2,complex,linkedp1,5,20000,134746
p1_p2,complex,linkedp1,5,20000,134752
p1_p2,complex,linkedp1,5,20000,134529
p1_p2,complex,linkedp1,5,20000,134715
p1_p2,complex,linkedp1,5,20000,134242
p1_p2,complex,linkedp1,5,20000,134442
nomig,complex,balancing,5,20000,114905
nomig,complex,balancing,5,20000,115045
nomig,complex,balancing,5,20000,115091
nomig,complex,balancing,5,20000,115132
nomig,complex,balancing,5,20000,115106
nomig,complex,balancing,5,20000,115020
nomig,complex,balancing,5,20000,114942
nomig,complex,balancing,5,20000,114753
nomig,complex,balancing,5,20000,115043
nomig,complex,balancing,5,20000,114803
nomig,complex,balancing,5,20000,114927
nomig,complex,balancing,5,20000,115518
nomig,complex,balancing,5,20000,115210
nomig,complex,balancing,5,20000,114804
nomig,complex,balancing,5,20000,114854
nomig,complex,balancing,5,20000,114862
nomig,complex,balancing,5,20000,115209
nomig,complex,balancing,5,20000,115362
nomig,complex,balancing,5,20000,115137
nomig,complex,balancing,5,20000,115152
nomig,complex,balancing,5,20000,114876
nomig,complex,balancing,5,20000,115488
nomig,complex,balancing,5,20000,115293
nomig,complex,balancing,5,20000,115050
nomig,complex,balancing,5,20000,115004
nomig,complex,balancing,5,20000,115035
nomig,complex,balancing,5,20000,115203
nomig,complex,balancing,5,20000,115099
nomig,complex,balancing,5,20000,115329
nomig,complex,balancing,5,20000,115100
nomig,complex,balancing,5,20000,115472
nomig,complex,balancing,5,20000,115216
nomig,complex,balancing,5,20000,115038
nomig,complex,balancing,5,20000,114957
nomig,complex,balancing,5,20000,114909
nomig,complex,balancing,5,20000,115245
nomig,complex,balancing,5,20000,114864
nomig,complex,balancing,5,20000,115008
nomig,complex,balancing,5,20000,115101
nomig,complex,balancing,5,20000,114743
nomig,complex,balancing,5,20000,114830
nomig,complex,balancing,5,20000,115353
nomig,complex,balancing,5,20000,115206
nomig,complex,balancing,5,20000,115149
nomig,complex,balancing,5,20000,114654
nomig,complex,balancing,5,20000,115015
nomig,complex,balancing,5,20000,115208
nomig,complex,balancing,5,20000,114704
nomig,complex,balancing,5,20000,114889
nomig,complex,balancing,5,20000,115174
nomig,complex,balancing,5,20000,115448
nomig,complex,balancing,5,20000,115119
nomig,complex,balancing,5,20000,115375
nomig,complex,balancing,5,20000,115215
nomig,complex,balancing,5,20000,114825
nomig,complex,balancing,5,20000,115170
nomig,complex,balancing,5,20000,115098
nomig,complex,balancing,5,20000,115053
nomig,complex,balancing,5,20000,115194
nomig,complex,balancing,5,20000,115113
nomig,complex,balancing,5,20000,115114
nomig,complex,balancing,5,20000,115297
nomig,complex,balancing,5,20000,114783
nomig,complex,balancing,5,20000,115055
nomig,complex,balancing,5,20000,115057
nomig,complex,balancing,5,20000,115357
nomig,complex,balancing,5,20000,115309
nomig,complex,balancing,5,20000,114544
nomig,complex,balancing,5,20000,115075
nomig,complex,balancing,5,20000,115162
nomig,complex,balancing,5,20000,115125
nomig,complex,balancing,5,20000,114934
nomig,complex,balancing,5,20000,115316
nomig,complex,balancing,5,20000,115220
nomig,complex,balancing,5,20000,115171
nomig,complex,balancing,5,20000,114919
nomig,complex,balancing,5,20000,115250
nomig,complex,balancing,5,20000,115731
nomig,complex,balancing,5,20000,114997
nomig,complex,balancing,5,20000,114960
nomig,complex,balancing,5,20000,114952
nomig,complex,balancing,5,20000,114789
nomig,complex,balancing,5,20000,114973
nomig,complex,balancing,5,20000,115121
nomig,complex,balancing,5,20000,115179
nomig,complex,balancing,5,20000,115284
nomig,complex,balancing,5,20000,115053
nomig,complex,balancing,5,20000,115203
nomig,complex,balancing,5,20000,115106
nomig,complex,balancing,5,20000,115250
nomig,complex,balancing,5,20000,114672
nomig,complex,balancing,5,20000,114914
nomig,complex,balancing,5,20000,115287
nomig,complex,balancing,5,20000,115010
nomig,complex,balancing,5,20000,115398
nomig,complex,balancing,5,20000,115044
nomig,complex,balancing,5,20000,115013
nomig,complex,balancing,5,20000,115036
nomig,complex,balancing,5,20000,115109
nomig,complex,balancing,5,20000,115161
nomig,complex,linkedp1,5,20000,115123
nomig,complex,linkedp1,5,20000,115220
nomig,complex,linkedp1,5,20000,115521
nomig,complex,linkedp1,5,20000,115492
nomig,complex,linkedp1,5,20000,115252
nomig,complex,linkedp1,5,20000,115853
nomig,complex,linkedp1,5,20000,115427
nomig,complex,linkedp1,5,20000,115821
nomig,complex,linkedp1,5,20000,115536
nomig,complex,linkedp1,5,20000,115342
nomig,complex,linkedp1,5,20000,115865
nomig,complex,linkedp1,5,20000,115109
nomig,complex,linkedp1,5,20000,115490
nomig,complex,linkedp1,5,20000,115487
nomig,complex,linkedp1,5,20000,115483
nomig,complex,linkedp1,5,20000,115656
nomig,complex,linkedp1,5,20000,115533
nomig,complex,linkedp1,5,20000,115186
nomig,complex,linkedp1,5,20000,115273
nomig,complex,linkedp1,5,20000,115686
nomig,complex,linkedp1,5,20000,115598
nomig,complex,linkedp1,5,20000,115350
nomig,complex,linkedp1,5,20000,115538
nomig,complex,linkedp1,5,20000,115738
nomig,complex,linkedp1,5,20000,115249
nomig,complex,linkedp1,5,20000,115385
nomig,complex,linkedp1,5,20000,115367
nomig,complex,linkedp1,5,20000,114978
nomig,complex,linkedp1,5,20000,115320
nomig,complex,linkedp1,5,20000,115227
nomig,complex,linkedp1,5,20000,115425
nomig,complex,linkedp1,5,20000,115239
nomig,complex,linkedp1,5,20000,115274
nomig,complex,linkedp1,5,20000,115387
nomig,complex,linkedp1,5,20000,115519
nomig,complex,linkedp1,5,20000,115590
nomig,complex,linkedp1,5,20000,115553
nomig,complex,linkedp1,5,20000,114993
nomig,complex,linkedp1,5,20000,115118
nomig,complex,linkedp1,5,20000,115169
nomig,complex,linkedp1,5,20000,115341
nomig,complex,linkedp1,5,20000,115576
nomig,complex,linkedp1,5,20000,115393
nomig,complex,linkedp1,5,20000,115210
nomig,complex,linkedp1,5,20000,115488
nomig,complex,linkedp1,5,20000,115869
nomig,complex,linkedp1,5,20000,115137
nomig,complex,linkedp1,5,20000,115648
nomig,complex,linkedp1,5,20000,115391
nomig,complex,linkedp1,5,20000,115137
nomig,complex,linkedp1,5,20000,115415
nomig,complex,linkedp1,5,20000,115534
nomig,complex,linkedp1,5,20000,115350
nomig,complex,linkedp1,5,20000,115513
nomig,complex,linkedp1,5,20000,115383
nomig,complex,linkedp1,5,20000,114965
nomig,complex,linkedp1,5,20000,115486
nomig,complex,linkedp1,5,20000,115889
nomig,complex,linkedp1,5,20000,115486
nomig,complex,linkedp1,5,20000,115395
nomig,complex,linkedp1,5,20000,115141
nomig,complex,linkedp1,5,20000,114993
nomig,complex,linkedp1,5,20000,115799
nomig,complex,linkedp1,5,20000,115649
nomig,complex,linkedp1,5,20000,115778
nomig,complex,linkedp1,5,20000,115071
nomig,complex,linkedp1,5,20000,115440
nomig,complex,linkedp1,5,20000,115343
nomig,complex,linkedp1,5,20000,115685
nomig,complex,linkedp1,5,20000,115348
nomig,complex,linkedp1,5,20000,115448
nomig,complex,linkedp1,5,20000,115394
nomig,complex,linkedp1,5,20000,115667
nomig,complex,linkedp1,5,20000,115687
nomig,complex,linkedp1,5,20000,115291
nomig,complex,linkedp1,5,20000,115458
nomig,complex,linkedp1,5,20000,115530
nomig,complex,linkedp1,5,20000,115288
nomig,complex,linkedp1,5,20000,115370
nomig,complex,linkedp1,5,20000,115835
nomig,complex,linkedp1,5,20000,115508
nomig,complex,linkedp1,5,20000,115350
nomig,complex,linkedp1,5,20000,115588
nomig,complex,linkedp1,5,20000,115584
nomig,complex,linkedp1,5,20000,115040
nomig,complex,linkedp1,5,20000,115484
nomig,complex,linkedp1,5,20000,115362
nomig,complex,linkedp1,5,20000,115055
nomig,complex,linkedp1,5,20000,115294
nomig,complex,linkedp1,5,20000,115402
nomig,complex,linkedp1,5,20000,115388
nomig,complex,linkedp1,5,20000,115326
nomig,complex,linkedp1,5,20000,115375
nomig,complex,linkedp1,5,20000,115503
nomig,complex,linkedp1,5,20000,115545
nomig,complex,linkedp1,5,20000,115676
nomig,complex,linkedp1,5,20000,115693
nomig,complex,linkedp1,5,20000,114938
nomig,complex,linkedp1,5,20000,115597
nomig,complex,linkedp1,5,20000,115488
p1_p2,complex,linkedp1,15,1250,268493
p1_p2,complex,linkedp1,15,1250,268138
p1_p2,complex,linkedp1,15,1250,267179
p1_p2,complex,linkedp1,15,1250,268069
p1_p2,complex,linkedp1,15,1250,268344
p1_p2,complex,linkedp1,15,1250,268415
p1_p2,complex,linkedp1,15,1250,268179
p1_p2,complex,linkedp1,15,1250,266867
p1_p2,complex,linkedp1,15,1250,267763
p1_p2,complex,linkedp1,15,1250,267853
p1_p2,complex,linkedp1,15,1250,268722
p1_p2,complex,linkedp1,15,1250,267764
p1_p2,complex,linkedp1,15,1250,268271
p1_p2,complex,linkedp1,15,1250,267442
p1_p2,complex,linkedp1,15,1250,266763
p1_p2,complex,linkedp1,15,1250,267255
p1_p2,complex,linkedp1,15,1250,267137
p1_p2,complex,linkedp1,15,1250,267651
p1_p2,complex,linkedp1,15,1250,268124
p1_p2,complex,linkedp1,15,1250,267060
p1_p2,complex,linkedp1,15,1250,267650
p1_p2,complex,linkedp1,15,1250,267700
p1_p2,complex,linkedp1,15,1250,268308
p1_p2,complex,linkedp1,15,1250,267083
p1_p2,complex,linkedp1,15,1250,267818
p1_p2,complex,linkedp1,15,1250,268541
p1_p2,complex,linkedp1,15,1250,266931
p1_p2,complex,linkedp1,15,1250,268682
p1_p2,complex,linkedp1,15,1250,268007
p1_p2,complex,linkedp1,15,1250,268155
p1_p2,complex,linkedp1,15,1250,268631
p1_p2,complex,linkedp1,15,1250,268758
p1_p2,complex,linkedp1,15,1250,267817
p1_p2,complex,linkedp1,15,1250,267780
p1_p2,complex,linkedp1,15,1250,266998
p1_p2,complex,linkedp1,15,1250,268440
p1_p2,complex,linkedp1,15,1250,268319
p1_p2,complex,linkedp1,15,1250,267569
p1_p2,complex,linkedp1,15,1250,268931
p1_p2,complex,linkedp1,15,1250,267554
p1_p2,complex,linkedp1,15,1250,268034
p1_p2,complex,linkedp1,15,1250,268515
p1_p2,complex,linkedp1,15,1250,269243
p1_p2,complex,linkedp1,15,1250,267557
p1_p2,complex,linkedp1,15,1250,268944
p1_p2,complex,linkedp1,15,1250,267239
p1_p2,complex,linkedp1,15,1250,268272
p1_p2,complex,linkedp1,15,1250,268317
p1_p2,complex,linkedp1,15,1250,268287
p1_p2,complex,linkedp1,15,1250,268098
p1_p2,complex,linkedp1,15,1250,268218
p1_p2,complex,linkedp1,15,1250,268663
p1_p2,complex,linkedp1,15,1250,267256
p1_p2,complex,linkedp1,15,1250,268680
p1_p2,complex,linkedp1,15,1250,267270
p1_p2,complex,linkedp1,15,1250,269349
p1_p2,complex,linkedp1,15,1250,268007
p1_p2,complex,linkedp1,15,1250,268218
p1_p2,complex,linkedp1,15,1250,267921
p1_p2,complex,linkedp1,15,1250,267793
p1_p2,complex,linkedp1,15,1250,268281
p1_p2,complex,linkedp1,15,1250,267288
p1_p2,complex,linkedp1,15,1250,268319
p1_p2,complex,linkedp1,15,1250,267464
p1_p2,complex,linkedp1,15,1250,267395
p1_p2,complex,linkedp1,15,1250,268200
p1_p2,complex,linkedp1,15,1250,268300
p1_p2,complex,linkedp1,15,1250,268359
p1_p2,complex,linkedp1,15,1250,268163
p1_p2,complex,linkedp1,15,1250,268894
p1_p2,complex,linkedp1,15,1250,267707
p1_p2,complex,linkedp1,15,1250,268233
p1_p2,complex,linkedp1,15,1250,267568
p1_p2,complex,linkedp1,15,1250,268277
p1_p2,complex,linkedp1,15,1250,266662
p1_p2,complex,linkedp1,15,1250,268240
p1_p2,complex,linkedp1,15,1250,268707
p1_p2,complex,linkedp1,15,1250,268884
p1_p2,complex,linkedp1,15,1250,267182
p1_p2,complex,linkedp1,15,1250,267894
p1_p2,complex,linkedp1,15,1250,268358
p1_p2,complex,linkedp1,15,1250,268536
p1_p2,complex,linkedp1,15,1250,266925
p1_p2,complex,linkedp1,15,1250,268678
p1_p2,complex,linkedp1,15,1250,267765
p1_p2,complex,linkedp1,15,1250,267086
p1_p2,complex,linkedp1,15,1250,268096
p1_p2,complex,linkedp1,15,1250,268370
p1_p2,complex,linkedp1,15,1250,268667
p1_p2,complex,linkedp1,15,1250,268275
p1_p2,complex,linkedp1,15,1250,267495
p1_p2,complex,linkedp1,15,1250,267303
p1_p2,complex,linkedp1,15,1250,268563
p1_p2,complex,linkedp1,15,1250,268646
p1_p2,complex,linkedp1,15,1250,267445
p1_p2,complex,linkedp1,15,1250,268713
p1_p2,complex,linkedp1,15,1250,267626
p1_p2,complex,linkedp1,15,1250,268075
p1_p2,complex,linkedp1,15,1250,267665
p1_p2,complex,linkedp1,15,1250,267363
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,neutral,NA,5000,204497
p1_p2,complex,linkedancestor,10,5000,206345
p1_p2,complex,linkedancestor,10,5000,205503
p1_p2,complex,linkedancestor,10,5000,206900
p1_p2,complex,linkedancestor,10,5000,205819
p1_p2,complex,linkedancestor,10,5000,206453
p1_p2,complex,linkedancestor,10,5000,205420
p1_p2,complex,linkedancestor,10,5000,206466
p1_p2,complex,linkedancestor,10,5000,206696
p1_p2,complex,linkedancestor,10,5000,206696
p1_p2,complex,linkedancestor,10,5000,206487
p1_p2,complex,linkedancestor,10,5000,205857
p1_p2,complex,linkedancestor,10,5000,205701
p1_p2,complex,linkedancestor,10,5000,206657
p1_p2,complex,linkedancestor,10,5000,205675
p1_p2,complex,linkedancestor,10,5000,205480
p1_p2,complex,linkedancestor,10,5000,205863
p1_p2,complex,linkedancestor,10,5000,206392
p1_p2,complex,linkedancestor,10,5000,204655
p1_p2,complex,linkedancestor,10,5000,206275
p1_p2,complex,linkedancestor,10,5000,205848
p1_p2,complex,linkedancestor,10,5000,206752
p1_p2,complex,linkedancestor,10,5000,205187
p1_p2,complex,linkedancestor,10,5000,206966
p1_p2,complex,linkedancestor,10,5000,206152
p1_p2,complex,linkedancestor,10,5000,206294
p1_p2,complex,linkedancestor,10,5000,206634
p1_p2,complex,linkedancestor,10,5000,205758
p1_p2,complex,linkedancestor,10,5000,205766
p1_p2,complex,linkedancestor,10,5000,205831
p1_p2,complex,linkedancestor,10,5000,205320
p1_p2,complex,linkedancestor,10,5000,206153
p1_p2,complex,linkedancestor,10,5000,206005
p1_p2,complex,linkedancestor,10,5000,206130
p1_p2,complex,linkedancestor,10,5000,206172
p1_p2,complex,linkedancestor,10,5000,206733
p1_p2,complex,linkedancestor,10,5000,206098
p1_p2,complex,linkedancestor,10,5000,205271
p1_p2,complex,linkedancestor,10,5000,206330
p1_p2,complex,linkedancestor,10,5000,205859
p1_p2,complex,linkedancestor,10,5000,207014
p1_p2,complex,linkedancestor,10,5000,206195
p1_p2,complex,linkedancestor,10,5000,206212
p1_p2,complex,linkedancestor,10,5000,206657
p1_p2,complex,linkedancestor,10,5000,205961
p1_p2,complex,linkedancestor,10,5000,205952
p1_p2,complex,linkedancestor,10,5000,206017
p1_p2,complex,linkedancestor,10,5000,205937
p1_p2,complex,linkedancestor,10,5000,206234
p1_p2,complex,linkedancestor,10,5000,205759
p1_p2,complex,linkedancestor,10,5000,206375
p1_p2,complex,linkedancestor,10,5000,206390
p1_p2,complex,linkedancestor,10,5000,206019
p1_p2,complex,linkedancestor,10,5000,206937
p1_p2,complex,linkedancestor,10,5000,206035
p1_p2,complex,linkedancestor,10,5000,204900
p1_p2,complex,linkedancestor,10,5000,207047
p1_p2,complex,linkedancestor,10,5000,205964
p1_p2,complex,linkedancestor,10,5000,206525
p1_p2,complex,linkedancestor,10,5000,206154
p1_p2,complex,linkedancestor,10,5000,206396
p1_p2,complex,linkedancestor,10,5000,205736
p1_p2,complex,linkedancestor,10,5000,206201
p1_p2,complex,linkedancestor,10,5000,206256
