model,genome,dfe,percent,divtime,sites
nomig,simple,linkedancestor,5,20000,151824
nomig,simple,linkedancestor,5,20000,151819
nomig,simple,linkedancestor,5,20000,151802
nomig,simple,linkedancestor,5,20000,151781
nomig,simple,linkedancestor,5,20000,151770
nomig,simple,linkedancestor,5,20000,151769
nomig,simple,linkedancestor,5,20000,151780
nomig,simple,linkedancestor,5,20000,151768
nomig,simple,linkedancestor,5,20000,151789
nomig,simple,linkedancestor,5,20000,151811
nomig,simple,linkedancestor,5,20000,151807
nomig,simple,linkedancestor,5,20000,151813
nomig,simple,linkedancestor,5,20000,151804
nomig,simple,linkedancestor,5,20000,151790
nomig,simple,linkedancestor,5,20000,151754
nomig,simple,linkedancestor,5,20000,151806
nomig,simple,linkedancestor,5,20000,151757
nomig,simple,linkedancestor,5,20000,151776
nomig,simple,linkedancestor,5,20000,151838
nomig,simple,linkedancestor,5,20000,151786
nomig,simple,linkedancestor,5,20000,151791
nomig,simple,linkedancestor,5,20000,151768
nomig,simple,linkedancestor,5,20000,151791
nomig,simple,linkedancestor,5,20000,151788
nomig,simple,linkedancestor,5,20000,151808
nomig,simple,linkedancestor,5,20000,151834
nomig,simple,linkedancestor,5,20000,151794
nomig,simple,linkedancestor,5,20000,151819
nomig,simple,linkedancestor,5,20000,151809
nomig,simple,linkedancestor,5,20000,151795
nomig,simple,linkedancestor,5,20000,151782
nomig,simple,linkedancestor,5,20000,151828
p1_p2,simple,adaptiveint,10,20000,177381
p1_p2,simple,adaptiveint,10,20000,177540
p1_p2,simple,adaptiveint,10,20000,177554
p1_p2,simple,adaptiveint,10,20000,177567
p1_p2,simple,adaptiveint,10,20000,177572
p1_p2,simple,adaptiveint,10,20000,177558
p1_p2,simple,adaptiveint,10,20000,177543
p1_p2,simple,adaptiveint,10,20000,177373
p1_p2,simple,adaptiveint,10,20000,177340
p1_p2,simple,adaptiveint,10,20000,177535
p1_p2,simple,adaptiveint,10,20000,177597
p1_p2,simple,adaptiveint,10,20000,177634
p1_p2,simple,adaptiveint,10,20000,177546
p1_p2,simple,adaptiveint,10,20000,177519
p1_p2,simple,adaptiveint,10,20000,177529
p1_p2,simple,adaptiveint,10,20000,177585
p1_p2,simple,adaptiveint,10,20000,177394
p1_p2,simple,adaptiveint,10,20000,177535
p1_p2,simple,adaptiveint,10,20000,177397
p1_p2,simple,adaptiveint,10,20000,177619
p1_p2,simple,adaptiveint,10,20000,177592
p1_p2,simple,adaptiveint,10,20000,177386
p1_p2,simple,adaptiveint,10,20000,177297
p1_p2,simple,adaptiveint,10,20000,177389
p1_p2,simple,adaptiveint,10,20000,177401
p1_p2,simple,adaptiveint,10,20000,177557
p1_p2,simple,adaptiveint,10,20000,177313
p1_p2,simple,adaptiveint,10,20000,177426
p1_p2,simple,adaptiveint,10,20000,177514
p1_p2,simple,adaptiveint,10,20000,177575
p1_p2,simple,adaptiveint,10,20000,177439
p1_p2,simple,adaptiveint,10,20000,177650
p1_p2,simple,adaptiveint,10,20000,177470
p1_p2,simple,adaptiveint,10,20000,177512
p1_p2,simple,adaptiveint,10,20000,177529
p1_p2,simple,adaptiveint,10,20000,177427
p1_p2,simple,adaptiveint,10,20000,177702
p1_p2,simple,adaptiveint,10,20000,177672
p1_p2,simple,adaptiveint,10,20000,177488
p1_p2,simple,adaptiveint,10,20000,177433
p1_p2,simple,adaptiveint,10,20000,177551
p1_p2,simple,adaptiveint,10,20000,177495
p1_p2,simple,adaptiveint,10,20000,177413
p1_p2,simple,adaptiveint,10,20000,177450
p1_p2,simple,adaptiveint,10,20000,177462
p1_p2,simple,adaptiveint,10,20000,177444
p1_p2,simple,adaptiveint,10,20000,177476
p1_p2,simple,adaptiveint,10,20000,177451
p1_p2,simple,adaptiveint,10,20000,177503
p1_p2,simple,adaptiveint,10,20000,177458
p1_p2,simple,adaptiveint,10,20000,177614
p1_p2,simple,adaptiveint,10,20000,177380
p1_p2,simple,adaptiveint,10,20000,177515
p1_p2,simple,adaptiveint,10,20000,177574
p1_p2,simple,adaptiveint,10,20000,177300
p1_p2,simple,adaptiveint,10,20000,177554
p1_p2,simple,adaptiveint,10,20000,177661
p1_p2,simple,adaptiveint,10,20000,177483
p1_p2,simple,adaptiveint,10,20000,177406
p1_p2,simple,adaptiveint,10,20000,177491
p1_p2,simple,adaptiveint,10,20000,177310
p1_p2,simple,adaptiveint,10,20000,177785
p1_p2,simple,adaptiveint,10,20000,177518
p1_p2,simple,adaptiveint,10,20000,177425
p1_p2,simple,adaptiveint,10,20000,177527
p1_p2,simple,adaptiveint,10,20000,177431
p1_p2,simple,adaptiveint,10,20000,177441
p1_p2,simple,adaptiveint,10,20000,177583
p1_p2,simple,adaptiveint,10,20000,177559
p1_p2,simple,adaptiveint,10,20000,177413
p1_p2,simple,adaptiveint,10,20000,177416
p1_p2,simple,adaptiveint,10,20000,177434
p1_p2,simple,adaptiveint,10,20000,177527
p1_p2,simple,adaptiveint,10,20000,177451
p1_p2,simple,adaptiveint,10,20000,177434
p1_p2,simple,adaptiveint,10,20000,177479
p1_p2,simple,adaptiveint,10,20000,177393
p1_p2,simple,adaptiveint,10,20000,177296
p1_p2,simple,adaptiveint,10,20000,177477
p1_p2,simple,adaptiveint,10,20000,177649
p1_p2,simple,adaptiveint,10,20000,177542
p1_p2,simple,adaptiveint,10,20000,177357
p1_p2,simple,adaptiveint,10,20000,177454
p1_p2,simple,adaptiveint,10,20000,177514
p1_p2,simple,adaptiveint,10,20000,177556
p1_p2,simple,adaptiveint,10,20000,177399
p1_p2,simple,adaptiveint,10,20000,177547
p1_p2,simple,adaptiveint,10,20000,177513
p1_p2,simple,adaptiveint,10,20000,177524
p1_p2,simple,adaptiveint,10,20000,177676
p1_p2,simple,adaptiveint,10,20000,177485
p1_p2,simple,adaptiveint,10,20000,177520
p1_p2,simple,adaptiveint,10,20000,177528
p1_p2,simple,adaptiveint,10,20000,177454
p1_p2,simple,adaptiveint,10,20000,177549
p1_p2,simple,adaptiveint,10,20000,177510
p1_p2,simple,adaptiveint,10,20000,177276
p1_p2,simple,adaptiveint,10,20000,177407
p1_p2,simple,adaptiveint,10,20000,177499
p1_p2,simple,adaptiveint,10,20000,177375
p1_p2,simple,adaptiveint,15,5000,275080
p1_p2,simple,adaptiveint,15,5000,275027
p1_p2,simple,adaptiveint,15,5000,274958
p1_p2,simple,adaptiveint,15,5000,275017
p1_p2,simple,adaptiveint,15,5000,275016
p1_p2,simple,adaptiveint,15,5000,275017
p1_p2,simple,adaptiveint,15,5000,274997
p1_p2,simple,adaptiveint,15,5000,275044
p1_p2,simple,adaptiveint,15,5000,274936
p1_p2,simple,adaptiveint,15,5000,274841
p1_p2,simple,adaptiveint,15,5000,275079
p1_p2,simple,adaptiveint,15,5000,274870
p1_p2,simple,adaptiveint,15,5000,275024
p1_p2,simple,adaptiveint,15,5000,275109
p1_p2,simple,adaptiveint,15,5000,274896
p1_p2,simple,adaptiveint,15,5000,275176
p1_p2,simple,adaptiveint,15,5000,274924
p1_p2,simple,adaptiveint,15,5000,275140
p1_p2,simple,adaptiveint,15,5000,275033
p1_p2,simple,adaptiveint,15,5000,275115
p1_p2,simple,adaptiveint,15,5000,275126
p1_p2,simple,adaptiveint,15,5000,275146
p1_p2,simple,adaptiveint,15,5000,275141
p1_p2,simple,adaptiveint,15,5000,274870
p1_p2,simple,adaptiveint,15,5000,275031
p1_p2,simple,adaptiveint,15,5000,275046
p1_p2,simple,adaptiveint,15,5000,275054
p1_p2,simple,adaptiveint,15,5000,275149
p1_p2,simple,adaptiveint,15,5000,275022
p1_p2,simple,adaptiveint,15,5000,275040
p1_p2,simple,adaptiveint,15,5000,275159
p1_p2,simple,adaptiveint,15,5000,275085
p1_p2,simple,adaptiveint,15,5000,274984
p1_p2,simple,adaptiveint,15,5000,275058
p1_p2,simple,adaptiveint,15,5000,275132
p1_p2,simple,adaptiveint,15,5000,275013
p1_p2,simple,adaptiveint,15,5000,275069
p1_p2,simple,adaptiveint,15,5000,274978
p1_p2,simple,adaptiveint,15,5000,274857
p1_p2,simple,adaptiveint,15,5000,275150
p1_p2,simple,adaptiveint,15,5000,275193
p1_p2,simple,adaptiveint,15,5000,275009
p1_p2,simple,adaptiveint,15,5000,274907
p1_p2,simple,adaptiveint,15,5000,275099
p1_p2,simple,adaptiveint,15,5000,275279
p1_p2,simple,adaptiveint,15,5000,275208
p1_p2,simple,adaptiveint,15,5000,275064
p1_p2,simple,adaptiveint,15,5000,275033
p1_p2,simple,adaptiveint,15,5000,275042
p1_p2,simple,adaptiveint,15,5000,275042
p1_p2,simple,adaptiveint,15,5000,274990
p1_p2,simple,adaptiveint,15,5000,275094
p1_p2,simple,adaptiveint,15,5000,275126
p1_p2,simple,adaptiveint,15,5000,274956
p1_p2,simple,adaptiveint,15,5000,275047
p1_p2,simple,adaptiveint,15,5000,275146
p1_p2,simple,adaptiveint,15,5000,275089
p1_p2,simple,adaptiveint,15,5000,274920
p1_p2,simple,adaptiveint,15,5000,275018
p1_p2,simple,adaptiveint,15,5000,274967
p1_p2,simple,adaptiveint,15,5000,275120
p1_p2,simple,adaptiveint,15,5000,275026
p1_p2,simple,adaptiveint,15,5000,275050
p1_p2,simple,adaptiveint,15,5000,275178
p1_p2,simple,adaptiveint,15,5000,275143
p1_p2,simple,adaptiveint,15,5000,274971
p1_p2,simple,adaptiveint,15,5000,275145
p1_p2,simple,adaptiveint,15,5000,275055
p1_p2,simple,adaptiveint,15,5000,275015
p1_p2,simple,adaptiveint,15,5000,275045
p1_p2,simple,adaptiveint,15,5000,275154
p1_p2,simple,adaptiveint,15,5000,274867
p1_p2,simple,adaptiveint,15,5000,275024
p1_p2,simple,adaptiveint,15,5000,274961
p1_p2,simple,adaptiveint,15,5000,275056
p1_p2,simple,adaptiveint,15,5000,275057
p1_p2,simple,adaptiveint,15,5000,275079
p1_p2,simple,adaptiveint,15,5000,274973
p1_p2,simple,adaptiveint,15,5000,275143
p1_p2,simple,adaptiveint,15,5000,275046
p1_p2,simple,adaptiveint,15,5000,275041
p1_p2,simple,adaptiveint,15,5000,274926
p1_p2,simple,adaptiveint,15,5000,275047
p1_p2,simple,adaptiveint,15,5000,275150
p1_p2,simple,adaptiveint,15,5000,275150
p1_p2,simple,adaptiveint,15,5000,275121
p1_p2,simple,adaptiveint,15,5000,275079
p1_p2,simple,adaptiveint,15,5000,275039
p1_p2,simple,adaptiveint,15,5000,274950
p1_p2,simple,adaptiveint,15,5000,274931
p1_p2,simple,adaptiveint,15,5000,275008
p1_p2,simple,adaptiveint,15,5000,275215
p1_p2,simple,adaptiveint,15,5000,275041
p1_p2,simple,adaptiveint,15,5000,275194
p1_p2,simple,adaptiveint,15,5000,275242
p1_p2,simple,adaptiveint,15,5000,274968
p1_p2,simple,adaptiveint,15,5000,274950
p1_p2,simple,adaptiveint,15,5000,275009
p1_p2,simple,adaptiveint,15,5000,275057
p1_p2,simple,adaptiveint,15,5000,275095
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,neutral,NA,5000,269920
p1_p2,simple,linkedp1,5,1250,348341
p1_p2,simple,linkedp1,5,1250,348042
p1_p2,simple,linkedp1,5,1250,348242
p1_p2,simple,linkedp1,5,1250,348067
p1_p2,simple,linkedp1,5,1250,348216
p1_p2,simple,linkedp1,5,1250,348043
p1_p2,simple,linkedp1,5,1250,348105
p1_p2,simple,linkedp1,5,1250,348006
p1_p2,simple,linkedp1,5,1250,347988
p1_p2,simple,linkedp1,5,1250,348095
p1_p2,simple,linkedp1,5,1250,348160
p1_p2,simple,linkedp1,5,1250,347879
p1_p2,simple,linkedp1,5,1250,348010
p1_p2,simple,linkedp1,5,1250,348017
p1_p2,simple,linkedp1,5,1250,348255
p1_p2,simple,linkedp1,5,1250,348156
p1_p2,simple,linkedp1,5,1250,348208
p1_p2,simple,linkedp1,5,1250,347958
p1_p2,simple,linkedp1,5,1250,348084
p1_p2,simple,linkedp1,5,1250,347981
p1_p2,simple,linkedp1,5,1250,348075
p1_p2,simple,linkedp1,5,1250,348033
p1_p2,simple,linkedp1,5,1250,348011
p1_p2,simple,linkedp1,5,1250,348120
p1_p2,simple,linkedp1,5,1250,348219
p1_p2,simple,linkedp1,5,1250,347958
p1_p2,simple,linkedp1,5,1250,347977
p1_p2,simple,linkedp1,5,1250,348138
p1_p2,simple,linkedp1,5,1250,348011
p1_p2,simple,linkedp1,5,1250,348097
p1_p2,simple,linkedp1,5,1250,348158
p1_p2,simple,linkedp1,5,1250,347901
p1_p2,simple,linkedp1,5,1250,348144
p1_p2,simple,linkedp1,5,1250,347973
p1_p2,simple,linkedp1,5,1250,348178
p1_p2,simple,linkedp1,5,1250,347973
p1_p2,simple,linkedp1,5,1250,348022
p1_p2,simple,linkedp1,5,1250,348011
p1_p2,simple,linkedp1,5,1250,348202
p1_p2,simple,linkedp1,5,1250,348039
p1_p2,simple,linkedp1,5,1250,348056
p1_p2,simple,linkedp1,5,1250,348110
p1_p2,simple,linkedp1,5,1250,348012
p1_p2,simple,linkedp1,5,1250,348024
p1_p2,simple,linkedp1,5,1250,347936
p1_p2,simple,linkedp1,5,1250,348084
p1_p2,simple,linkedp1,5,1250,348043
p1_p2,simple,linkedp1,5,1250,348034
p1_p2,simple,linkedp1,5,1250,348099
p1_p2,simple,linkedp1,5,1250,348071
p1_p2,simple,linkedp1,5,1250,348103
p1_p2,simple,linkedp1,5,1250,348069
p1_p2,simple,linkedp1,5,1250,348172
p1_p2,simple,linkedp1,5,1250,348114
p1_p2,simple,linkedp1,5,1250,347877
p1_p2,simple,linkedp1,5,1250,348008
p1_p2,simple,linkedp1,5,1250,348208
p1_p2,simple,linkedp1,5,1250,347981
p1_p2,simple,linkedp1,5,1250,348005
p1_p2,simple,linkedp1,5,1250,347968
p1_p2,simple,linkedp1,5,1250,348034
p1_p2,simple,linkedp1,5,1250,348132
p1_p2,simple,linkedp1,5,1250,348217
p1_p2,simple,linkedp1,5,1250,348062
p1_p2,simple,linkedp1,5,1250,348085
p1_p2,simple,linkedp1,5,1250,347940
p1_p2,simple,linkedp1,5,1250,348071
p1_p2,simple,linkedp1,5,1250,348120
p1_p2,simple,linkedp1,5,1250,348075
p1_p2,simple,linkedp1,5,1250,347997
p1_p2,simple,linkedp1,5,1250,348010
p1_p2,simple,linkedp1,5,1250,348244
p1_p2,simple,linkedp1,5,1250,347910
p1_p2,simple,linkedp1,5,1250,348300
p1_p2,simple,linkedp1,5,1250,347976
p1_p2,simple,linkedp1,5,1250,347939
p1_p2,simple,linkedp1,5,1250,348069
p1_p2,simple,linkedp1,5,1250,348059
p1_p2,simple,linkedp1,5,1250,347816
p1_p2,simple,linkedp1,5,1250,348102
p1_p2,simple,linkedp1,5,1250,348092
p1_p2,simple,linkedp1,5,1250,348062
p1_p2,simple,linkedp1,5,1250,347950
p1_p2,simple,linkedp1,5,1250,348126
p1_p2,simple,linkedp1,5,1250,348126
p1_p2,simple,linkedp1,5,1250,347996
p1_p2,simple,linkedp1,5,1250,348103
p1_p2,simple,linkedp1,5,1250,348078
p1_p2,simple,linkedp1,5,1250,348056
p1_p2,simple,linkedp1,5,1250,348241
p1_p2,simple,linkedp1,5,1250,347853
p1_p2,simple,linkedp1,5,1250,347979
p1_p2,simple,linkedp1,5,1250,348007
p1_p2,simple,linkedp1,5,1250,348044
p1_p2,simple,linkedp1,5,1250,347904
p1_p2,simple,linkedp1,5,1250,348126
p1_p2,simple,linkedp1,5,1250,348032
p1_p2,simple,linkedp1,5,1250,347985
p1_p2,simple,linkedp1,5,1250,348080
p1_p2,simple,linkedp1,5,1250,347994
nomig,simple,balancing,10,1250,333323
nomig,simple,balancing,10,1250,333247
nomig,simple,balancing,10,1250,333223
nomig,simple,balancing,10,1250,333171
nomig,simple,balancing,10,1250,333126
nomig,simple,balancing,10,1250,333160
nomig,simple,balancing,10,1250,333267
nomig,simple,balancing,10,1250,333151
nomig,simple,balancing,10,1250,333318
nomig,simple,balancing,10,1250,333268
nomig,simple,balancing,10,1250,333290
nomig,simple,balancing,10,1250,333229
nomig,simple,balancing,10,1250,333166
nomig,simple,balancing,10,1250,333226
nomig,simple,balancing,10,1250,333170
nomig,simple,balancing,10,1250,333166
nomig,simple,balancing,10,1250,333212
nomig,simple,balancing,10,1250,333302
nomig,simple,balancing,10,1250,333240
nomig,simple,balancing,10,1250,333129
nomig,simple,balancing,10,1250,333241
nomig,simple,balancing,10,1250,333194
nomig,simple,balancing,10,1250,333255
nomig,simple,balancing,10,1250,333203
nomig,simple,balancing,10,1250,333105
nomig,simple,balancing,10,1250,333151
nomig,simple,balancing,10,1250,333071
nomig,simple,balancing,10,1250,333355
nomig,simple,balancing,10,1250,333325
nomig,simple,balancing,10,1250,333107
nomig,simple,balancing,10,1250,333327
nomig,simple,balancing,10,1250,333369
nomig,simple,balancing,10,1250,333250
nomig,simple,balancing,10,1250,333170
nomig,simple,balancing,10,1250,333285
nomig,simple,balancing,10,1250,333138
nomig,simple,balancing,10,1250,333173
nomig,simple,balancing,10,1250,333346
nomig,simple,balancing,10,1250,333203
nomig,simple,balancing,10,1250,333199
nomig,simple,balancing,10,1250,333379
nomig,simple,balancing,10,1250,333102
nomig,simple,balancing,10,1250,333298
nomig,simple,balancing,10,1250,333246
nomig,simple,balancing,10,1250,333101
nomig,simple,balancing,10,1250,333153
nomig,simple,balancing,10,1250,333223
nomig,simple,balancing,10,1250,333313
nomig,simple,balancing,10,1250,333134
nomig,simple,balancing,10,1250,333258
nomig,simple,balancing,10,1250,333043
nomig,simple,balancing,10,1250,333204
nomig,simple,balancing,10,1250,333245
nomig,simple,balancing,10,1250,333149
nomig,simple,balancing,10,1250,333239
nomig,simple,balancing,10,1250,333269
nomig,simple,balancing,10,1250,333235
nomig,simple,balancing,10,1250,333172
nomig,simple,balancing,10,1250,333200
nomig,simple,balancing,10,1250,333193
nomig,simple,balancing,10,1250,333324
nomig,simple,balancing,10,1250,333353
nomig,simple,balancing,10,1250,333285
nomig,simple,balancing,10,1250,333310
nomig,simple,balancing,10,1250,333170
nomig,simple,balancing,10,1250,333225
nomig,simple,balancing,10,1250,333108
nomig,simple,balancing,10,1250,333189
nomig,simple,balancing,10,1250,333090
nomig,simple,balancing,10,1250,333278
nomig,simple,balancing,10,1250,333217
nomig,simple,balancing,10,1250,333339
nomig,simple,balancing,10,1250,333304
nomig,simple,balancing,10,1250,333153
nomig,simple,balancing,10,1250,333299
nomig,simple,balancing,10,1250,333254
nomig,simple,balancing,10,1250,333121
nomig,simple,balancing,10,1250,333289
nomig,simple,balancing,10,1250,333305
nomig,simple,balancing,10,1250,333196
nomig,simple,balancing,10,1250,333143
nomig,simple,balancing,10,1250,333102
nomig,simple,balancing,10,1250,333152
nomig,simple,balancing,10,1250,333095
nomig,simple,balancing,10,1250,333104
nomig,simple,balancing,10,1250,333348
nomig,simple,balancing,10,1250,333305
nomig,simple,balancing,10,1250,333371
nomig,simple,balancing,10,1250,333241
nomig,simple,balancing,10,1250,333185
nomig,simple,balancing,10,1250,333323
nomig,simple,balancing,10,1250,333165
nomig,simple,balancing,10,1250,333238
nomig,simple,balancing,10,1250,333340
nomig,simple,balancing,10,1250,333021
nomig,simple,balancing,10,1250,333297
nomig,simple,balancing,10,1250,333246
nomig,simple,balancing,10,1250,333295
nomig,simple,balancing,10,1250,333308
nomig,simple,balancing,10,1250,333376
nomig,simple,linkedp1,5,1250,334299
nomig,simple,linkedp1,5,1250,334367
nomig,simple,linkedp1,5,1250,334325
nomig,simple,linkedp1,5,1250,334177
nomig,simple,linkedp1,5,1250,334255
nomig,simple,linkedp1,5,1250,334330
nomig,simple,linkedp1,5,1250,334385
nomig,simple,linkedp1,5,1250,334315
nomig,simple,linkedp1,5,1250,334231
nomig,simple,linkedp1,5,1250,334465
nomig,simple,linkedp1,5,1250,334170
nomig,simple,linkedp1,5,1250,334241
nomig,simple,linkedp1,5,1250,334386
nomig,simple,linkedp1,5,1250,334395
nomig,simple,linkedp1,5,1250,334291
nomig,simple,linkedp1,5,1250,334203
nomig,simple,linkedp1,5,1250,334310
nomig,simple,linkedp1,5,1250,334189
nomig,simple,linkedp1,5,1250,334293
nomig,simple,linkedp1,5,1250,334358
nomig,simple,linkedp1,5,1250,334396
nomig,simple,linkedp1,5,1250,334372
nomig,simple,linkedp1,5,1250,334367
nomig,simple,linkedp1,5,1250,334337
nomig,simple,linkedp1,5,1250,334388
nomig,simple,linkedp1,5,1250,334332
nomig,simple,linkedp1,5,1250,334366
nomig,simple,linkedp1,5,1250,334319
nomig,simple,linkedp1,5,1250,334283
nomig,simple,linkedp1,5,1250,334311
nomig,simple,linkedp1,5,1250,334215
nomig,simple,linkedp1,5,1250,334309
nomig,simple,linkedp1,5,1250,334295
nomig,simple,linkedp1,5,1250,334229
nomig,simple,linkedp1,5,1250,334247
nomig,simple,linkedp1,5,1250,334384
nomig,simple,linkedp1,5,1250,334191
nomig,simple,linkedp1,5,1250,334349
nomig,simple,linkedp1,5,1250,334247
nomig,simple,linkedp1,5,1250,334347
nomig,simple,linkedp1,5,1250,334343
nomig,simple,linkedp1,5,1250,334337
nomig,simple,linkedp1,5,1250,334392
nomig,simple,linkedp1,5,1250,334214
nomig,simple,linkedp1,5,1250,334316
nomig,simple,linkedp1,5,1250,334381
nomig,simple,linkedp1,5,1250,334347
nomig,simple,linkedp1,5,1250,334341
nomig,simple,linkedp1,5,1250,334192
nomig,simple,linkedp1,5,1250,334412
nomig,simple,linkedp1,5,1250,334456
nomig,simple,linkedp1,5,1250,334341
nomig,simple,linkedp1,5,1250,334347
nomig,simple,linkedp1,5,1250,334322
nomig,simple,linkedp1,5,1250,334403
nomig,simple,linkedp1,5,1250,334423
nomig,simple,linkedp1,5,1250,334467
nomig,simple,linkedp1,5,1250,334447
nomig,simple,linkedp1,5,1250,334270
nomig,simple,linkedp1,5,1250,334370
nomig,simple,linkedp1,5,1250,334301
nomig,simple,linkedp1,5,1250,334395
nomig,simple,linkedp1,5,1250,334399
nomig,simple,linkedp1,5,1250,334408
nomig,simple,linkedp1,5,1250,334323
nomig,simple,linkedp1,5,1250,334363
nomig,simple,linkedp1,5,1250,334228
nomig,simple,linkedp1,5,1250,334439
nomig,simple,linkedp1,5,1250,334302
nomig,simple,linkedp1,5,1250,334246
nomig,simple,linkedp1,5,1250,334282
nomig,simple,linkedp1,5,1250,334334
nomig,simple,linkedp1,5,1250,334292
nomig,simple,linkedp1,5,1250,334273
nomig,simple,linkedp1,5,1250,334299
nomig,simple,linkedp1,5,1250,334280
nomig,simple,linkedp1,5,1250,334349
nomig,simple,linkedp1,5,1250,334331
nomig,simple,linkedp1,5,1250,334362
nomig,simple,linkedp1,5,1250,334424
nomig,simple,linkedp1,5,1250,334387
nomig,simple,linkedp1,5,1250,334296
nomig,simple,linkedp1,5,1250,334372
nomig,simple,linkedp1,5,1250,334551
nomig,simple,linkedp1,5,1250,334341
nomig,simple,linkedp1,5,1250,334431
nomig,simple,linkedp1,5,1250,334331
nomig,simple,linkedp1,5,1250,334463
nomig,simple,linkedp1,5,1250,334383
nomig,simple,linkedp1,5,1250,334399
nomig,simple,linkedp1,5,1250,334218
nomig,simple,linkedp1,5,1250,334291
nomig,simple,linkedp1,5,1250,334343
nomig,simple,linkedp1,5,1250,334256
nomig,simple,linkedp1,5,1250,334316
nomig,simple,linkedp1,5,1250,334379
nomig,simple,linkedp1,5,1250,334307
nomig,simple,linkedp1,5,1250,334260
