L,nu1,nu2,T,m12,m21,theta0,model,genome,dfe,divtime,percent
-728.7102137903432,0.2207363902476084,0.2671219493607355,0.686974742523603,0.0,0.0579822644933137,3268.3785537915264,p1_p2,simple,balancing,20000,15
-708.0517350533846,0.2180749253325141,0.2682580908864805,0.6961775829144345,0.0,0.0499871639028005,3266.9720355329982,p1_p2,simple,balancing,20000,15
-675.7887517876579,0.2124652419022966,0.266850613284994,0.659546708294123,0.0,0.041796881738604,3309.0881163938147,p1_p2,simple,balancing,20000,15
-670.0272838529179,0.2237762518195557,0.2752587866390127,0.7286728690743786,0.0,0.0515171479103338,3207.022835586383,p1_p2,simple,balancing,20000,15
-706.0199031380087,0.2087082639563372,0.263999887504059,0.6437081176681116,0.0,0.0440865620830172,3341.007203188308,p1_p2,simple,balancing,20000,15
-684.0332428596332,0.2028445274363665,0.2667358084343078,0.6293475524559669,0.0060293624630291,0.0131147958517233,3354.7282844788933,p1_p2,simple,balancing,20000,15
-732.9063716741168,0.2168250785166245,0.260892487263243,0.6667672707269128,0.0,0.0492395570480999,3312.51429580084,p1_p2,simple,balancing,20000,15
-710.7340877164642,0.2112208832378776,0.2668963115425128,0.6691925515741124,0.0,0.0381329148599677,3307.533259345076,p1_p2,simple,balancing,20000,15
-704.4878937943413,0.213508568487857,0.2604491302699803,0.6448529292180825,0.0,0.0389944498061074,3335.1658612853557,p1_p2,simple,balancing,20000,15
-704.5056957909962,0.2106357077674536,0.2619372702464108,0.6572274974645276,0.0,0.0544786586035942,3336.637724959977,p1_p2,simple,balancing,20000,15
-654.380384781941,0.2079066009344895,0.2613446862650033,0.6553769573820671,0.0,0.0403731312583965,3346.8517892730893,p1_p2,simple,balancing,20000,15
-724.7195174863043,0.2125493892577612,0.2535306526397905,0.6759503298548701,0.0,0.0512706269251578,3349.3893576302617,p1_p2,simple,balancing,20000,15
-647.7925728798446,0.2175823424239191,0.2678905567809945,0.6832764330607974,0.0,0.0492742592399894,3276.768771656596,p1_p2,simple,balancing,20000,15
-677.5887907135116,0.2113198504631464,0.2684631859597297,0.6991346080955341,0.0061490249878859,0.0478054921850391,3288.121340261797,p1_p2,simple,balancing,20000,15
-680.5727952538302,0.1954808219122185,0.2499700743159178,0.6046521478525932,0.0,0.0354602347190418,3461.3900538092525,p1_p2,simple,balancing,20000,15
-638.6502651122538,0.2101262506955754,0.2639369600055215,0.6562829973747448,0.0,0.0396644801061565,3328.9911865385766,p1_p2,simple,balancing,20000,15
-665.8671094548138,0.2087655806572091,0.2621582175884816,0.6466163161353905,0.0,0.0326100480767524,3343.9568055983327,p1_p2,simple,balancing,20000,15
-710.279402528765,0.1999885256079213,0.2499933016908213,0.5976171159399392,0.0,0.0368620861683426,3447.190654690496,p1_p2,simple,balancing,20000,15
-688.5019497058587,0.1997901599447319,0.2519826087978269,0.6265866490071591,0.0,0.0438559215801412,3427.507548731128,p1_p2,simple,balancing,20000,15
-734.0781347196726,0.194659382978556,0.2407040867014629,0.5863656584723373,0.0,0.0441206814811337,3512.2487816077883,p1_p2,simple,balancing,20000,15
-694.5158258777003,0.2166349580999277,0.2670226140485401,0.6721167972632637,0.0,0.0384797689729221,3286.891509623225,p1_p2,simple,balancing,20000,15
-708.6646468133608,0.2062303177138361,0.2513224373952832,0.6264004566253164,0.0,0.0450724182704043,3405.9614371310267,p1_p2,simple,balancing,20000,15
-716.697198675816,0.1997384945365797,0.2500458628996339,0.6095421632184888,0.0029558540785858,0.0410217984974919,3443.6029182928373,p1_p2,simple,balancing,20000,15
-673.2726614597673,0.2101343743300227,0.2596769212960057,0.6582107900534602,0.0007752022552335,0.0448259585546335,3344.384934107356,p1_p2,simple,balancing,20000,15
-661.9332786672541,0.2084620105221656,0.254129247636525,0.6512802848997156,0.0,0.0426790584624516,3373.889769520831,p1_p2,simple,balancing,20000,15
-655.2284474216333,0.2026156488708508,0.2541579341268443,0.6427596397197168,0.0,0.0418097498888574,3399.725961802071,p1_p2,simple,balancing,20000,15
-674.17105856753,0.223395964067225,0.2670122064303632,0.7005188281369018,0.0005224302741761,0.0533459103619077,3251.6934576693247,p1_p2,simple,balancing,20000,15
-689.219531036004,0.2012743530107422,0.2539126304359597,0.6167593773081184,0.0,0.041236596922167,3418.8258126534342,p1_p2,simple,balancing,20000,15
-658.2960887486711,0.2284718030702577,0.2783053504998247,0.7320715766493323,0.0,0.0481644673475862,3179.681459146336,p1_p2,simple,balancing,20000,15
-744.9247607172567,0.2300606568175108,0.2607293383370286,0.7150844473278989,0.0,0.069213201578006,3245.6079816705296,p1_p2,simple,balancing,20000,15
-682.7768447475792,0.2143618954399001,0.2676308365924191,0.6754606896975989,0.0,0.0440354546563572,3291.872545667841,p1_p2,simple,balancing,20000,15
-688.7405259366819,0.2139153869543642,0.2569605070135372,0.6837176717061669,0.0,0.058814187114945,3329.3969764267194,p1_p2,simple,balancing,20000,15
-976.6252061886388,0.7137134442021024,0.8157115305840664,0.9680313318682215,0.0051018040218539,0.0992158067870625,1666.1849669069568,p1_p2,drosophila,linkedp1,5000,5
-956.8021789709516,0.6978808668626392,0.8531127317555652,0.9660265758435448,0.0051020750587134,0.0857760162686689,1654.4693448862251,p1_p2,drosophila,linkedp1,5000,5
-961.4792434430829,0.7369478096477535,0.8438648788414359,0.979815027081136,0.0,0.0905890283304422,1632.2213838295222,p1_p2,drosophila,linkedp1,5000,5
-986.1994694966452,0.6811492470464148,0.7727600948445682,0.901775772490179,0.0027891612551377,0.0987563244229004,1732.250649560884,p1_p2,drosophila,linkedp1,5000,5
-1005.0058192742276,0.7205823851019134,0.8187728862176914,0.9490341809693628,0.0004414930348511,0.0919198135068041,1664.9208227947574,p1_p2,drosophila,linkedp1,5000,5
-1030.9145024261115,0.7565485538572823,0.8885116635870994,0.97806684360563,0.0,0.0672565943374159,1596.5090242950012,p1_p2,drosophila,linkedp1,5000,5
-974.2462927148714,0.7638695894726921,0.8146614834085046,1.0194534342585144,0.0017742497654529,0.1099009762721996,1622.8713111383584,p1_p2,drosophila,linkedp1,5000,5
-959.974000006796,0.7181842976301347,0.8277675967992524,0.9540026076131674,0.0056849290574286,0.0855570202718672,1659.6403234030672,p1_p2,drosophila,linkedp1,5000,5
-992.1567933421868,0.6884648859477225,0.917532613105158,0.926732524566396,0.0264199340522374,0.0192167333941406,1633.4534958756828,p1_p2,drosophila,linkedp1,5000,5
-951.8311296563384,0.6739934618316747,0.8041331031778283,0.9565755648756552,0.0100190398115751,0.0903346236060513,1701.9185554660226,p1_p2,drosophila,linkedp1,5000,5
-1004.515962052108,0.7292586361035743,0.8395245874355823,0.9458960177280452,0.0031826470783252,0.0844801114977819,1648.302202486491,p1_p2,drosophila,linkedp1,5000,5
-975.419011382505,0.7392479268525435,0.8346400472209068,0.960625229284291,0.0038202414002203,0.0873964501484586,1641.1147968767084,p1_p2,drosophila,linkedp1,5000,5
-958.7779727536176,0.811262408633072,0.9128265029498848,1.1662617437111302,0.0125846123257552,0.0972671053996973,1508.595537505353,p1_p2,drosophila,linkedp1,5000,5
-977.9407833903136,0.7164035976495924,0.8940334664402015,0.9343530758457468,0.004961783116744,0.0541316177542696,1628.264835877617,p1_p2,drosophila,linkedp1,5000,5
-1020.9426777790578,0.5781630741184494,0.6940160314155435,0.7232463063037707,0.0071921987578214,0.0704661945901892,1918.516217605056,p1_p2,drosophila,linkedp1,5000,5
-1002.7243853405269,0.6424249001022807,0.7450733458559707,0.8712661597757582,0.0025788952296611,0.1003123802538756,1787.0532068323162,p1_p2,drosophila,linkedp1,5000,5
-968.0500545761251,0.6876170776188506,0.8243548740121523,0.9540415834383074,0.0128877963063564,0.0795708116123811,1680.8762561211126,p1_p2,drosophila,linkedp1,5000,5
-969.6513517499724,0.5975244404358677,0.7418077931676399,0.7341171443421398,0.0052608111723364,0.0223787038733234,1861.8224359292683,p1_p2,drosophila,linkedp1,5000,5
-977.182462333184,0.7045128570216971,0.8398874300996261,0.9162630062707684,0.0072749915257167,0.0766575386502469,1671.3098355613174,p1_p2,drosophila,linkedp1,5000,5
-1017.2878178308164,0.605980237016592,0.7550794075133431,0.7421901445518645,0.0378337559923413,0.015122461997239,1843.4493474075848,p1_p2,drosophila,linkedp1,5000,5
-975.8459571827956,0.6665973291852102,0.7895390332097536,0.9068093749433298,0.0030577645324646,0.1013153949426229,1730.232257996994,p1_p2,drosophila,linkedp1,5000,5
-963.6472149849824,0.7168203664627935,0.8017287546819072,0.9554554906215555,0.0043695242465248,0.0868625378218408,1675.4695784708974,p1_p2,drosophila,linkedp1,5000,5
-998.0017633557992,0.6822412051052132,0.7840528513547252,0.904171149373203,0.0040317526861637,0.0872394326485593,1723.225571293319,p1_p2,drosophila,linkedp1,5000,5
-998.4332629362608,0.7120529238415956,0.8182640359608451,0.94581953612758,0.0022310741486267,0.0979859279281542,1671.692919076237,p1_p2,drosophila,linkedp1,5000,5
-1006.366150962246,0.7626583907875258,0.8792627591351865,1.092914816327094,0.0151739376582216,0.0988335868665435,1569.4389531843988,p1_p2,drosophila,linkedp1,5000,5
-971.977184294698,0.6500359990535594,0.7756456727550382,0.8773580622686659,0.0067642178789473,0.0870207337727836,1758.6503248508805,p1_p2,drosophila,linkedp1,5000,5
-1038.737303138072,0.5204185198392665,0.735230510348626,0.6706198965835456,0.0298386437998197,0.0144460962824609,1951.2492978405005,p1_p2,drosophila,linkedp1,5000,5
-983.9403901316792,0.6194643394966045,0.7537790520101987,0.8053131666224028,0.0135036166681477,0.0593690916115322,1816.01291078734,p1_p2,drosophila,linkedp1,5000,5
-967.1809253838958,0.6720399423691807,0.7948204057440178,0.8805020714119876,0.0031426443799978,0.0728242164346639,1729.5381872563423,p1_p2,drosophila,linkedp1,5000,5
-991.3060116204334,0.6753135165301198,0.8344378536567512,0.9748647602520432,0.0280250558060241,0.0701961972609849,1677.002183081448,p1_p2,drosophila,linkedp1,5000,5
-937.8222614957892,0.7189856401619638,0.8564740763964527,0.9960687417448963,0.0044760852662472,0.0893462936876751,1631.6505572960994,p1_p2,drosophila,linkedp1,5000,5
-954.592514425588,0.7172583301340979,0.8283597831715694,0.9419089299740168,0.0029012311301303,0.1003353426113249,1663.7086720865277,p1_p2,drosophila,linkedp1,5000,5
-991.9905504605904,0.7291016869504924,0.82422818171184,0.9650678589569156,0.002631194224867,0.1007540400991045,1652.471132884811,p1_p2,drosophila,linkedp1,5000,5
-931.9631347960518,0.759811285457797,0.838038585454,1.0189546547982216,0.007010404509852,0.0859819797099851,1611.488398925584,p1_p2,drosophila,linkedp1,5000,5
-995.8062900587348,0.6988898421196285,0.7731672344011502,0.8789489954912192,0.0090355479933647,0.0691985887092885,1725.529627503698,p1_p2,drosophila,linkedp1,5000,5
-1008.7121212692296,0.6933913225219926,0.8390913594182166,0.9372600249229732,0.0084529817780212,0.0883794403804012,1673.3797553058196,p1_p2,drosophila,linkedp1,5000,5
-1007.4546314301986,0.7072748252806698,0.8550665083661564,0.9376274691287724,0.0107332814915215,0.0756488534007864,1654.9832031613548,p1_p2,drosophila,linkedp1,5000,5
-1033.038787802449,0.6296970608387228,0.8351357010631311,0.8572231293106574,0.0370745841447069,0.0385507628822876,1739.3034967876813,p1_p2,drosophila,linkedp1,5000,5
-972.0499946442364,0.7275256919539821,0.8583560226409185,1.027156458390769,0.0060848391538971,0.090545458404719,1617.3456798150298,p1_p2,drosophila,linkedp1,5000,5
-1003.0673479412134,0.7598387043440099,0.8470047881864392,1.001155281546767,0.0,0.1044565318292425,1611.8592717624429,p1_p2,drosophila,linkedp1,5000,5
-974.9343318369844,0.6796533782617005,0.8795953178748545,0.9602273760270776,0.0347570327112548,0.0545584024582305,1651.5170433068502,p1_p2,drosophila,linkedp1,5000,5
-1016.402727793384,0.7228098794291155,0.8346783073673232,0.9947454439827772,0.0096309575556424,0.0870256466884906,1641.9262004017803,p1_p2,drosophila,linkedp1,5000,5
-966.0032136913262,0.752181527431976,0.8524451670363058,0.9675477841486066,0.0,0.0732342327008465,1621.221634744685,p1_p2,drosophila,linkedp1,5000,5
-954.887860191827,0.7183364524616419,0.8548464926128453,0.9950939641711968,0.0075529605846817,0.0902857463499422,1633.2738116039448,p1_p2,drosophila,linkedp1,5000,5
-974.5622288032782,0.6954744913396557,0.7883546095823999,0.9403714423522258,0.0009686504759223,0.0903325698771646,1701.7030491022438,p1_p2,drosophila,linkedp1,5000,5
-973.7086729285784,0.6159569735108723,0.7204464257706406,0.7537297610955633,0.0013415910359785,0.0476223940850933,1857.527070755745,p1_p2,drosophila,linkedp1,5000,5
-982.2802275140788,0.7065251545621382,0.7889252331308518,0.9587182616774031,0.0024739432867634,0.1058818905603356,1689.691686734548,p1_p2,drosophila,linkedp1,5000,5
-991.8033833491392,0.690678702336065,0.832571814593486,0.9675405655474476,0.0108261471147657,0.0977598108739279,1671.0586213996128,p1_p2,drosophila,linkedp1,5000,5
-964.4044881191454,0.7250046462784646,0.8916052470736897,0.9754616012856232,0.0153815224377866,0.0569175127880614,1613.3696157432623,p1_p2,drosophila,linkedp1,5000,5
-1034.9757790567498,0.5940992032591529,0.7460996752153353,0.7177251481407931,0.0285749086484783,0.0,1866.1693703450535,p1_p2,drosophila,linkedp1,5000,5
-1030.6176899765676,0.6835046547354624,0.781957009556004,0.893159044583724,0.0,0.0916175002055982,1726.9174329160696,p1_p2,drosophila,linkedp1,5000,5
-980.5272224997084,0.6638368461639546,0.775011149314352,0.8892884404322848,0.005703454417533,0.0914312212999928,1746.0687415162872,p1_p2,drosophila,linkedp1,5000,5
-969.1940005178589,0.7926961092171165,0.873475462129582,1.1504301590303887,0.0112202792977094,0.0984856236136844,1541.7661716166429,p1_p2,drosophila,linkedp1,5000,5
-976.3834734183076,0.7377920732817896,0.864510081943724,0.9999626444909174,0.0090721601523054,0.0793039595327143,1614.635323580749,p1_p2,drosophila,linkedp1,5000,5
-991.7917349927168,0.7464662353123863,0.8411570811242657,0.9897490231606196,0.0064538517217861,0.0873018550621476,1625.3473839084186,p1_p2,drosophila,linkedp1,5000,5
-980.384254128316,0.6559258309234584,0.7603818515146814,0.8847162167422196,0.0175435055783016,0.0922474734413376,1762.7819289756844,p1_p2,drosophila,linkedp1,5000,5
-997.7303443742,0.7114129636652339,0.8296745891041187,0.9750078429547006,0.0070709813378945,0.0907636403293742,1657.2719172480054,p1_p2,drosophila,linkedp1,5000,5
-954.527537180192,0.7293619006551598,0.8423260007225346,1.0204691297017083,0.0069682021772241,0.0933937780395555,1627.0456453076467,p1_p2,drosophila,linkedp1,5000,5
-1012.3595901083552,0.7198998823404887,0.8911419420763265,0.8943693985961997,0.0032820084283724,0.0389453985021706,1638.640594759024,p1_p2,drosophila,linkedp1,5000,5
-958.9457743082488,0.7215548881296374,0.8293922711672908,1.0082482561383816,0.0180533903978483,0.09458732948973,1642.5450660702402,p1_p2,drosophila,linkedp1,5000,5
-957.2377300350032,0.7228636838934026,0.8065577777058376,0.9881149749776912,0.0143149964408476,0.0814961878652436,1659.888914984164,p1_p2,drosophila,linkedp1,5000,5
-1042.3545795622908,0.5403001458838492,0.7524490031679683,0.737729800839284,0.0385308532694561,0.0236298392807264,1900.1953365181569,p1_p2,drosophila,linkedp1,5000,5
-984.860780717194,0.7270654873402704,0.8055458356494642,0.9274748977584728,0.0,0.1057106223933359,1675.0540593365852,p1_p2,drosophila,linkedp1,5000,5
-975.0014493371656,0.8484173324731629,0.9417792617816932,1.1437702910394676,0.009501229289093,0.0883740316490459,1481.560331053488,p1_p2,drosophila,linkedp1,5000,5
-1003.7350601510876,0.6804786693029856,0.8316282941366807,0.9054365517933276,0.0131995890639523,0.0540627689463837,1693.7717539495466,p1_p2,drosophila,linkedp1,5000,5
-957.5716619799508,0.7261055248863518,0.8355110850021568,0.9640787255070624,0.0074896561701641,0.0864296711413793,1647.6310337716002,p1_p2,drosophila,linkedp1,5000,5
-971.5099145812978,0.6662031860950803,0.8165820363441556,0.9053246177061088,0.013763931925394,0.0776036042943858,1713.1808154893135,p1_p2,drosophila,linkedp1,5000,5
-1001.7583407118856,0.6097449593852606,0.7983019474637131,0.8401067898456629,0.0411738712818223,0.055165540039186,1782.8635699275735,p1_p2,drosophila,linkedp1,5000,5
-975.860638176516,0.7084737906358269,0.7997094960689688,0.924689467977388,0.0084065966116785,0.089347887399027,1690.6100196357943,p1_p2,drosophila,linkedp1,5000,5
-962.2302376541164,0.7646087234552813,0.9006403168894073,1.073645981604103,0.0156125993401513,0.0950159727716241,1561.9998722805135,p1_p2,drosophila,linkedp1,5000,5
-996.2039009569198,0.6949715067126657,0.8134722228276374,0.9508304177074508,0.0090905386346685,0.0968143788240996,1684.1330741583522,p1_p2,drosophila,linkedp1,5000,5
-985.9022760764108,0.7381421303322178,0.8506044387865305,0.9656192163145688,0.0070602289604484,0.0828045076472425,1631.3798591565503,p1_p2,drosophila,linkedp1,5000,5
-1010.1282238970808,0.7435393114543927,0.8598402392675876,0.974364315313099,0.0054779203902124,0.0764351110786083,1620.5382936023375,p1_p2,drosophila,linkedp1,5000,5
-991.4980386651144,0.7078544683901994,0.8003348169152996,0.9843251854666956,0.0125022511432588,0.1022881446545895,1674.9489977361018,p1_p2,drosophila,linkedp1,5000,5
-1001.1273886050049,0.7239416747878541,0.8141373162530308,0.9292269352762134,0.0002745227499681,0.0776664745048078,1670.496809543382,p1_p2,drosophila,linkedp1,5000,5
-984.7438520352588,0.6510944041090994,0.7884994026929446,0.9163946985253412,0.0098877973332334,0.0909594836052378,1738.7104288310582,p1_p2,drosophila,linkedp1,5000,5
-986.4343267847476,0.7264152668085951,0.8587398286085153,0.983821931906632,0.007807624466032,0.0831575881186046,1628.9765308004824,p1_p2,drosophila,linkedp1,5000,5
-1007.044031026966,0.7101758374436316,0.8225819207839936,0.9743706058923248,0.012937209474726,0.0973274041265841,1662.6706137100607,p1_p2,drosophila,linkedp1,5000,5
-969.9498033336686,0.7013922476773643,0.8086207804073694,0.9307188555027538,0.0105090001232982,0.0698887573933059,1687.4592426204729,p1_p2,drosophila,linkedp1,5000,5
-993.9594414677646,0.7389088820887386,0.8218692427396809,0.9616155684078797,0.0,0.101946482545171,1648.787222764831,p1_p2,drosophila,linkedp1,5000,5
-981.5713486060218,0.6857727638772325,0.7844940008383989,0.8943308809139352,0.0006882733753891,0.0915185939267024,1723.4544164782071,p1_p2,drosophila,linkedp1,5000,5
-1028.4314835321366,0.5418100827507027,0.6961638778799352,0.6542204067581225,0.0025463076986098,0.0232885659878782,1968.349772666998,p1_p2,drosophila,linkedp1,5000,5
-972.2836692373696,0.6862949274786679,0.8758559323317892,0.8777747596840251,0.0092716037303035,0.0338962562166445,1671.8731522323212,p1_p2,drosophila,linkedp1,5000,5
-950.6047053529592,0.6853746817371072,0.7915340197757258,0.9104626337212066,0.0,0.093161554883343,1714.8350814994617,p1_p2,drosophila,linkedp1,5000,5
-978.7341678307124,0.6996284968990983,0.8182280270735847,0.9427660002380154,0.0063458498860174,0.0856760221191758,1680.0392256057637,p1_p2,drosophila,linkedp1,5000,5
-960.3043754646,0.668357483033495,0.776739638875307,0.8965007151978189,0.0106650071844895,0.0846971725675597,1739.5563272182592,p1_p2,drosophila,linkedp1,5000,5
-952.1990630066216,0.7243319372010028,0.8422286799035972,0.9567035568978304,0.0032137357128511,0.0712983119977841,1646.329017205284,p1_p2,drosophila,linkedp1,5000,5
-1010.499749774664,0.8482962298883091,0.9765714729531192,1.2111860214424557,0.0124260869581501,0.0956709120325402,1450.697520076506,p1_p2,drosophila,linkedp1,5000,5
-958.6930439912204,0.6656572942692757,0.8229554340237892,0.9055108292051612,0.0056525031188449,0.0737759736552827,1709.3839641441668,p1_p2,drosophila,linkedp1,5000,5
-1029.826479656091,0.6723258027931833,0.7869407022222867,0.9161838563246764,0.0216311080849977,0.0893906802376411,1725.0446911494712,p1_p2,drosophila,linkedp1,5000,5
-999.9037940752366,0.7234006375203199,0.8303730868670238,0.9458710421567,0.0,0.0943116748330143,1657.4173127435706,p1_p2,drosophila,linkedp1,5000,5
-1001.3276642139684,0.6864439513424656,0.8330344993102692,0.9582635243509294,0.0150772375795162,0.0835791783516295,1675.499103529893,p1_p2,drosophila,linkedp1,5000,5
-995.6510711219574,0.7323565041998974,0.8041699874636775,0.9374061656300025,7.139340031385352e-05,0.0942087677200683,1669.4213318605234,p1_p2,drosophila,linkedp1,5000,5
-1007.9941600064586,0.6925058545178637,0.7980679068196546,0.9094228321111342,0.0074383270784699,0.0916199644769852,1706.3430835200152,p1_p2,drosophila,linkedp1,5000,5
-1043.4113766286,0.6352772978897857,0.8347097365970428,0.9389766558875028,0.0802835817206831,0.0632084054256009,1713.8954243968676,p1_p2,drosophila,linkedp1,5000,5
-946.7288514639764,0.7136171227115419,0.8424865564580336,0.9504563671459306,0.0104152229181724,0.0645278166192142,1654.275315819122,p1_p2,drosophila,linkedp1,5000,5
-978.0623207751072,0.5989040154682703,0.7921382479749394,0.7629157894498347,0.0129430103051608,0.0346950456010199,1817.330379966295,p1_p2,drosophila,linkedp1,5000,5
-985.495576200834,0.7189700129297272,0.8387386671205418,0.9891677207042816,0.002575412282749,0.1121140032792958,1644.3988480802675,p1_p2,drosophila,linkedp1,5000,5
-1002.8255951485672,0.7046858164681732,0.8213633600648145,1.0035800802595591,0.0069223654959095,0.1014220894647432,1659.2091499814117,p1_p2,drosophila,linkedp1,5000,5
-969.4337112708292,0.7393317165693684,0.8507491781599119,0.9821434934068874,0.0063379736390146,0.0902605583329052,1626.3996647283184,p1_p2,drosophila,linkedp1,5000,5
-1083.6840544682384,1.024107833499304,1.1652802788482504,0.415906752330704,0.1107020942315102,0.3414480581659259,1605.7245177171424,p1_p2,drosophila,adaptiveint,1250,10
-1132.7900294284989,0.8659857918463669,1.0816418396594008,0.2786843331809381,0.0004156262896675,0.0483968454365893,1785.1600263635569,p1_p2,drosophila,adaptiveint,1250,10
-1100.9201908794166,0.9768733178144988,1.164276664067104,0.3245642832726765,0.012373012728987,0.1030444615883332,1687.368213249389,p1_p2,drosophila,adaptiveint,1250,10
-1069.72246308667,1.070801307657838,1.101113823097104,0.4143154166049827,0.0453574519861293,0.4830600881507122,1611.776334795633,p1_p2,drosophila,adaptiveint,1250,10
-1107.6682898666984,0.7797869110542432,1.0816807648179048,0.2690701073404489,0.0961448009541519,0.0452567877501148,1824.2885744753237,p1_p2,drosophila,adaptiveint,1250,10
-1112.2117991422374,0.8887508495403658,1.1227998486637074,0.3018743257832834,0.044024647181748,0.0499246896946719,1745.164223929414,p1_p2,drosophila,adaptiveint,1250,10
-1129.5309891973236,0.932315712844715,1.1584831656958836,0.3118544714686166,0.0238327240535828,0.028637247816694,1712.76170500722,p1_p2,drosophila,adaptiveint,1250,10
-1075.4643546148902,0.974458764869138,1.1286571153966902,0.3790612251116459,0.0518883784845181,0.3293190930075304,1657.1003891125704,p1_p2,drosophila,adaptiveint,1250,10
-1160.811466759232,0.7290827447761599,0.8114665257485904,0.2333671428650796,0.0523571938398556,0.0003426521957729,1970.605293194811,p1_p2,drosophila,adaptiveint,1250,10
-1116.6091679215417,0.8294524548654524,1.0568460293028925,0.2988326590932081,0.0842068602630136,0.1528704500973887,1788.474425362658,p1_p2,drosophila,adaptiveint,1250,10
-1143.0902506472366,0.9198996295404548,1.2045616919632236,0.3121352503865867,0.024685276961826,0.0495594312840504,1704.6566811393209,p1_p2,drosophila,adaptiveint,1250,10
-1069.0619301760587,0.9492451181905888,1.0901410100877371,0.384679525268926,0.1283746426494675,0.3599205767566235,1672.6172980665374,p1_p2,drosophila,adaptiveint,1250,10
-1091.3603288938148,0.9731367628349183,1.1010590798095563,0.3703065680843891,0.119259335147344,0.3090951897612167,1671.211126425285,p1_p2,drosophila,adaptiveint,1250,10
-1124.332508825869,0.992571183145591,1.2189901796568334,0.3419168053455424,0.0848581477057323,0.051284449795325,1653.7342362502884,p1_p2,drosophila,adaptiveint,1250,10
-1229.9767211493115,0.5984738510820143,0.7644193922483253,0.2309492868854807,0.1966544839620068,0.0159827181486091,2059.8948370715584,p1_p2,drosophila,adaptiveint,1250,10
-1104.473964474878,0.9733669432445402,1.2128444596745254,0.3361051467581272,0.0520870350105888,0.0853962967587077,1666.0688405365358,p1_p2,drosophila,adaptiveint,1250,10
-1123.76020335884,0.7625673281179793,0.979688332844214,0.2595561772544102,0.1046316489054522,0.0574829323803432,1871.6609045125667,p1_p2,drosophila,adaptiveint,1250,10
-1165.94394201635,0.6808621650598996,0.93562106694676,0.2278177139936162,0.0003306637321899,0.0004297372433157,1949.3901440643283,p1_p2,drosophila,adaptiveint,1250,10
-1133.250517957615,0.9619860753526008,1.1474491078827658,0.3086604529099004,0.0179465281236343,0.0351553406468539,1709.4808162997724,p1_p2,drosophila,adaptiveint,1250,10
-1074.4263878803372,0.9924748479765424,1.1230670841202424,0.3485115594691063,0.0914956405486263,0.2497730984574875,1675.015375691209,p1_p2,drosophila,adaptiveint,1250,10
-1068.8256375817746,0.9947838862719882,1.1454510444111103,0.3750201014830771,0.0512882813536206,0.3449972205297779,1649.049533826921,p1_p2,drosophila,adaptiveint,1250,10
-1064.2462571890098,0.99810918402908,1.1440424386133683,0.3832475688941069,0.0266714611774531,0.2653908992724929,1641.8682645605538,p1_p2,drosophila,adaptiveint,1250,10
-1113.7523570841995,0.9771117330144335,1.2369411120919511,0.3177422479614836,0.0107289998714442,0.0160176134839397,1674.4831668879062,p1_p2,drosophila,adaptiveint,1250,10
-1086.3709468062434,0.875104806303158,1.0909269950480622,0.2948509045501456,0.0391376499983593,0.0791361504864235,1765.0966224649271,p1_p2,drosophila,adaptiveint,1250,10
-1072.801960036923,0.9751829044535084,1.135248398561813,0.3660190738701672,0.0315578129782114,0.3483586954446271,1664.8077525157712,p1_p2,drosophila,adaptiveint,1250,10
-1130.268913079639,0.9013747588827584,1.0648684973534694,0.2852065882009957,0.0622368298258542,0.0093366916703997,1771.8954304440276,p1_p2,drosophila,adaptiveint,1250,10
-1109.809537145203,0.917747964901584,1.1883391648347064,0.312804936630946,0.015820973372584,0.0769761847287431,1709.153741169135,p1_p2,drosophila,adaptiveint,1250,10
-1291.3502281787887,0.5299099756423148,0.7254914046532142,0.1711552395285691,0.0007765868174099,0.0,2160.2832743693275,p1_p2,drosophila,adaptiveint,1250,10
-1157.0767830821546,0.7319572820668577,0.8915731807090691,0.2349688622828845,0.0167768946841236,0.0016336743317252,1936.6536428932736,p1_p2,drosophila,adaptiveint,1250,10
-1067.7737206655988,1.016140799468651,1.0761255564209646,0.3793727729212313,0.0245555504669024,0.4365775230471681,1659.5143300388183,p1_p2,drosophila,adaptiveint,1250,10
-1152.7840431187424,0.838409816991299,1.1321699862710797,0.2990652784678544,0.1563600299556603,0.0125846860484481,1761.3982224922174,p1_p2,drosophila,adaptiveint,1250,10
-1085.4548161106168,1.012759642663056,1.1407847066978118,0.3818327760247815,0.0087406409225407,0.4426182044158505,1641.001623151559,p1_p2,drosophila,adaptiveint,1250,10
-1097.0068252549756,0.937129106286114,1.0619318596237322,0.3376936619210667,0.0266840424729432,0.2329142470994345,1718.7548803332904,p1_p2,drosophila,adaptiveint,1250,10
-1144.243000291421,0.8706566889017232,1.140273574389433,0.3066701803078759,0.1290940649833973,0.0759671475062537,1742.1424875868345,p1_p2,drosophila,adaptiveint,1250,10
-1063.3132156365737,0.960973223808757,1.0921664991008193,0.3825802508865252,0.0450271391954069,0.4443731539355746,1670.7891683519044,p1_p2,drosophila,adaptiveint,1250,10
-1187.514258925352,0.8924762361287248,1.004348625466388,0.2691345817595602,0.0203874996948968,0.0086825756841134,1807.5318213242776,p1_p2,drosophila,adaptiveint,1250,10
