,MIG12$,MIG21$,TDIV$,NANC$,V1$,V2$,MaxEstLhood,MaxObsLhood,time,genome,model,dfe,percent,replicate
0,4.94974e-09,1.06158e-07,1920992,126854,2.4759306,2.4038158,-29561.832,-29375.692,20000,drosophila,p1_p2,neutral,NA,40
0,6.27272e-09,8.91574e-08,2060800,87182,3.7437851,3.6861166,-29566.29,-29363.623,20000,drosophila,p1_p2,neutral,NA,41
0,4.19013e-09,9.0832e-08,1969664,105556,3.1165,3.0629945,-29683.685,-29470.289,20000,drosophila,p1_p2,neutral,NA,42
0,4.3842e-09,9.95555e-08,2063711,90078,3.5208036,3.5709711,-29610.735,-29419.71,20000,drosophila,p1_p2,neutral,NA,43
0,4.25371e-09,1.02922e-07,2069608,104099,3.0506777,3.0483741,-29626.115,-29422.142,20000,drosophila,p1_p2,neutral,NA,44
0,3.64807e-09,9.21379e-08,1718849,192442,1.7171749,1.7126587,-29642.908,-29446.096,20000,drosophila,p1_p2,neutral,NA,45
0,8.84957e-09,9.76965e-08,2016699,96560,3.1977887,3.2868726,-29561.957,-29371.694,20000,drosophila,p1_p2,neutral,NA,46
0,9.02828e-09,1.01911e-07,1884190,140796,2.2528427,2.1612408,-29656.32,-29445.449,20000,drosophila,p1_p2,neutral,NA,47
0,2.72089e-09,9.76685e-08,2057493,91821,3.6071592,3.3547063,-29682.875,-29486.473,20000,drosophila,p1_p2,neutral,NA,48
0,3.25479e-09,1.04007e-07,2120014,82307,3.6749532,3.9825352,-29624.256,-29422.934,20000,drosophila,p1_p2,neutral,NA,49
0,3.65924e-09,7.72756e-08,1335467,318590,0.997806,1.0453439,-29513.442,-29341.262,20000,drosophila,p1_p2,neutral,NA,50
0,5.1182e-09,9.62875e-08,1824139,164835,1.9728421,1.9726775,-29668.016,-29467.24,20000,drosophila,p1_p2,neutral,NA,51
0,2.38912e-09,7.09666e-08,1178231,331141,0.8878545,1.0476457,-29525.687,-29367.445,20000,drosophila,p1_p2,neutral,NA,52
0,5.99078e-09,1.00647e-07,2027355,88282,3.6748095,3.4615622,-29613.811,-29423.051,20000,drosophila,p1_p2,neutral,NA,53
0,2.44146e-09,8.7695e-08,1545333,239261,1.3305784,1.3844287,-29585.101,-29376.896,20000,drosophila,p1_p2,neutral,NA,54
0,7.69138e-09,1.08414e-07,2003802,101352,3.028705,3.0781489,-29596.458,-29405.824,20000,drosophila,p1_p2,neutral,NA,55
0,6.09432e-09,1.04392e-07,1935790,147750,2.1684879,2.1389367,-29639.378,-29448.49,20000,drosophila,p1_p2,neutral,NA,56
0,3.33485e-09,5.83343e-08,1244737,328469,0.9859849,1.0742565,-29529.779,-29359.476,20000,drosophila,p1_p2,neutral,NA,57
0,3.13839e-09,9.05771e-08,1832440,150534,2.1235352,2.1719326,-29583.363,-29402.405,20000,drosophila,p1_p2,neutral,NA,58
0,7.90112e-09,9.35268e-08,1898938,135480,2.315861,2.3318162,-29575.229,-29387.19,20000,drosophila,p1_p2,neutral,NA,59
0,2.88693e-09,9.7969e-08,1956179,128356,2.4968623,2.5180383,-29569.465,-29375.728,20000,drosophila,p1_p2,neutral,NA,60
0,6.28955e-09,9.91399e-08,2006549,90927,3.4239033,3.4968658,-29689.023,-29481.804,20000,drosophila,p1_p2,neutral,NA,61
0,1.1703e-08,9.72684e-08,2120866,78675,4.026679,3.9567533,-29669.093,-29488.867,20000,drosophila,p1_p2,neutral,NA,62
0,5.00095e-09,1.0603e-07,2113792,80737,3.9903519,3.6991218,-29590.115,-29398.03,20000,drosophila,p1_p2,neutral,NA,63
0,9.71977e-10,8.53694e-08,2028202,86118,3.6452339,3.7311923,-29381.932,-29207.606,20000,drosophila,p1_p2,neutral,NA,64
0,1.69073e-09,6.14525e-08,1175912,324503,0.9654285,1.1256105,-29635.913,-29466.62,20000,drosophila,p1_p2,neutral,NA,65
0,9.73422e-09,9.59165e-08,2076923,96042,3.3526171,3.3845975,-29736.934,-29546.032,20000,drosophila,p1_p2,neutral,NA,66
0,8.66115e-09,1.11236e-07,1988597,126834,2.5586146,2.372244,-29722.644,-29514.427,20000,drosophila,p1_p2,neutral,NA,67
0,7.62029e-09,9.33033e-08,1985366,126004,2.572947,2.6450782,-29671.642,-29480.207,20000,drosophila,p1_p2,neutral,NA,68
0,9.54335e-09,1.02618e-07,2058289,90420,3.3497952,3.5050727,-29619.09,-29396.858,20000,drosophila,p1_p2,neutral,NA,69
0,5.72229e-09,1.08712e-07,2026370,94253,3.4120934,3.3054515,-29618.457,-29423.431,20000,drosophila,p1_p2,neutral,NA,70
0,2.66055e-09,9.66702e-08,1795497,169596,1.8369959,1.9296312,-29558.664,-29374.638,20000,drosophila,p1_p2,neutral,NA,71
0,2.38118e-09,1.0372e-07,2000277,91565,3.4714814,3.62961,-29645.087,-29443.675,20000,drosophila,p1_p2,neutral,NA,72
0,3.10631e-09,1.14719e-07,1914977,139407,2.2042548,2.1933167,-29580.122,-29380.458,20000,drosophila,p1_p2,neutral,NA,73
0,2.75655e-09,1.16175e-07,2077321,98448,3.2171555,2.9495835,-29710.948,-29498.054,20000,drosophila,p1_p2,neutral,NA,74
0,5.33727e-09,1.04251e-07,2043342,100998,3.204761,3.1683382,-29767.858,-29556.686,20000,drosophila,p1_p2,neutral,NA,75
0,2.87536e-09,1.06635e-07,1728449,187357,1.6242053,1.6840924,-29588.403,-29399.343,20000,drosophila,p1_p2,neutral,NA,76
0,2.21838e-09,9.56682e-08,1931660,111331,2.728527,2.8372559,-29518.668,-29332.357,20000,drosophila,p1_p2,neutral,NA,77
0,4.0078e-09,9.78508e-08,2056689,82973,3.935712,3.7557051,-29474.252,-29285.436,20000,drosophila,p1_p2,neutral,NA,78
0,7.6524e-09,9.25072e-08,2119303,86480,3.6306669,3.6994184,-29572.599,-29385.984,20000,drosophila,p1_p2,neutral,NA,79
0,9.01882e-09,9.70025e-08,2152133,82614,3.7759108,3.9100856,-29617.56,-29413.587,20000,drosophila,p1_p2,neutral,NA,80
0,5.47125e-09,9.71332e-08,2117625,77081,4.0012034,4.2476856,-29571.677,-29379.689,20000,drosophila,p1_p2,neutral,NA,81
0,5.4906e-09,9.03928e-08,2039296,78663,4.0852624,4.2493127,-29597.916,-29417.806,20000,drosophila,p1_p2,neutral,NA,82
0,7.29594e-09,9.57677e-08,1895207,137144,2.3614303,2.4323709,-29717.904,-29527.434,20000,drosophila,p1_p2,neutral,NA,83
0,3.37773e-09,5.34545e-08,1211099,320333,0.9607475,1.1453063,-29643.115,-29451.153,20000,drosophila,p1_p2,neutral,NA,84
0,4.27387e-09,1.0037e-07,2086628,84257,3.7919847,3.5421238,-29568.024,-29366.156,20000,drosophila,p1_p2,neutral,NA,85
0,4.74106e-09,9.34924e-08,1927182,139614,2.2201432,2.3703622,-29628.002,-29437.439,20000,drosophila,p1_p2,neutral,NA,86
0,8.27852e-09,9.49395e-08,1908390,140988,2.328724,2.2663162,-29569.399,-29368.219,20000,drosophila,p1_p2,neutral,NA,87
0,4.20992e-09,4.39013e-08,924331,448649,0.6251045,0.7593514,-29517.089,-29352.114,20000,drosophila,p1_p2,neutral,NA,88
0,4.59289e-09,1.11186e-07,2176732,87897,3.6330208,3.5158845,-29664.739,-29455.109,20000,drosophila,p1_p2,neutral,NA,89
0,7.57987e-09,7.83168e-08,1220928,344437,0.8599673,1.0113005,-29558.002,-29373.193,20000,drosophila,p1_p2,neutral,NA,90
0,1.95561e-09,6.79868e-08,1100087,383167,0.8543281,0.8736596,-29624.548,-29451.831,20000,drosophila,p1_p2,neutral,NA,91
0,1.15065e-08,9.836e-08,1714144,230876,1.2547687,1.4048611,-29636.208,-29426.879,20000,drosophila,p1_p2,neutral,NA,92
0,2.47901e-09,1.10418e-07,2081050,101076,3.1718574,2.952781,-29605.24,-29388.548,20000,drosophila,p1_p2,neutral,NA,93
0,6.56575e-09,7.36548e-08,1356436,306932,1.0062759,1.117658,-29576.479,-29385.498,20000,drosophila,p1_p2,neutral,NA,94
0,3.57691e-09,9.65516e-08,2064850,94108,3.4227223,3.424152,-29554.017,-29376.062,20000,drosophila,p1_p2,neutral,NA,95
0,3.70903e-09,4.80203e-08,1084646,416516,0.724851,0.8637289,-29578.006,-29397.963,20000,drosophila,p1_p2,neutral,NA,96
0,2.86642e-09,8.43726e-08,1472177,265853,1.1456082,1.2633765,-29595.022,-29413.758,20000,drosophila,p1_p2,neutral,NA,97
0,2.6024e-09,8.41664e-08,1302371,323472,0.9569521,1.0259076,-29607.507,-29427.556,20000,drosophila,p1_p2,neutral,NA,98
0,7.78474e-09,9.10446e-08,2113610,80966,3.837611,4.2503143,-29650.894,-29452.047,20000,drosophila,p1_p2,neutral,NA,99
0,2.7246e-07,2.24812e-09,94170,357424,0.7941186,1.0620594,-36281.902,-36139.458,1250,drosophila,p1_p2,balancing,15percent,0
0,1.6043e-06,6.6543e-07,137785,193669,1.3866306,1.9359648,-36354.554,-36178.367,1250,drosophila,p1_p2,balancing,15percent,1
0,3.89208e-08,2.87653e-06,139551,139491,2.1674676,2.2378728,-36191.486,-36023.821,1250,drosophila,p1_p2,balancing,15percent,2
0,1.48848e-06,1.22172e-06,178299,133465,2.1677703,2.8836537,-36197.86,-36005.9,1250,drosophila,p1_p2,balancing,15percent,3
0,2.92388e-07,1.1731e-09,96853,345799,0.8633771,1.1373227,-36069.416,-35937.404,1250,drosophila,p1_p2,balancing,15percent,4
0,3.56556e-07,5.21101e-09,104947,321107,0.9379142,1.2378461,-35983.213,-35850.94,1250,drosophila,p1_p2,balancing,15percent,5
0,3.13632e-08,3.79904e-06,132778,225449,1.2105989,1.1403034,-36222.728,-36009.703,1250,drosophila,p1_p2,balancing,15percent,6
0,1.14035e-09,4.73347e-06,114282,360631,0.6763433,0.6144527,-36397.834,-36174.371,1250,drosophila,p1_p2,balancing,15percent,7
0,9.97745e-07,1.24349e-07,111680,272896,1.0588978,1.4387466,-36271.033,-36138.571,1250,drosophila,p1_p2,balancing,15percent,8
0,7.69573e-07,2.24449e-06,185785,98565,3.2242237,3.361382,-36176.16,-36000.15,1250,drosophila,p1_p2,balancing,15percent,9
0,3.60545e-07,2.80117e-06,193978,88441,3.7819635,3.5385101,-36301.642,-36117.701,1250,drosophila,p1_p2,balancing,15percent,10
0,3.38941e-07,3.33313e-06,212963,83053,4.1181903,3.3772278,-36180.821,-36024.885,1250,drosophila,p1_p2,balancing,15percent,11
0,5.27273e-07,2.35659e-06,179897,93693,3.401493,3.4834012,-36153.815,-36008.004,1250,drosophila,p1_p2,balancing,15percent,12
0,1.83547e-08,4.17167e-06,118585,289885,0.8713198,0.8190688,-36295.784,-36039.885,1250,drosophila,p1_p2,balancing,15percent,13
0,7.62833e-08,2.91082e-06,161857,108156,2.9922066,2.7429068,-36360.749,-36171.928,1250,drosophila,p1_p2,balancing,15percent,14
0,1.00969e-08,3.66091e-06,146145,163461,1.778703,1.717003,-36195.332,-35997.09,1250,drosophila,p1_p2,balancing,15percent,15
0,1.5251e-06,5.9634e-07,134462,191073,1.5632222,2.0061551,-36151.081,-35977.629,1250,drosophila,p1_p2,balancing,15percent,16
0,1.89199e-07,5.33438e-09,97513,326089,0.9324163,1.1722444,-36155.516,-36018.58,1250,drosophila,p1_p2,balancing,15percent,17
0,7.89463e-08,3.12348e-06,165466,110504,2.9392667,2.6964126,-36199.801,-36016.782,1250,drosophila,p1_p2,balancing,15percent,18
0,4.93442e-08,3.31004e-06,165528,127309,2.4709407,2.2751867,-36143.478,-35986.637,1250,drosophila,p1_p2,balancing,15percent,19
0,2.60081e-08,3.54126e-06,147668,149684,1.9814374,1.9016405,-36276.023,-36130.405,1250,drosophila,p1_p2,balancing,15percent,20
0,6.35003e-07,2.63392e-06,189763,94947,3.3214466,3.3612372,-36309.262,-36146.54,1250,drosophila,p1_p2,balancing,15percent,21
0,3.78421e-07,1.08749e-09,98692,344656,0.8588861,1.1387479,-36125.331,-35987.658,1250,drosophila,p1_p2,balancing,15percent,22
0,2.54678e-07,7.26201e-10,98434,343504,0.8403371,1.1062497,-36233.516,-36106.178,1250,drosophila,p1_p2,balancing,15percent,23
0,8.83912e-08,1.1033e-09,95188,354560,0.8874881,1.0051896,-36240.62,-36114.002,1250,drosophila,p1_p2,balancing,15percent,24
0,1.4402e-07,1.21101e-10,94223,351828,0.8486099,1.0139568,-36197.613,-36067.454,1250,drosophila,p1_p2,balancing,15percent,25
0,1.04786e-07,3.1333e-06,154811,113371,2.7828985,2.6215916,-36191.968,-36022.465,1250,drosophila,p1_p2,balancing,15percent,26
0,3.99863e-07,1.39877e-09,97821,356257,0.8045992,1.1038698,-36201.075,-36074.222,1250,drosophila,p1_p2,balancing,15percent,27
0,6.52703e-09,4.28424e-06,100233,399197,0.5717152,0.5748528,-36192.809,-35954.892,1250,drosophila,p1_p2,balancing,15percent,28
0,1.7475e-07,2.67938e-06,168448,93315,3.569341,3.5215554,-36198.067,-36025.213,1250,drosophila,p1_p2,balancing,15percent,29
0,7.78626e-07,3.64859e-08,114475,297391,1.0148455,1.3406943,-36107.593,-35955.682,1250,drosophila,p1_p2,balancing,15percent,30
0,1.17059e-07,2.88758e-06,155875,114488,2.8630962,2.7713448,-36304.289,-36139.805,1250,drosophila,p1_p2,balancing,15percent,31
0,8.4768e-07,4.85353e-08,114207,310245,0.9343709,1.2488702,-36372.601,-36236.152,1250,drosophila,p1_p2,balancing,15percent,32
0,2.28604e-09,4.24038e-06,118508,273853,0.9358052,0.9063847,-36147.719,-35931.29,1250,drosophila,p1_p2,balancing,15percent,33
0,1.11719e-07,2.82693e-06,166288,92525,3.7115407,3.3618195,-36087.277,-35921.515,1250,drosophila,p1_p2,balancing,15percent,34
0,1.54792e-06,9.63265e-07,149286,163747,1.7765206,2.2823268,-36110.367,-35931.095,1250,drosophila,p1_p2,balancing,15percent,35
0,4.49294e-07,2.44261e-06,181035,106883,2.9753672,2.9639121,-36297.041,-36129.956,1250,drosophila,p1_p2,balancing,15percent,36
0,1.1955e-06,1.17886e-07,114512,274507,1.0389845,1.3626792,-36263.984,-36114.111,1250,drosophila,p1_p2,balancing,15percent,37
0,1.24726e-06,1.39777e-06,178267,131323,2.2847608,2.9043996,-36155.639,-35991.13,1250,drosophila,p1_p2,balancing,15percent,38
0,3.0625e-08,3.62689e-06,137789,205447,1.3663663,1.2974362,-36280.551,-36083.996,1250,drosophila,p1_p2,balancing,15percent,39
0,4.3616e-07,2.92995e-06,186505,92541,3.6190256,3.1425523,-36291.564,-36131.82,1250,drosophila,p1_p2,balancing,15percent,40
0,5.54498e-08,2.9116e-06,152348,130138,2.3266759,2.2858238,-36166.978,-35984.863,1250,drosophila,p1_p2,balancing,15percent,41
0,7.98378e-08,2.96655e-06,151905,121641,2.5964602,2.4440733,-36134.315,-35955.296,1250,drosophila,p1_p2,balancing,15percent,42
0,1.11132e-06,1.30567e-06,154073,125778,2.4845579,2.9239853,-36137.749,-35963.383,1250,drosophila,p1_p2,balancing,15percent,43
0,2.32596e-07,4.80219e-10,99636,343435,0.899429,1.0813393,-36127.507,-35972.915,1250,drosophila,p1_p2,balancing,15percent,44
0,1.49895e-06,5.22579e-07,136488,205458,1.3716727,1.9004756,-36194.238,-36019.572,1250,drosophila,p1_p2,balancing,15percent,45
0,2.72805e-07,3.17176e-09,98970,341227,0.8536371,1.0856368,-36182.366,-36049.416,1250,drosophila,p1_p2,balancing,15percent,46
0,2.24313e-07,7.02309e-10,100773,344851,0.8346282,1.1788004,-36233.002,-36085.075,1250,drosophila,p1_p2,balancing,15percent,47
0,1.82949e-07,3.03146e-06,163574,105176,3.0614406,2.8346907,-36136.132,-35956.924,1250,drosophila,p1_p2,balancing,15percent,48
0,5.90555e-08,2.82854e-06,145364,127170,2.4483614,2.3278862,-36242.493,-36067.645,1250,drosophila,p1_p2,balancing,15percent,49
0,1.56654e-06,5.58538e-07,139218,196498,1.4366664,2.0243882,-36174.277,-36013.768,1250,drosophila,p1_p2,balancing,15percent,50
0,1.24039e-06,1.35952e-06,176971,125381,2.3691732,2.899183,-36166.351,-36024.887,1250,drosophila,p1_p2,balancing,15percent,51
0,1.25513e-08,3.69613e-06,135901,169721,1.6766488,1.5941921,-36322.861,-36139.834,1250,drosophila,p1_p2,balancing,15percent,52
0,4.00585e-08,2.85133e-06,164481,91262,3.7156321,3.4646268,-36083.218,-35899.059,1250,drosophila,p1_p2,balancing,15percent,53
0,1.49218e-06,6.14846e-07,139688,195684,1.4925513,1.9755812,-36093.137,-35923.232,1250,drosophila,p1_p2,balancing,15percent,54
0,2.16646e-07,1.24221e-09,97630,344484,0.8937734,1.0599949,-36216.653,-36087.69,1250,drosophila,p1_p2,balancing,15percent,55
0,2.20132e-07,1.56692e-09,93725,356222,0.8011233,1.041208,-36161.741,-36031.567,1250,drosophila,p1_p2,balancing,15percent,56
0,2.14138e-08,4.1154e-06,135428,208771,1.3204393,1.1654529,-36298.56,-36093.55,1250,drosophila,p1_p2,balancing,15percent,57
0,1.2984e-06,1.92396e-07,117780,253504,1.0546849,1.5091144,-36298.792,-36141.41,1250,drosophila,p1_p2,balancing,15percent,58
0,8.10673e-08,4.64416e-10,94603,353476,0.8449333,1.0127608,-36160.975,-36035.882,1250,drosophila,p1_p2,balancing,15percent,59
0,3.50753e-08,3.46709e-06,160940,145596,2.1487713,1.9132086,-36199.065,-36013.244,1250,drosophila,p1_p2,balancing,15percent,60
0,1.56475e-06,1.41048e-06,176703,141990,1.9890098,2.4908096,-36256.676,-36070.602,1250,drosophila,p1_p2,balancing,15percent,61
0,1.08289e-08,3.81649e-06,122516,245908,1.0772458,1.0332982,-36033.606,-35786.022,1250,drosophila,p1_p2,balancing,15percent,62
0,1.46241e-07,1.68297e-10,93266,369374,0.7965351,0.9545879,-36253.529,-36137.281,1250,drosophila,p1_p2,balancing,15percent,63
0,2.52765e-07,2.25948e-06,155013,108945,2.9322432,3.075895,-36288.465,-36111.072,1250,drosophila,p1_p2,balancing,15percent,64
0,1.44314e-06,1.06483e-06,155782,143053,2.093367,2.817561,-36002.917,-35805.506,1250,drosophila,p1_p2,balancing,15percent,65
0,7.53156e-07,2.9077e-08,109484,314904,0.9746953,1.2668463,-36120.171,-35976.046,1250,drosophila,p1_p2,balancing,15percent,66
0,2.55009e-07,1.64821e-09,98613,347346,0.8672365,1.1653379,-36102.436,-35958.067,1250,drosophila,p1_p2,balancing,15percent,67
0,6.43191e-08,2.95044e-06,144840,141937,2.0472066,2.1114738,-36279.092,-36095.653,1250,drosophila,p1_p2,balancing,15percent,68
0,1.35331e-06,1.18241e-06,153535,143485,2.1075768,2.5310552,-36323.798,-36145.029,1250,drosophila,p1_p2,balancing,15percent,69
0,1.53354e-08,3.86747e-06,156446,173664,1.7485323,1.4574341,-36325.946,-36126.466,1250,drosophila,p1_p2,balancing,15percent,70
0,4.591e-07,2.38064e-09,96578,363134,0.8006012,0.9862584,-36258.312,-36116.782,1250,drosophila,p1_p2,balancing,15percent,71
0,2.69778e-09,4.11123e-06,123530,258618,1.0251254,0.9294172,-36423.897,-36218.852,1250,drosophila,p1_p2,balancing,15percent,72
0,1.40658e-07,5.19429e-10,94404,354203,0.8421754,0.9694737,-36099.525,-35958.693,1250,drosophila,p1_p2,balancing,15percent,73
0,2.76814e-07,3.2747e-06,190560,92814,3.7116481,3.1165832,-36246.163,-36080.846,1250,drosophila,p1_p2,balancing,15percent,74
0,1.91738e-07,1.80525e-10,89256,366216,0.7834166,1.033448,-36319.313,-36190.355,1250,drosophila,p1_p2,balancing,15percent,75
0,5.24084e-09,4.76493e-06,102612,421624,0.5405308,0.519434,-36365.152,-36128.119,1250,drosophila,p1_p2,balancing,15percent,76
0,1.65816e-06,4.59059e-07,133116,216759,1.2734414,1.821481,-36311.99,-36144.326,1250,drosophila,p1_p2,balancing,15percent,77
0,1.23696e-06,2.40727e-07,121880,230566,1.2894072,1.6239323,-36253.014,-36104.808,1250,drosophila,p1_p2,balancing,15percent,78
0,1.67978e-07,3.1692e-06,175031,93165,3.554824,3.2181217,-36444.471,-36268.734,1250,drosophila,p1_p2,balancing,15percent,79
0,1.33934e-06,1.43767e-06,174430,129960,2.3073228,2.71255,-36135.746,-35956.748,1250,drosophila,p1_p2,balancing,15percent,80
0,2.53168e-08,3.52664e-06,168865,126033,2.4448763,2.2758875,-36196.776,-36030.788,1250,drosophila,p1_p2,balancing,15percent,81
0,3.32669e-07,2.96086e-09,103297,339222,0.8760762,1.1472217,-36231.004,-36097.691,1250,drosophila,p1_p2,balancing,15percent,82
0,1.5438e-08,3.01702e-06,156602,139346,2.1808883,2.1698401,-36250.758,-36091.518,1250,drosophila,p1_p2,balancing,15percent,83
0,1.18436e-06,2.11728e-07,124223,251650,1.1356545,1.6445672,-36125.281,-35983.215,1250,drosophila,p1_p2,balancing,15percent,84
0,1.51338e-06,3.67695e-06,5081,1938273,0.0101864,0.0129249,-36645.734,-36218.086,1250,drosophila,p1_p2,balancing,15percent,85
0,1.03703e-08,4.2499e-06,122992,259171,1.0093091,0.9698701,-36277.188,-36066.283,1250,drosophila,p1_p2,balancing,15percent,86
0,1.29071e-06,1.65204e-06,175511,123874,2.4148136,2.8463228,-36158.025,-35969.654,1250,drosophila,p1_p2,balancing,15percent,87
0,3.52136e-08,3.76762e-06,137465,172287,1.7152798,1.5970991,-36429.109,-36260.471,1250,drosophila,p1_p2,balancing,15percent,88
0,1.53439e-06,8.52458e-07,152460,177107,1.5624304,2.221048,-36161.713,-35988.217,1250,drosophila,p1_p2,balancing,15percent,89
0,1.04125e-06,5.97179e-08,115807,295531,0.9981404,1.4592112,-36129.792,-35971.793,1250,drosophila,p1_p2,balancing,15percent,90
0,1.56584e-06,3.66286e-07,129270,229422,1.1817392,1.7197606,-36229.255,-36068.331,1250,drosophila,p1_p2,balancing,15percent,91
0,2.67682e-07,1.22806e-09,102784,342510,0.9019489,1.0817581,-36070.633,-35944.089,1250,drosophila,p1_p2,balancing,15percent,92
0,5.32614e-07,2.69971e-06,182292,91953,3.5017571,3.5988688,-36251.911,-36087.701,1250,drosophila,p1_p2,balancing,15percent,93
0,1.38263e-06,1.12401e-06,157282,155083,1.8139321,2.3991473,-36215.549,-36046.311,1250,drosophila,p1_p2,balancing,15percent,94
0,4.66868e-07,1.58764e-08,110299,303396,1.06178,1.3299742,-36021.953,-35873.102,1250,drosophila,p1_p2,balancing,15percent,95
0,6.89585e-08,3.07156e-06,157721,125139,2.4380444,2.4402532,-36257.277,-36073.995,1250,drosophila,p1_p2,balancing,15percent,96
0,4.48743e-07,2.52182e-09,99488,357317,0.8161008,1.0528322,-36219.656,-36067.642,1250,drosophila,p1_p2,balancing,15percent,97
0,5.39549e-07,1.90415e-09,98625,336949,0.8545672,1.1606212,-36135.929,-36006.331,1250,drosophila,p1_p2,balancing,15percent,98
0,1.40519e-08,3.49667e-06,148697,149270,1.9906412,1.7693595,-36232.494,-36046.959,1250,drosophila,p1_p2,balancing,15percent,99
0,2.25373e-07,5.21565e-08,203323,192083,1.7940942,1.8312692,-35032.911,-34902.312,1250,drosophila,nomig,linkedp1,5percent,0
0,2.05361e-07,4.11013e-08,181394,218876,1.500147,1.5196521,-35241.969,-35132.291,1250,drosophila,nomig,linkedp1,5percent,1
0,1.58579e-07,1.89967e-07,207460,126286,2.721547,2.7601149,-35142.765,-35002.164,1250,drosophila,nomig,linkedp1,5percent,2
0,2.46682e-07,1.90782e-07,202012,140267,2.3693665,2.3925497,-35168.013,-35038.719,1250,drosophila,nomig,linkedp1,5percent,3
0,1.0258e-07,9.07085e-10,167589,311664,1.0107033,1.0387549,-35089.683,-34991.193,1250,drosophila,nomig,linkedp1,5percent,4
0,2.1076e-07,4.93387e-08,188940,195569,1.7054591,1.9132228,-35140.036,-35016.005,1250,drosophila,nomig,linkedp1,5percent,5
0,2.94939e-08,1.78733e-10,170634,314458,1.0307683,1.0053717,-35124.408,-35012.252,1250,drosophila,nomig,linkedp1,5percent,6
0,1.57573e-07,3.65457e-07,215511,97984,3.4078394,3.3636673,-35094.447,-34944.677,1250,drosophila,nomig,linkedp1,5percent,7
0,3.54634e-07,7.98432e-08,209656,201562,1.5875993,1.699589,-35122.988,-35007.195,1250,drosophila,nomig,linkedp1,5percent,8
0,2.41076e-07,1.79575e-08,185202,253033,1.2543637,1.3133116,-35082.368,-34963.459,1250,drosophila,nomig,linkedp1,5percent,9
0,1.83352e-07,2.43245e-08,183666,234505,1.3974392,1.3488836,-35142.07,-35028.113,1250,drosophila,nomig,linkedp1,5percent,10
0,1.69583e-07,2.16707e-08,186362,235145,1.3335886,1.5256382,-35101.767,-34985.825,1250,drosophila,nomig,linkedp1,5percent,11
0,9.04132e-08,1.47871e-09,173888,302730,1.0119432,1.0964674,-35142.071,-35042.805,1250,drosophila,nomig,linkedp1,5percent,12
0,2.76482e-07,8.39961e-08,194783,187010,1.6696302,1.834456,-35161.66,-35039.979,1250,drosophila,nomig,linkedp1,5percent,13
0,2.53851e-07,4.50416e-08,186028,210931,1.5249855,1.5631217,-35122.281,-34995.192,1250,drosophila,nomig,linkedp1,5percent,14
0,1.18855e-07,2.71509e-07,207305,99655,3.4528545,3.6016341,-35202.872,-35063.731,1250,drosophila,nomig,linkedp1,5percent,15
0,1.18296e-07,5.03379e-09,180928,276009,1.1588343,1.2385304,-34899.058,-34785.685,1250,drosophila,nomig,linkedp1,5percent,16
0,1.6732e-07,2.73779e-08,184352,233363,1.3551568,1.4662112,-35243.531,-35120.624,1250,drosophila,nomig,linkedp1,5percent,17
0,3.08403e-07,2.02676e-07,213915,134230,2.420771,2.6412558,-35048.611,-34910.07,1250,drosophila,nomig,linkedp1,5percent,18
0,2.38964e-08,9.59742e-11,171647,315018,1.0055902,1.0451178,-34982.9,-34874.5,1250,drosophila,nomig,linkedp1,5percent,19
0,8.31621e-08,2.25755e-09,175425,294791,1.0929309,1.1228697,-35044.679,-34935.858,1250,drosophila,nomig,linkedp1,5percent,20
0,1.26787e-08,2.64542e-06,175639,313405,0.7746651,0.6286506,-35479.328,-35015.952,1250,drosophila,nomig,linkedp1,5percent,21
0,1.99518e-07,2.8764e-08,184878,214747,1.5914723,1.6448845,-35120.243,-35005.428,1250,drosophila,nomig,linkedp1,5percent,22
0,7.33341e-08,7.05232e-10,169387,316554,1.0210387,1.0121972,-35146.181,-35037.441,1250,drosophila,nomig,linkedp1,5percent,23
0,2.07299e-07,3.81675e-08,186737,207910,1.592494,1.6867947,-34927.096,-34813.924,1250,drosophila,nomig,linkedp1,5percent,24
0,1.76033e-07,1.41351e-08,182761,263300,1.1869597,1.3445107,-35180.655,-35077.444,1250,drosophila,nomig,linkedp1,5percent,25
0,2.84698e-07,2.99077e-07,222273,125796,2.5600252,2.610626,-35117.589,-34979.442,1250,drosophila,nomig,linkedp1,5percent,26
0,6.08285e-08,4.08402e-10,171784,303142,1.0529207,1.1050052,-35072.609,-34969.561,1250,drosophila,nomig,linkedp1,5percent,27
0,1.65193e-07,2.38375e-08,186456,220037,1.4864139,1.5071101,-35208.212,-35094.32,1250,drosophila,nomig,linkedp1,5percent,28
0,2.58643e-07,2.18204e-07,217452,126809,2.653164,2.636994,-35004.558,-34888.67,1250,drosophila,nomig,linkedp1,5percent,29
0,2.04287e-07,2.82612e-08,190239,221176,1.4388556,1.6470792,-35043.349,-34920.738,1250,drosophila,nomig,linkedp1,5percent,30
0,3.32861e-08,1.09082e-10,176369,308468,1.0311679,1.0925029,-34980.33,-34884.003,1250,drosophila,nomig,linkedp1,5percent,31
0,3.37499e-07,2.24244e-07,209555,134988,2.333699,2.417867,-35119.815,-34984.978,1250,drosophila,nomig,linkedp1,5percent,32
0,1.69386e-07,2.74206e-08,178429,234976,1.4022815,1.467396,-35099.394,-34979.249,1250,drosophila,nomig,linkedp1,5percent,33
