,MIG12$,MIG21$,TDIV$,NANC$,V1$,V2$,MaxEstLhood,MaxObsLhood,time,genome,model,dfe,percent,replicate
0,5.64767e-09,1.49144e-07,1632156,70724,3.4939739,3.3757162,-30790.152,-30582.861,20000,scaled,p1_p2,balancing,10percent,86
0,9.14889e-09,1.43346e-07,1534980,98928,2.4497127,2.4029393,-30752.977,-30555.623,20000,scaled,p1_p2,balancing,10percent,87
0,3.78188e-09,1.42868e-07,1376317,148547,1.7049257,1.558685,-30667.576,-30480.239,20000,scaled,p1_p2,balancing,10percent,88
0,4.64383e-09,1.24291e-07,1498256,78381,3.1764269,3.1582068,-30846.344,-30645.233,20000,scaled,p1_p2,balancing,10percent,89
0,9.93142e-09,1.25414e-07,1515641,74533,3.0516464,3.3222248,-30790.309,-30578.891,20000,scaled,p1_p2,balancing,10percent,90
0,5.14365e-09,1.2272e-07,1536628,79137,3.1143646,3.1470672,-30805.952,-30612.076,20000,scaled,p1_p2,balancing,10percent,91
0,1.7167e-08,3.50095e-08,719534,400269,0.5250275,0.7111675,-30831.614,-30664.613,20000,scaled,p1_p2,balancing,10percent,92
0,7.22601e-09,1.36973e-07,1590953,68435,3.4684994,3.538107,-30825.684,-30617.823,20000,scaled,p1_p2,balancing,10percent,93
0,2.70838e-09,1.19041e-07,1562792,74931,3.3510515,3.2418292,-30749.269,-30540.999,20000,scaled,p1_p2,balancing,10percent,94
0,5.58125e-09,1.34101e-07,1626035,68615,3.5411844,3.6072993,-30894.832,-30696.311,20000,scaled,p1_p2,balancing,10percent,95
0,5.28745e-09,1.41068e-07,1509238,103575,2.3353867,2.3721103,-30835.626,-30645.085,20000,scaled,p1_p2,balancing,10percent,96
0,7.18364e-09,8.84465e-08,857329,294122,0.7681894,0.9071095,-30780.19,-30592.11,20000,scaled,p1_p2,balancing,10percent,97
0,6.75009e-09,1.52118e-07,1418732,134501,1.7172481,1.8019586,-30831.383,-30634.989,20000,scaled,p1_p2,balancing,10percent,98
0,5.12539e-09,6.4525e-08,727046,343825,0.6397367,0.7663237,-30829.287,-30654.653,20000,scaled,p1_p2,balancing,10percent,99
0,1.90615e-07,1.91633e-07,320176,149243,1.4184768,1.8533368,-35112.332,-34901.377,5000,scaled,p1_p2,linkedp1,15percent,0
0,8.82868e-08,9.95655e-09,271855,269255,0.8093101,1.0059071,-35179.919,-34976.585,5000,scaled,p1_p2,linkedp1,15percent,1
0,1.31147e-07,4.798e-09,260077,328513,0.6328455,0.8434159,-35283.417,-35054.978,5000,scaled,p1_p2,linkedp1,15percent,2
0,2.97908e-08,5.11481e-07,393954,85054,2.8395417,3.0013313,-35074.025,-34884.797,5000,scaled,p1_p2,linkedp1,15percent,3
0,1.52947e-07,4.70809e-08,280382,225805,0.9356081,1.1776886,-35097.13,-34901.714,5000,scaled,p1_p2,linkedp1,15percent,4
0,1.68906e-07,1.75328e-07,324781,155244,1.3209061,1.804086,-35097.566,-34897.833,5000,scaled,p1_p2,linkedp1,15percent,5
0,1.99792e-07,2.3899e-07,341552,140774,1.531435,1.9850508,-34975.543,-34782.802,5000,scaled,p1_p2,linkedp1,15percent,6
0,7.11435e-08,3.40126e-07,388316,78581,3.0754112,3.627542,-34944.025,-34751.893,5000,scaled,p1_p2,linkedp1,15percent,7
0,8.39029e-09,4.96436e-07,397078,81461,3.0640839,3.2227643,-35043.088,-34871.374,5000,scaled,p1_p2,linkedp1,15percent,8
0,1.26741e-07,2.71126e-07,351900,114254,1.9655235,2.26807,-35059.048,-34884.914,5000,scaled,p1_p2,linkedp1,15percent,9
0,6.13958e-08,3.77048e-07,381087,86710,2.7824898,3.0422696,-35149.039,-34974.573,5000,scaled,p1_p2,linkedp1,15percent,10
0,1.10419e-07,3.10861e-07,333112,120043,1.839928,2.1573451,-35071.933,-34885.992,5000,scaled,p1_p2,linkedp1,15percent,11
0,5.9722e-08,4.29586e-07,397110,83743,2.8394327,3.0229816,-35103.719,-34914.355,5000,scaled,p1_p2,linkedp1,15percent,12
0,2.89e-08,4.42435e-07,397455,81017,2.8937227,3.2298516,-35088.84,-34909.344,5000,scaled,p1_p2,linkedp1,15percent,13
0,3.747e-08,4.75295e-07,383550,87328,2.8935754,2.8158347,-34989.873,-34806.693,5000,scaled,p1_p2,linkedp1,15percent,14
0,3.10051e-08,4.02008e-07,369301,88823,2.7433099,2.8093795,-35134.059,-34947.19,5000,scaled,p1_p2,linkedp1,15percent,15
0,7.30158e-08,3.79383e-07,378981,86066,2.6329361,3.1843176,-35155.449,-34975.9,5000,scaled,p1_p2,linkedp1,15percent,16
0,1.91874e-07,2.67882e-07,360925,134705,1.6017882,2.0343047,-34992.165,-34800.319,5000,scaled,p1_p2,linkedp1,15percent,17
0,9.12809e-08,3.62786e-07,366089,97934,2.3628002,2.6994514,-34988.956,-34813.589,5000,scaled,p1_p2,linkedp1,15percent,18
0,6.28833e-08,4.10465e-07,404488,82926,2.9713174,3.1223446,-34950.03,-34760.408,5000,scaled,p1_p2,linkedp1,15percent,19
0,2.78183e-08,2.15398e-06,2150457,534773,0.4394693,0.2647626,-35431.046,-34894.072,5000,scaled,p1_p2,linkedp1,15percent,20
0,6.95099e-08,3.76569e-07,400415,83304,2.9316367,3.1664647,-34996.059,-34828.084,5000,scaled,p1_p2,linkedp1,15percent,21
0,5.00703e-08,4.04743e-07,379201,96489,2.3577062,2.6431039,-35163.222,-34978.841,5000,scaled,p1_p2,linkedp1,15percent,22
0,6.59847e-08,4.45751e-07,429294,74546,3.2417911,3.4866584,-35113.475,-34922.85,5000,scaled,p1_p2,linkedp1,15percent,23
0,2.29146e-08,4.65414e-07,380170,78044,3.0468715,3.334045,-35024.209,-34845.997,5000,scaled,p1_p2,linkedp1,15percent,24
0,3.20145e-08,2.16135e-06,2167929,414542,0.5637418,0.3342544,-35353.388,-34828.211,5000,scaled,p1_p2,linkedp1,15percent,25
0,1.82948e-07,2.46743e-08,282263,261584,0.8062242,1.0783555,-35212.743,-34971.553,5000,scaled,p1_p2,linkedp1,15percent,26
0,1.08453e-07,3.57266e-07,359899,113876,1.9717506,2.1933252,-35134.195,-34950.499,5000,scaled,p1_p2,linkedp1,15percent,27
0,6.56645e-08,4.4723e-07,386119,86593,2.6255029,3.009893,-35141.94,-34960.609,5000,scaled,p1_p2,linkedp1,15percent,28
0,7.35965e-08,3.49218e-07,344142,99610,2.2709636,2.6290022,-35110.265,-34916.565,5000,scaled,p1_p2,linkedp1,15percent,29
0,2.7737e-08,4.42298e-07,377807,93145,2.5663052,2.7326807,-35072.683,-34894.012,5000,scaled,p1_p2,linkedp1,15percent,30
0,1.99458e-07,6.50432e-08,293132,204195,0.9968305,1.3300271,-35141.74,-34933.055,5000,scaled,p1_p2,linkedp1,15percent,31
0,5.86835e-08,3.6815e-07,369297,87328,2.7303825,2.9740507,-35076.511,-34911.296,5000,scaled,p1_p2,linkedp1,15percent,32
0,9.18227e-08,3.93248e-07,382957,82088,2.8293796,3.1559806,-35076.448,-34898.594,5000,scaled,p1_p2,linkedp1,15percent,33
0,2.05096e-07,7.7056e-08,297977,200194,0.9749854,1.4117074,-35161.252,-34929.072,5000,scaled,p1_p2,linkedp1,15percent,34
0,7.26432e-08,4.85351e-07,423201,84624,2.9045984,3.0061665,-35159.8,-34969.308,5000,scaled,p1_p2,linkedp1,15percent,35
0,6.60508e-08,4.0794e-07,381553,81783,2.8119028,3.2220163,-35205.665,-35023.477,5000,scaled,p1_p2,linkedp1,15percent,36
0,1.77679e-07,1.40597e-07,319568,165345,1.2830821,1.6322246,-35115.48,-34923.501,5000,scaled,p1_p2,linkedp1,15percent,37
0,7.48557e-08,4.19073e-07,391217,76268,3.071893,3.417142,-35074.373,-34888.882,5000,scaled,p1_p2,linkedp1,15percent,38
0,1.09126e-07,3.43839e-07,354220,119957,1.842241,2.1581877,-35150.028,-34960.941,5000,scaled,p1_p2,linkedp1,15percent,39
0,2.22945e-07,9.11156e-08,305852,192109,1.0536776,1.46359,-35110.733,-34914.35,5000,scaled,p1_p2,linkedp1,15percent,40
0,1.61615e-07,1.61486e-07,328173,146171,1.4706906,1.9018502,-34956.708,-34759.875,5000,scaled,p1_p2,linkedp1,15percent,41
0,4.9308e-08,3.59949e-07,375783,97266,2.4594357,2.6580946,-35058.877,-34867.301,5000,scaled,p1_p2,linkedp1,15percent,42
0,9.18098e-08,4.61454e-07,378069,105102,2.2243894,2.4665609,-35116.304,-34932.11,5000,scaled,p1_p2,linkedp1,15percent,43
0,4.07442e-08,3.81929e-07,376412,77949,3.0887608,3.3557752,-35203.362,-35004.92,5000,scaled,p1_p2,linkedp1,15percent,44
0,9.33181e-08,3.61421e-09,255875,320533,0.6174965,0.8632682,-35200.871,-35008.523,5000,scaled,p1_p2,linkedp1,15percent,45
0,1.28508e-07,1.86446e-07,323260,140354,1.5681305,1.8767107,-35199.674,-35007.835,5000,scaled,p1_p2,linkedp1,15percent,46
0,3.92931e-08,5.03277e-07,410602,70091,3.4808175,3.5254712,-35193.91,-35007.098,5000,scaled,p1_p2,linkedp1,15percent,47
0,3.93674e-08,3.99556e-07,360850,89023,2.7091398,3.0419334,-35101.015,-34928.536,5000,scaled,p1_p2,linkedp1,15percent,48
0,5.92623e-08,2.61526e-07,329841,88995,2.4806809,3.0518481,-35137.228,-34947.66,5000,scaled,p1_p2,linkedp1,15percent,49
0,8.73065e-08,4.46268e-07,379327,85595,2.6868856,3.0210793,-35152.562,-34956.731,5000,scaled,p1_p2,linkedp1,15percent,50
0,1.6532e-07,2.84148e-07,363478,111154,2.0172875,2.3302402,-35017.835,-34846.661,5000,scaled,p1_p2,linkedp1,15percent,51
0,3.50884e-08,4.0285e-07,361092,77083,3.0478093,3.3373996,-35046.864,-34868.952,5000,scaled,p1_p2,linkedp1,15percent,52
0,1.16083e-07,2.53375e-07,337532,127820,1.73414,2.087309,-35153.983,-34963.22,5000,scaled,p1_p2,linkedp1,15percent,53
0,4.39899e-08,3.76429e-07,381525,89853,2.6395885,2.9631135,-35131.547,-34942.969,5000,scaled,p1_p2,linkedp1,15percent,54
0,3.79777e-08,3.37731e-07,370402,90756,2.5940776,3.0469882,-35011.382,-34812.762,5000,scaled,p1_p2,linkedp1,15percent,55
0,7.38577e-08,3.65174e-07,373160,88842,2.7016075,2.8769778,-35115.64,-34935.028,5000,scaled,p1_p2,linkedp1,15percent,56
0,5.16344e-08,3.79388e-07,353256,92199,2.5109926,2.7995273,-35181.512,-35005.778,5000,scaled,p1_p2,linkedp1,15percent,57
0,8.05685e-08,3.52928e-07,368983,96754,2.3317539,2.6881011,-34990.059,-34818.383,5000,scaled,p1_p2,linkedp1,15percent,58
0,1.11592e-07,3.27142e-07,357948,108310,2.1090357,2.4760256,-35252.43,-35063.567,5000,scaled,p1_p2,linkedp1,15percent,59
0,1.25435e-07,2.85949e-07,354805,114462,2.0090306,2.2727097,-35017.706,-34838.082,5000,scaled,p1_p2,linkedp1,15percent,60
0,4.89903e-08,4.58229e-07,389094,87953,2.6159553,2.9152787,-35126.052,-34940.684,5000,scaled,p1_p2,linkedp1,15percent,61
0,1.03393e-07,3.68053e-07,391803,96430,2.3869282,2.7186821,-35138.928,-34931.079,5000,scaled,p1_p2,linkedp1,15percent,62
0,9.92529e-08,3.28841e-07,407681,75921,3.1865847,3.6027653,-35004.865,-34819.889,5000,scaled,p1_p2,linkedp1,15percent,63
0,1.80908e-07,6.80408e-08,311355,191325,1.1274906,1.4277354,-35073.455,-34854.978,5000,scaled,p1_p2,linkedp1,15percent,64
0,1.19198e-07,3.32796e-07,365616,117165,1.932171,2.3076667,-35076.167,-34883.33,5000,scaled,p1_p2,linkedp1,15percent,65
0,3.78754e-08,4.45257e-07,382682,86477,2.8083932,2.89785,-35202.652,-35024.646,5000,scaled,p1_p2,linkedp1,15percent,66
0,7.66979e-08,3.89113e-07,389804,84368,2.6741989,3.2429502,-34909.093,-34737.061,5000,scaled,p1_p2,linkedp1,15percent,67
0,2.92624e-08,4.30159e-07,367056,77357,3.1916191,3.2324292,-35121.875,-34931.741,5000,scaled,p1_p2,linkedp1,15percent,68
0,1.56341e-07,1.54573e-07,344461,151380,1.469911,1.8969413,-35093.439,-34894.397,5000,scaled,p1_p2,linkedp1,15percent,69
0,2.41671e-08,4.09871e-07,344975,91134,2.6582338,2.7221654,-35098.356,-34922.677,5000,scaled,p1_p2,linkedp1,15percent,70
0,1.21886e-07,2.9839e-07,349976,130647,1.664574,2.0585849,-35156.303,-34978.911,5000,scaled,p1_p2,linkedp1,15percent,71
0,5.59149e-08,3.86559e-07,366296,88880,2.5669341,2.8827905,-35155.001,-34978.729,5000,scaled,p1_p2,linkedp1,15percent,72
0,4.52008e-08,4.67922e-07,382965,83951,2.7797296,3.0534002,-35066.945,-34872.348,5000,scaled,p1_p2,linkedp1,15percent,73
0,1.54173e-08,3.73984e-07,384517,79381,3.2361481,3.4145574,-35056.757,-34859.974,5000,scaled,p1_p2,linkedp1,15percent,74
0,4.76093e-08,4.36652e-07,371333,90558,2.5999628,2.7623637,-34933.537,-34751.821,5000,scaled,p1_p2,linkedp1,15percent,75
0,1.42568e-08,4.63797e-07,373575,83502,2.7797866,2.9852729,-35020.494,-34846.633,5000,scaled,p1_p2,linkedp1,15percent,76
0,1.38697e-07,1.94991e-07,322604,142054,1.5566183,1.9006793,-35072.225,-34890.971,5000,scaled,p1_p2,linkedp1,15percent,77
0,1.55161e-07,1.37621e-07,315603,158449,1.3972004,1.76855,-35244.854,-35048.587,5000,scaled,p1_p2,linkedp1,15percent,78
0,1.47578e-07,9.75672e-08,291808,176451,1.171821,1.5358474,-35117.363,-34930.843,5000,scaled,p1_p2,linkedp1,15percent,79
0,6.07257e-08,3.99919e-07,361869,89750,2.5719001,2.9512811,-35076.728,-34886.69,5000,scaled,p1_p2,linkedp1,15percent,80
0,2.07297e-07,2.24169e-07,364194,133060,1.704141,1.9821419,-35164.304,-34955.702,5000,scaled,p1_p2,linkedp1,15percent,81
0,1.65841e-07,2.651e-08,279567,258753,0.7662032,1.1054299,-35104.601,-34897.496,5000,scaled,p1_p2,linkedp1,15percent,82
0,1.09966e-08,4.86497e-07,404097,68229,3.5300832,3.7178947,-35082.545,-34881.141,5000,scaled,p1_p2,linkedp1,15percent,83
0,2.13136e-08,2.12883e-06,2133022,437192,0.5302922,0.3267456,-35417.911,-34892.096,5000,scaled,p1_p2,linkedp1,15percent,84
0,5.85394e-08,3.96699e-07,421126,76610,3.132226,3.5169794,-35035.71,-34837.034,5000,scaled,p1_p2,linkedp1,15percent,85
0,7.75437e-08,4.19697e-07,397969,88330,2.6776595,2.789276,-35016.93,-34846.018,5000,scaled,p1_p2,linkedp1,15percent,86
0,1.22145e-07,3.44113e-07,375424,106461,2.015081,2.5162005,-35037.756,-34844.811,5000,scaled,p1_p2,linkedp1,15percent,87
0,9.346e-08,3.14599e-07,359049,105418,2.1485884,2.508879,-35248.793,-35068.022,5000,scaled,p1_p2,linkedp1,15percent,88
0,5.97855e-08,4.13314e-07,386098,75089,3.3129015,3.7049542,-35086.4,-34898.85,5000,scaled,p1_p2,linkedp1,15percent,89
0,2.33499e-07,6.9582e-08,303932,214214,0.994362,1.3153418,-35090.517,-34867.53,5000,scaled,p1_p2,linkedp1,15percent,90
0,6.67281e-08,4.44056e-07,420616,75092,3.1655318,3.5011867,-35003.202,-34815.723,5000,scaled,p1_p2,linkedp1,15percent,91
0,1.19351e-07,1.11133e-08,254854,285410,0.6980974,0.9893614,-35165.201,-34954.903,5000,scaled,p1_p2,linkedp1,15percent,92
0,5.01189e-08,3.31727e-07,359900,94050,2.4098834,2.6666054,-35081.449,-34892.368,5000,scaled,p1_p2,linkedp1,15percent,93
0,5.65716e-08,3.83644e-07,361398,91146,2.5181409,2.8491426,-35124.387,-34933.059,5000,scaled,p1_p2,linkedp1,15percent,94
0,4.28747e-08,3.99831e-07,373861,79108,3.1401667,3.1109254,-35112.936,-34915.125,5000,scaled,p1_p2,linkedp1,15percent,95
0,1.88239e-08,2.58893e-10,247705,322200,0.6607431,0.8579686,-35114.589,-34902.663,5000,scaled,p1_p2,linkedp1,15percent,96
0,3.27796e-08,5.08568e-07,418166,77113,3.1611293,3.2760579,-35115.886,-34942.814,5000,scaled,p1_p2,linkedp1,15percent,97
0,1.70891e-07,8.87123e-08,316418,168872,1.3115957,1.7621097,-35142.258,-34943.141,5000,scaled,p1_p2,linkedp1,15percent,98
0,2.23005e-07,1.49625e-07,330082,163161,1.3171956,1.7495408,-35014.165,-34807.524,5000,scaled,p1_p2,linkedp1,15percent,99
0,1.70653e-07,1.67739e-09,100971,96177,1.9606821,1.9473343,-36494.78,-36369.595,1250,scaled,nomig,bgs,NA,0
0,3.01501e-07,1.27945e-08,98524,86103,2.21507,2.2687009,-36602.627,-36483.876,1250,scaled,nomig,bgs,NA,1
0,1.78332e-07,5.9499e-10,92896,103804,1.7632058,1.8063891,-36532.061,-36416.244,1250,scaled,nomig,bgs,NA,2
0,2.08961e-08,9.38637e-06,43436,566984,0.1592266,0.127859,-37360.793,-36504.253,1250,scaled,nomig,bgs,NA,3
0,5.2617e-07,2.06122e-07,105726,51227,3.7485658,3.8371332,-36597.526,-36471.159,1250,scaled,nomig,bgs,NA,4
0,2.72887e-07,5.10135e-09,93465,100244,1.9133648,1.8012685,-36590.539,-36473.128,1250,scaled,nomig,bgs,NA,5
0,1.3973e-07,6.00857e-10,95741,98018,1.8163213,2.0006328,-36371.854,-36256.561,1250,scaled,nomig,bgs,NA,6
0,2.47721e-07,1.19599e-09,88914,103186,1.7812602,1.7753238,-36638.092,-36537.678,1250,scaled,nomig,bgs,NA,7
0,1.78421e-07,2.10681e-09,97522,94352,1.9932062,2.0473535,-36418.67,-36302.463,1250,scaled,nomig,bgs,NA,8
0,4.349e-07,1.89504e-07,109832,53574,3.5749567,3.5448289,-36576.399,-36444.529,1250,scaled,nomig,bgs,NA,9
0,2.47526e-07,1.11952e-08,95660,88605,2.0702213,2.141554,-36424.372,-36301.173,1250,scaled,nomig,bgs,NA,10
0,4.08942e-07,1.58444e-08,100640,86170,2.1012889,2.2482641,-36358.903,-36250.5,1250,scaled,nomig,bgs,NA,11
0,3.18697e-07,2.15695e-08,100778,77043,2.4124171,2.5555062,-36529.031,-36389.347,1250,scaled,nomig,bgs,NA,12
0,4.29191e-07,2.6913e-07,112759,40969,4.7456715,4.3359217,-36388.738,-36260.666,1250,scaled,nomig,bgs,NA,13
0,1.88169e-07,5.27095e-09,96292,96091,1.8942715,1.8978873,-36556.218,-36441.084,1250,scaled,nomig,bgs,NA,14
0,3.65093e-07,2.1375e-08,101183,84750,2.2567173,2.1884239,-36591.035,-36482.719,1250,scaled,nomig,bgs,NA,15
0,1.54531e-07,3.118e-09,92740,93289,1.9224034,2.0274009,-36509.985,-36393.236,1250,scaled,nomig,bgs,NA,16
0,1.45265e-07,5.81112e-10,94015,98584,1.9606565,1.9527902,-36475.035,-36360.381,1250,scaled,nomig,bgs,NA,17
0,3.22336e-07,8.23074e-09,94493,93591,1.927462,2.0114417,-36427.634,-36308.172,1250,scaled,nomig,bgs,NA,18
0,2.33293e-07,4.30472e-09,97511,93300,2.0511147,2.0657533,-36542.056,-36427.021,1250,scaled,nomig,bgs,NA,19
0,4.06705e-07,1.2179e-07,103548,56385,3.2788678,3.250134,-36547.035,-36411.148,1250,scaled,nomig,bgs,NA,20
0,2.21057e-07,2.92701e-09,96535,96262,1.9720855,1.8913967,-36547.66,-36432.909,1250,scaled,nomig,bgs,NA,21
0,3.20789e-07,3.65065e-09,95528,94363,2.0569633,1.9893015,-36524.769,-36400.7,1250,scaled,nomig,bgs,NA,22
0,3.15604e-06,1.03884e-09,88122,176437,0.7648518,0.9594179,-36734.311,-36311.685,1250,scaled,nomig,bgs,NA,23
0,1.95417e-07,1.79632e-09,95355,102755,1.846295,1.7798299,-36661.363,-36555.55,1250,scaled,nomig,bgs,NA,24
0,2.0223e-07,3.41298e-09,98402,95340,1.8964284,2.1360924,-36412.312,-36306.288,1250,scaled,nomig,bgs,NA,25
0,3.95194e-07,6.82165e-08,102289,66397,2.7420694,3.0017977,-36636.373,-36509.504,1250,scaled,nomig,bgs,NA,26
0,1.3328e-07,8.80152e-10,95467,99934,1.8682478,1.8663913,-36558.066,-36447.616,1250,scaled,nomig,bgs,NA,27
0,9.03656e-08,1.16102e-09,93474,98103,1.9206812,1.843204,-36527.245,-36408.985,1250,scaled,nomig,bgs,NA,28
0,8.59251e-08,4.90402e-10,96374,96832,1.9017574,1.937622,-36519.119,-36427.97,1250,scaled,nomig,bgs,NA,29
0,2.63264e-07,5.79936e-09,98016,87792,2.1059169,2.1039656,-36511.022,-36386.739,1250,scaled,nomig,bgs,NA,30
0,2.67696e-07,1.44047e-08,95935,89962,2.0094282,2.1234209,-36619.333,-36505.494,1250,scaled,nomig,bgs,NA,31
0,4.40007e-08,7.1934e-06,106792,174402,0.6921378,0.5610442,-37177.01,-36338.606,1250,scaled,nomig,bgs,NA,32
0,2.49153e-07,3.78839e-09,97043,96752,1.9489742,1.9466199,-36587.747,-36479.664,1250,scaled,nomig,bgs,NA,33
0,5.57436e-07,1.28559e-07,102306,61844,2.9537746,3.0831666,-36454.014,-36322.253,1250,scaled,nomig,bgs,NA,34
0,3.45893e-07,1.23515e-09,98615,96574,1.8913946,2.0180263,-36456.12,-36330.997,1250,scaled,nomig,bgs,NA,35
0,2.07009e-07,3.68484e-09,94119,100452,1.839044,1.8640166,-36599.154,-36477.882,1250,scaled,nomig,bgs,NA,36
0,1.22503e-07,6.84826e-10,93259,98010,1.897273,1.9252404,-36374.458,-36251.651,1250,scaled,nomig,bgs,NA,37
0,1.46451e-07,1.48595e-10,94866,100080,1.8345766,1.9105603,-36538.942,-36431.27,1250,scaled,nomig,bgs,NA,38
0,2.91785e-07,1.25856e-09,98430,97431,1.8982619,1.8708875,-36658.174,-36558.345,1250,scaled,nomig,bgs,NA,39
0,2.8523e-07,2.05539e-08,101388,79441,2.3627653,2.4753279,-36432.046,-36304.865,1250,scaled,nomig,bgs,NA,40
0,1.99698e-07,7.77673e-09,96188,91664,2.14078,2.0900796,-36512.654,-36398.108,1250,scaled,nomig,bgs,NA,41
0,9.72273e-08,1.51953e-09,94439,102531,1.8210619,1.8076708,-36596.451,-36480.392,1250,scaled,nomig,bgs,NA,42
0,1.9144e-07,4.41709e-09,94603,92712,2.0974311,2.0786494,-36370.125,-36245.29,1250,scaled,nomig,bgs,NA,43
0,9.2023e-08,9.89513e-10,93097,96783,2.0059819,1.9532478,-36352.205,-36236.285,1250,scaled,nomig,bgs,NA,44
0,4.97063e-07,1.39825e-07,102656,61335,3.1876448,2.9320428,-36609.715,-36478.068,1250,scaled,nomig,bgs,NA,45
0,3.06149e-07,3.88512e-09,97850,92952,1.939607,2.017647,-36420.751,-36287.183,1250,scaled,nomig,bgs,NA,46
0,1.41121e-08,9.7348e-06,37637,669009,0.1288922,0.1063122,-37345.977,-36508.79,1250,scaled,nomig,bgs,NA,47
0,2.5738e-07,2.63226e-09,96960,96479,1.8730468,2.0362754,-36472.844,-36360.026,1250,scaled,nomig,bgs,NA,48
0,9.3369e-08,2.65759e-09,95026,92467,1.97773,2.0346795,-36441.554,-36325.211,1250,scaled,nomig,bgs,NA,49
0,2.33886e-07,4.02903e-09,98842,94519,1.9211921,2.0664044,-36524.393,-36410.039,1250,scaled,nomig,bgs,NA,50
0,4.59854e-07,1.51506e-07,104535,58904,3.2047724,3.1723124,-36433.531,-36297.652,1250,scaled,nomig,bgs,NA,51
0,3.61886e-07,6.55e-08,100923,64800,2.7166345,2.9343734,-36540.618,-36411.337,1250,scaled,nomig,bgs,NA,52
0,1.13716e-07,7.2462e-10,93244,103385,1.8689478,1.7799122,-36523.368,-36411.481,1250,scaled,nomig,bgs,NA,53
0,2.84527e-07,1.88585e-08,95830,87921,2.1556734,2.2365332,-36545.714,-36433.439,1250,scaled,nomig,bgs,NA,54
0,2.81067e-07,8.14844e-10,97886,96880,1.8820674,1.9849664,-36528.526,-36411.737,1250,scaled,nomig,bgs,NA,55
0,4.38104e-09,9.39884e-06,16613,2657428,0.0189472,0.0169664,-37078.812,-36307.494,1250,scaled,nomig,bgs,NA,56
0,2.0255e-07,5.62325e-09,93852,94360,1.9827429,2.0327096,-36616.329,-36511.429,1250,scaled,nomig,bgs,NA,57
0,4.06005e-07,2.41962e-08,97126,86830,2.121141,2.235776,-36376.505,-36263.525,1250,scaled,nomig,bgs,NA,58
0,3.95068e-07,1.73805e-07,100541,52910,3.6465313,3.401911,-36427.159,-36303.86,1250,scaled,nomig,bgs,NA,59
0,2.6386e-07,2.08442e-08,92701,78684,2.3253009,2.3564931,-36644.657,-36513.351,1250,scaled,nomig,bgs,NA,60
0,1.59026e-07,1.00549e-09,96406,96897,1.910381,1.9208547,-36514.239,-36403.364,1250,scaled,nomig,bgs,NA,61
0,1.52431e-07,8.53416e-10,93866,100931,1.8533225,1.9217674,-36469.205,-36362.469,1250,scaled,nomig,bgs,NA,62
0,2.21929e-07,1.28218e-09,96247,101336,1.824851,1.8364331,-36550.985,-36442.563,1250,scaled,nomig,bgs,NA,63
0,1.29928e-07,1.20867e-09,96776,94674,2.0562334,1.9643509,-36432.972,-36308.223,1250,scaled,nomig,bgs,NA,64
0,1.38013e-07,5.21043e-10,93318,98217,1.9931291,1.9391207,-36193.048,-36084.654,1250,scaled,nomig,bgs,NA,65
0,5.77608e-07,2.55215e-08,104907,84627,2.0868878,2.2120816,-36425.125,-36296.049,1250,scaled,nomig,bgs,NA,66
0,1.27573e-07,6.94509e-10,98276,96212,1.9541511,1.9552876,-36384.649,-36270.839,1250,scaled,nomig,bgs,NA,67
0,1.52992e-07,4.07682e-09,91084,95453,1.9631909,1.9773023,-36466.602,-36361.685,1250,scaled,nomig,bgs,NA,68
0,2.86498e-07,4.03188e-09,97009,93235,2.0410072,2.1331293,-36182.647,-36063.841,1250,scaled,nomig,bgs,NA,69
0,8.44414e-06,2.2419e-08,1084886,467411,0.1926828,0.3052433,-37033.549,-36226.146,1250,scaled,nomig,bgs,NA,70
0,1.87655e-07,2.6454e-09,95674,93952,2.000233,2.0482782,-36331.067,-36208.675,1250,scaled,nomig,bgs,NA,71
0,3.79244e-07,8.11706e-08,106333,63927,2.8874043,3.1068921,-36443.284,-36315.69,1250,scaled,nomig,bgs,NA,72
0,1.56242e-07,5.51366e-09,94843,96205,1.9806191,1.9381786,-36474.414,-36355.719,1250,scaled,nomig,bgs,NA,73
0,1.8136e-07,1.08319e-09,93247,94674,2.01068,2.0168889,-36345.612,-36234.372,1250,scaled,nomig,bgs,NA,74
0,1.56069e-07,1.7655e-09,96098,94866,2.0497057,2.0296822,-36398.883,-36282.807,1250,scaled,nomig,bgs,NA,75
0,4.16749e-07,7.71351e-08,103498,68765,2.6811338,2.6961985,-36583.383,-36455.659,1250,scaled,nomig,bgs,NA,76
0,1.36607e-08,8.61771e-06,74655,313480,0.3480543,0.2715714,-37155.59,-36261.277,1250,scaled,nomig,bgs,NA,77
0,1.47905e-07,1.55812e-09,94992,95722,1.9672055,2.0313069,-36522.711,-36411.703,1250,scaled,nomig,bgs,NA,78
0,4.59912e-07,1.21493e-07,101823,57597,3.2713923,3.4315395,-36488.276,-36354.965,1250,scaled,nomig,bgs,NA,79
0,2.15854e-07,2.86835e-09,98676,92017,2.031857,2.1837636,-36402.887,-36296.982,1250,scaled,nomig,bgs,NA,80
0,3.99004e-07,3.76195e-08,102427,76396,2.4495928,2.5209253,-36446.454,-36325.95,1250,scaled,nomig,bgs,NA,81
0,2.72247e-07,3.24148e-10,99346,96652,1.9076217,1.9508158,-36453.415,-36334.954,1250,scaled,nomig,bgs,NA,82
