,TDIV$,NANC$,V1$,V2$,MaxEstLhood,MaxObsLhood,time,genome,model,dfe,percent,replicate
0,1086785,79192,1.97434,1.9071482,-29987.186,-29946.763,20000,scaled,nomig,linkedp1,15percent,38
0,1043375,127035,1.2226686,1.2049757,-29930.685,-29872.312,20000,scaled,nomig,linkedp1,15percent,39
0,1102732,47690,3.2673926,3.3284375,-30005.955,-29955.067,20000,scaled,nomig,linkedp1,15percent,40
0,1040642,96738,1.6181217,1.6156429,-30044.172,-29993.465,20000,scaled,nomig,linkedp1,15percent,41
0,1048608,114624,1.349428,1.3069801,-29880.888,-29826.088,20000,scaled,nomig,linkedp1,15percent,42
0,1073470,88081,1.7496012,1.7711687,-29933.178,-29886.137,20000,scaled,nomig,linkedp1,15percent,43
0,1060679,104010,1.4689426,1.4559926,-29925.9,-29872.606,20000,scaled,nomig,linkedp1,15percent,44
0,1117178,45594,3.4248989,3.3388926,-29921.025,-29864.954,20000,scaled,nomig,linkedp1,15percent,45
0,1059784,111783,1.3432057,1.3945684,-29909.109,-29865.87,20000,scaled,nomig,linkedp1,15percent,46
0,1090031,80182,1.9248372,1.9199833,-29973.494,-29932.373,20000,scaled,nomig,linkedp1,15percent,47
0,1098642,59857,2.6095326,2.5596157,-29982.699,-29936.959,20000,scaled,nomig,linkedp1,15percent,48
0,1104552,52026,3.0246599,3.0063252,-30027.283,-29968.695,20000,scaled,nomig,linkedp1,15percent,49
0,1145376,34135,4.5442104,4.3460173,-29947.301,-29912.301,20000,scaled,nomig,linkedp1,15percent,50
0,1107928,48156,3.1849483,3.1888538,-29968.742,-29919.585,20000,scaled,nomig,linkedp1,15percent,51
0,1121550,44831,3.4462241,3.4659201,-29986.64,-29940.617,20000,scaled,nomig,linkedp1,15percent,52
0,1117291,46880,3.2975842,3.2454222,-29985.846,-29942.936,20000,scaled,nomig,linkedp1,15percent,53
0,1146830,34434,4.3605991,4.4946356,-29936.166,-29897.288,20000,scaled,nomig,linkedp1,15percent,54
0,959399,218531,0.6882216,0.6967108,-29908.59,-29860.593,20000,scaled,nomig,linkedp1,15percent,55
0,1126636,44157,3.5032781,3.549665,-30055.265,-30014.87,20000,scaled,nomig,linkedp1,15percent,56
0,1107985,57039,2.6948873,2.7678888,-29977.465,-29935.547,20000,scaled,nomig,linkedp1,15percent,57
0,1083785,73479,2.0822321,2.1115822,-30023.961,-29975.708,20000,scaled,nomig,linkedp1,15percent,58
0,1119731,45506,3.4115753,3.39869,-29914.229,-29853.218,20000,scaled,nomig,linkedp1,15percent,59
0,1131781,34727,4.2809846,4.4861479,-29954.42,-29905.571,20000,scaled,nomig,linkedp1,15percent,60
0,1114735,41504,3.7750213,3.658863,-30031.859,-29984.398,20000,scaled,nomig,linkedp1,15percent,61
0,1105152,48335,3.1141093,3.2397198,-30018.716,-29979.129,20000,scaled,nomig,linkedp1,15percent,62
0,1082936,81806,1.787783,1.9170583,-29889.853,-29834.827,20000,scaled,nomig,linkedp1,15percent,63
0,1089847,57492,2.6956596,2.6850679,-30055.628,-30012.482,20000,scaled,nomig,linkedp1,15percent,64
0,1134911,46165,3.2987951,3.3285422,-29919.257,-29874.44,20000,scaled,nomig,linkedp1,15percent,65
0,1067237,74155,2.0992449,2.1055028,-30036.885,-29990.515,20000,scaled,nomig,linkedp1,15percent,66
0,1100773,57661,2.7001457,2.7074051,-30072.64,-30034.253,20000,scaled,nomig,linkedp1,15percent,67
0,1092937,77769,1.928616,2.0041204,-29947.178,-29906.253,20000,scaled,nomig,linkedp1,15percent,68
0,1038839,121521,1.2641973,1.2839451,-30037.786,-29999.911,20000,scaled,nomig,linkedp1,15percent,69
0,1111058,58878,2.5689779,2.6472873,-29976.62,-29929.676,20000,scaled,nomig,linkedp1,15percent,70
0,1126229,35234,4.5495933,4.3408257,-29978.537,-29929.0,20000,scaled,nomig,linkedp1,15percent,71
0,1090855,80086,1.9025258,1.8798005,-29909.807,-29861.611,20000,scaled,nomig,linkedp1,15percent,72
0,1089025,79057,1.8989112,1.974225,-29930.364,-29880.845,20000,scaled,nomig,linkedp1,15percent,73
0,1079088,67008,2.2744245,2.3152035,-29947.019,-29887.13,20000,scaled,nomig,linkedp1,15percent,74
0,1122436,43043,3.5301589,3.6182381,-29955.586,-29905.756,20000,scaled,nomig,linkedp1,15percent,75
0,1080428,87705,1.6950438,1.7638127,-29927.161,-29874.375,20000,scaled,nomig,linkedp1,15percent,76
0,1079726,87068,1.801939,1.8202061,-30030.025,-29977.698,20000,scaled,nomig,linkedp1,15percent,77
0,1116679,54705,2.7689915,2.7823125,-29938.372,-29897.199,20000,scaled,nomig,linkedp1,15percent,78
0,1088269,67903,2.3284918,2.2680069,-30059.195,-30021.463,20000,scaled,nomig,linkedp1,15percent,79
0,1104038,57734,2.6325798,2.7078748,-30046.223,-30006.988,20000,scaled,nomig,linkedp1,15percent,80
0,1062822,103824,1.476145,1.4934957,-29933.105,-29883.903,20000,scaled,nomig,linkedp1,15percent,81
0,1125574,44738,3.4349829,3.3666325,-29937.932,-29895.64,20000,scaled,nomig,linkedp1,15percent,82
0,1134741,37520,4.0455456,4.148371,-30049.193,-30016.301,20000,scaled,nomig,linkedp1,15percent,83
0,1096560,68976,2.1938963,2.2991458,-30016.373,-29971.331,20000,scaled,nomig,linkedp1,15percent,84
0,1038405,133458,1.1448638,1.1481588,-29957.184,-29907.819,20000,scaled,nomig,linkedp1,15percent,85
0,1089750,76384,2.0141557,2.050775,-29967.133,-29916.659,20000,scaled,nomig,linkedp1,15percent,86
0,1118401,47230,3.3173114,3.3440479,-29998.861,-29953.162,20000,scaled,nomig,linkedp1,15percent,87
0,1125120,44478,3.4700687,3.4689299,-30035.052,-29993.867,20000,scaled,nomig,linkedp1,15percent,88
0,1115705,52076,2.886125,2.9659878,-29914.319,-29866.614,20000,scaled,nomig,linkedp1,15percent,89
0,1145290,34859,4.521159,4.2681222,-29959.792,-29917.764,20000,scaled,nomig,linkedp1,15percent,90
0,1116643,75519,1.9981871,1.9748332,-29886.962,-29844.667,20000,scaled,nomig,linkedp1,15percent,91
0,1098526,65582,2.3206734,2.2645433,-29892.14,-29842.12,20000,scaled,nomig,linkedp1,15percent,92
0,1114620,52897,2.8126725,2.9469109,-29911.914,-29861.199,20000,scaled,nomig,linkedp1,15percent,93
0,1148300,35490,4.2974168,4.4629314,-29936.373,-29886.531,20000,scaled,nomig,linkedp1,15percent,94
0,1115540,46957,3.2856359,3.2294982,-29949.128,-29896.897,20000,scaled,nomig,linkedp1,15percent,95
0,1130769,41746,3.6969216,3.6685427,-29953.747,-29905.139,20000,scaled,nomig,linkedp1,15percent,96
0,1094961,62495,2.4107978,2.4424283,-29920.156,-29867.475,20000,scaled,nomig,linkedp1,15percent,97
0,1134616,42469,3.6138148,3.5259668,-29965.839,-29926.737,20000,scaled,nomig,linkedp1,15percent,98
0,990675,159664,0.9754294,0.9820215,-30033.715,-29984.005,20000,scaled,nomig,linkedp1,15percent,99
0,516075,207619,1.2967936,1.3296562,-32716.54,-32573.082,5000,drosophila,nomig,linkedancestor,10percent,0
0,506706,207846,1.305777,1.3021437,-32663.89,-32523.154,5000,drosophila,nomig,linkedancestor,10percent,1
0,520473,204022,1.3447397,1.3311463,-32701.918,-32582.675,5000,drosophila,nomig,linkedancestor,10percent,2
0,515832,203394,1.3104506,1.3887415,-32681.524,-32538.223,5000,drosophila,nomig,linkedancestor,10percent,3
0,537208,174210,1.5467677,1.5565864,-32735.662,-32582.63,5000,drosophila,nomig,linkedancestor,10percent,4
0,498842,240101,1.1180896,1.1138974,-32562.598,-32431.201,5000,drosophila,nomig,linkedancestor,10percent,5
0,472510,246506,1.0519987,1.0672703,-32601.767,-32466.207,5000,drosophila,nomig,linkedancestor,10percent,6
0,508366,203689,1.3393066,1.2740953,-32696.129,-32560.102,5000,drosophila,nomig,linkedancestor,10percent,7
0,505237,242775,1.0716106,1.088412,-32540.931,-32407.366,5000,drosophila,nomig,linkedancestor,10percent,8
0,497129,232401,1.1451989,1.1111532,-32664.225,-32536.033,5000,drosophila,nomig,linkedancestor,10percent,9
0,513916,195182,1.4087611,1.3707771,-32720.08,-32568.949,5000,drosophila,nomig,linkedancestor,10percent,10
0,509415,198903,1.3520317,1.344494,-32707.971,-32579.348,5000,drosophila,nomig,linkedancestor,10percent,11
0,549957,137212,2.0230927,2.0546678,-32677.61,-32496.367,5000,drosophila,nomig,linkedancestor,10percent,12
0,533885,170353,1.5114055,1.6149201,-32598.817,-32429.782,5000,drosophila,nomig,linkedancestor,10percent,13
0,521155,188477,1.4571728,1.4270797,-32667.507,-32530.609,5000,drosophila,nomig,linkedancestor,10percent,14
0,537885,168551,1.6070387,1.6068671,-32677.022,-32529.343,5000,drosophila,nomig,linkedancestor,10percent,15
0,482304,251544,1.0279941,1.0400694,-32637.553,-32503.357,5000,drosophila,nomig,linkedancestor,10percent,16
0,524020,181558,1.4971921,1.4824848,-32712.209,-32563.633,5000,drosophila,nomig,linkedancestor,10percent,17
0,478140,273102,0.9621713,0.9520366,-32565.663,-32433.025,5000,drosophila,nomig,linkedancestor,10percent,18
0,528320,166559,1.6722541,1.6323212,-32632.506,-32481.225,5000,drosophila,nomig,linkedancestor,10percent,19
0,487359,248280,1.0408992,1.0480177,-32581.087,-32450.97,5000,drosophila,nomig,linkedancestor,10percent,20
0,496891,260067,1.0036566,1.0054041,-32573.016,-32435.331,5000,drosophila,nomig,linkedancestor,10percent,21
0,553389,139592,2.03154,1.9823782,-32598.943,-32417.011,5000,drosophila,nomig,linkedancestor,10percent,22
0,529245,185605,1.5005545,1.5037872,-32724.375,-32571.971,5000,drosophila,nomig,linkedancestor,10percent,23
0,485122,261199,1.0070858,0.9927797,-32737.274,-32613.422,5000,drosophila,nomig,linkedancestor,10percent,24
0,531817,198922,1.3647553,1.3829136,-32620.618,-32486.649,5000,drosophila,nomig,linkedancestor,10percent,25
0,514869,170333,1.6085986,1.5517051,-32650.529,-32500.353,5000,drosophila,nomig,linkedancestor,10percent,26
0,485788,257896,1.0268873,1.0442354,-32721.461,-32585.518,5000,drosophila,nomig,linkedancestor,10percent,27
0,495484,236150,1.1351478,1.1385654,-32645.159,-32519.63,5000,drosophila,nomig,linkedancestor,10percent,28
0,539721,138132,2.008533,2.0508054,-32681.569,-32525.244,5000,drosophila,nomig,linkedancestor,10percent,29
0,545995,143357,1.8997802,1.9846337,-32687.78,-32520.465,5000,drosophila,nomig,linkedancestor,10percent,30
0,487616,255147,1.0260139,1.0406307,-32595.184,-32453.647,5000,drosophila,nomig,linkedancestor,10percent,31
0,515018,170001,1.5914167,1.6001462,-32719.458,-32564.058,5000,drosophila,nomig,linkedancestor,10percent,32
0,485376,270704,0.9751671,0.9906931,-32643.416,-32512.215,5000,drosophila,nomig,linkedancestor,10percent,33
0,512096,165226,1.6578424,1.6467147,-32731.337,-32557.775,5000,drosophila,nomig,linkedancestor,10percent,34
0,515789,222695,1.204757,1.1816737,-32572.677,-32433.887,5000,drosophila,nomig,linkedancestor,10percent,35
0,492726,242912,1.0636168,1.0939778,-32788.281,-32649.292,5000,drosophila,nomig,linkedancestor,10percent,36
0,581695,104500,2.7000154,2.6480676,-32713.975,-32539.734,5000,drosophila,nomig,linkedancestor,10percent,37
0,543040,123027,2.248159,2.2613593,-32785.311,-32598.351,5000,drosophila,nomig,linkedancestor,10percent,38
0,490544,253611,1.0359639,1.0158951,-32703.171,-32588.053,5000,drosophila,nomig,linkedancestor,10percent,39
0,558630,120638,2.2750273,2.3374353,-32731.989,-32548.232,5000,drosophila,nomig,linkedancestor,10percent,40
0,474298,252532,1.040706,1.0449477,-32755.957,-32627.162,5000,drosophila,nomig,linkedancestor,10percent,41
0,540688,173694,1.6035375,1.5563493,-32740.186,-32582.766,5000,drosophila,nomig,linkedancestor,10percent,42
0,530692,203183,1.3400948,1.2887701,-32688.014,-32544.753,5000,drosophila,nomig,linkedancestor,10percent,43
0,537594,140181,2.0251492,1.9742123,-32682.171,-32531.131,5000,drosophila,nomig,linkedancestor,10percent,44
0,489477,232887,1.1494216,1.1474046,-32674.669,-32527.758,5000,drosophila,nomig,linkedancestor,10percent,45
0,502421,211845,1.3040213,1.2053269,-32754.049,-32627.494,5000,drosophila,nomig,linkedancestor,10percent,46
0,500636,252939,1.0400801,1.0283003,-32652.036,-32524.783,5000,drosophila,nomig,linkedancestor,10percent,47
0,499258,260303,1.0044449,1.0117187,-32567.014,-32426.522,5000,drosophila,nomig,linkedancestor,10percent,48
0,540751,155639,1.7859316,1.7353117,-32659.045,-32512.067,5000,drosophila,nomig,linkedancestor,10percent,49
0,505194,215703,1.2262237,1.2463973,-32655.004,-32523.944,5000,drosophila,nomig,linkedancestor,10percent,50
0,501779,222771,1.2165416,1.1835179,-32659.805,-32529.349,5000,drosophila,nomig,linkedancestor,10percent,51
0,574148,154842,1.8486578,1.814757,-32636.973,-32481.367,5000,drosophila,nomig,linkedancestor,10percent,52
0,522199,177197,1.6002026,1.525828,-32741.32,-32601.382,5000,drosophila,nomig,linkedancestor,10percent,53
0,536957,143470,1.9717903,1.9336302,-32687.756,-32524.964,5000,drosophila,nomig,linkedancestor,10percent,54
0,496458,275710,0.9588187,0.9413038,-32630.626,-32503.666,5000,drosophila,nomig,linkedancestor,10percent,55
0,482472,254454,1.0515437,1.0380605,-32719.422,-32581.07,5000,drosophila,nomig,linkedancestor,10percent,56
0,560636,135666,2.0402616,1.9976829,-32662.674,-32491.012,5000,drosophila,nomig,linkedancestor,10percent,57
0,491340,266507,0.9900763,0.9937014,-32617.837,-32494.134,5000,drosophila,nomig,linkedancestor,10percent,58
0,517962,166570,1.6220359,1.6849506,-32698.512,-32549.54,5000,drosophila,nomig,linkedancestor,10percent,59
0,543875,160512,1.7812885,1.7100847,-32634.307,-32481.235,5000,drosophila,nomig,linkedancestor,10percent,60
0,511188,190690,1.4038135,1.3855602,-32758.113,-32626.414,5000,drosophila,nomig,linkedancestor,10percent,61
0,525459,165203,1.6635204,1.6543369,-32751.479,-32601.639,5000,drosophila,nomig,linkedancestor,10percent,62
0,489817,274277,0.9444936,0.9873369,-32567.957,-32420.547,5000,drosophila,nomig,linkedancestor,10percent,63
0,531874,175109,1.5435404,1.5785492,-32764.878,-32613.569,5000,drosophila,nomig,linkedancestor,10percent,64
0,480233,253286,1.0330288,1.0449628,-32587.461,-32464.987,5000,drosophila,nomig,linkedancestor,10percent,65
0,555584,164962,1.7029346,1.7131358,-32672.287,-32533.926,5000,drosophila,nomig,linkedancestor,10percent,66
0,541902,168656,1.6066272,1.6527605,-32651.333,-32502.921,5000,drosophila,nomig,linkedancestor,10percent,67
0,520537,183142,1.4951875,1.4971117,-32680.337,-32542.104,5000,drosophila,nomig,linkedancestor,10percent,68
0,522843,164614,1.6153985,1.6726715,-32700.748,-32550.317,5000,drosophila,nomig,linkedancestor,10percent,69
0,525983,166545,1.6587394,1.6290886,-32661.704,-32493.566,5000,drosophila,nomig,linkedancestor,10percent,70
0,551752,110441,2.389162,2.5399771,-32574.318,-32404.865,5000,drosophila,nomig,linkedancestor,10percent,71
0,527556,157502,1.6901683,1.76437,-32678.097,-32526.485,5000,drosophila,nomig,linkedancestor,10percent,72
0,476001,259983,1.0435909,0.9818119,-32697.494,-32559.103,5000,drosophila,nomig,linkedancestor,10percent,73
0,505815,218015,1.213149,1.2352003,-32626.301,-32493.959,5000,drosophila,nomig,linkedancestor,10percent,74
0,528312,201549,1.3373283,1.3212806,-32577.545,-32443.522,5000,drosophila,nomig,linkedancestor,10percent,75
0,537619,152689,1.8084822,1.7933566,-32732.612,-32567.488,5000,drosophila,nomig,linkedancestor,10percent,76
0,488076,265820,0.9606619,0.9804443,-32630.088,-32504.064,5000,drosophila,nomig,linkedancestor,10percent,77
0,546349,128485,2.1119928,2.0815004,-32765.692,-32583.154,5000,drosophila,nomig,linkedancestor,10percent,78
0,537876,149935,1.8457476,1.8971427,-32726.68,-32563.9,5000,drosophila,nomig,linkedancestor,10percent,79
0,522538,154393,1.8294982,1.7163219,-32698.567,-32536.302,5000,drosophila,nomig,linkedancestor,10percent,80
0,516992,183603,1.5060786,1.5514249,-32714.135,-32564.963,5000,drosophila,nomig,linkedancestor,10percent,81
0,498960,254723,1.0190857,1.049488,-32656.841,-32531.812,5000,drosophila,nomig,linkedancestor,10percent,82
0,508457,179649,1.4978651,1.5521937,-32654.955,-32514.565,5000,drosophila,nomig,linkedancestor,10percent,83
0,463266,266157,0.9842061,0.9704512,-32761.768,-32632.546,5000,drosophila,nomig,linkedancestor,10percent,84
0,519616,171855,1.6033856,1.5923364,-32679.477,-32532.316,5000,drosophila,nomig,linkedancestor,10percent,85
0,466980,278037,0.9498447,0.9288528,-32826.785,-32691.862,5000,drosophila,nomig,linkedancestor,10percent,86
0,477140,252527,1.0245516,1.0322714,-32612.763,-32482.06,5000,drosophila,nomig,linkedancestor,10percent,87
0,545249,136149,2.0081162,2.0145234,-32748.748,-32571.753,5000,drosophila,nomig,linkedancestor,10percent,88
0,499970,226416,1.155691,1.194301,-32567.156,-32441.154,5000,drosophila,nomig,linkedancestor,10percent,89
0,518754,196628,1.3855273,1.3835299,-32645.811,-32505.361,5000,drosophila,nomig,linkedancestor,10percent,90
0,490284,263567,0.9668093,1.0188747,-32637.569,-32507.578,5000,drosophila,nomig,linkedancestor,10percent,91
0,489489,249218,1.0219692,1.0637426,-32712.666,-32580.397,5000,drosophila,nomig,linkedancestor,10percent,92
0,545656,131015,2.1780893,2.1243085,-32589.904,-32421.104,5000,drosophila,nomig,linkedancestor,10percent,93
0,540592,148294,1.8599712,1.9290874,-32631.333,-32456.346,5000,drosophila,nomig,linkedancestor,10percent,94
0,516273,201178,1.3133226,1.3235432,-32799.245,-32661.042,5000,drosophila,nomig,linkedancestor,10percent,95
0,526434,153423,1.8740159,1.7923103,-32631.418,-32465.367,5000,drosophila,nomig,linkedancestor,10percent,96
0,526282,191289,1.4793803,1.4005574,-32698.806,-32561.165,5000,drosophila,nomig,linkedancestor,10percent,97
0,553732,148485,1.8576818,1.8418284,-32676.876,-32509.26,5000,drosophila,nomig,linkedancestor,10percent,98
0,487987,261314,1.0086097,0.97129,-32686.175,-32546.846,5000,drosophila,nomig,linkedancestor,10percent,99
0,2086724,90435,2.7868406,2.9214626,-27751.8,-27548.052,20000,drosophila,nomig,linkedancestor,5percent,0
0,2014384,126483,2.0660588,2.1322047,-27824.374,-27589.171,20000,drosophila,nomig,linkedancestor,5percent,1
0,2086893,78483,3.4265201,3.2229512,-27645.878,-27467.01,20000,drosophila,nomig,linkedancestor,5percent,2
0,2046178,125812,2.1046542,2.1129959,-27829.996,-27603.344,20000,drosophila,nomig,linkedancestor,5percent,3
0,1919965,256619,1.0000162,1.0351064,-27818.426,-27573.248,20000,drosophila,nomig,linkedancestor,5percent,4
0,2022151,138768,1.8654064,1.8939151,-27713.711,-27503.475,20000,drosophila,nomig,linkedancestor,5percent,5
0,2087315,91366,2.8733528,2.9706846,-27785.164,-27618.361,20000,drosophila,nomig,linkedancestor,5percent,6
0,2111963,75434,3.4350337,3.4972046,-27814.601,-27577.687,20000,drosophila,nomig,linkedancestor,5percent,7
0,2023943,132665,1.9518041,1.9603042,-27773.044,-27544.718,20000,drosophila,nomig,linkedancestor,5percent,8
0,2038965,138303,1.8090833,1.8814362,-27707.275,-27493.137,20000,drosophila,nomig,linkedancestor,5percent,9
0,2138151,75536,3.5184372,3.4045681,-27685.267,-27498.975,20000,drosophila,nomig,linkedancestor,5percent,10
0,2084950,78781,3.3435526,3.3887537,-27766.607,-27563.369,20000,drosophila,nomig,linkedancestor,5percent,11
0,2078659,82746,3.1143911,3.1767217,-27795.091,-27554.836,20000,drosophila,nomig,linkedancestor,5percent,12
0,2090980,77713,3.3683045,3.3823969,-27829.215,-27598.151,20000,drosophila,nomig,linkedancestor,5percent,13
0,2104826,81104,3.2146172,3.2268525,-27794.766,-27575.188,20000,drosophila,nomig,linkedancestor,5percent,14
0,2014326,183538,1.4667009,1.4241274,-27765.13,-27530.457,20000,drosophila,nomig,linkedancestor,5percent,15
0,2090953,73721,3.7020077,3.5398521,-27781.384,-27595.042,20000,drosophila,nomig,linkedancestor,5percent,16
0,2134931,61489,4.2536651,4.2596837,-27872.85,-27614.695,20000,drosophila,nomig,linkedancestor,5percent,17
0,2053450,75982,3.3992992,3.3904603,-27787.874,-27565.017,20000,drosophila,nomig,linkedancestor,5percent,18
0,1954330,197106,1.3241356,1.3727236,-27874.044,-27665.545,20000,drosophila,nomig,linkedancestor,5percent,19
0,2057109,132459,2.0050438,2.0276329,-27758.989,-27547.544,20000,drosophila,nomig,linkedancestor,5percent,20
0,1896793,264299,0.9884606,0.9545543,-27651.027,-27458.882,20000,drosophila,nomig,linkedancestor,5percent,21
0,2098275,105851,2.4860807,2.5586943,-27821.348,-27599.072,20000,drosophila,nomig,linkedancestor,5percent,22
0,2105540,76407,3.4233317,3.4983352,-27677.87,-27476.82,20000,drosophila,nomig,linkedancestor,5percent,23
0,1989517,179782,1.4423474,1.4717314,-27723.449,-27483.869,20000,drosophila,nomig,linkedancestor,5percent,24
0,1980586,143786,1.9057723,1.8312319,-27945.483,-27700.601,20000,drosophila,nomig,linkedancestor,5percent,25
0,2075514,80116,3.2755104,3.2603736,-27887.873,-27615.841,20000,drosophila,nomig,linkedancestor,5percent,26
0,2044510,97917,2.7153091,2.6831469,-27782.946,-27575.662,20000,drosophila,nomig,linkedancestor,5percent,27
0,2085262,82601,3.0626142,3.1783079,-27804.496,-27523.892,20000,drosophila,nomig,linkedancestor,5percent,28
0,1981915,162688,1.5643369,1.5931043,-27758.045,-27533.595,20000,drosophila,nomig,linkedancestor,5percent,29
0,2136578,65239,4.0547852,4.1468693,-27822.118,-27596.614,20000,drosophila,nomig,linkedancestor,5percent,30
0,2087631,95515,2.7963109,2.7196406,-27803.101,-27537.949,20000,drosophila,nomig,linkedancestor,5percent,31
0,2111850,78005,3.1915538,3.477022,-27702.54,-27464.813,20000,drosophila,nomig,linkedancestor,5percent,32
0,2016567,178027,1.5609672,1.4790754,-27729.889,-27545.47,20000,drosophila,nomig,linkedancestor,5percent,33
0,2047776,102027,2.7286897,2.5523056,-27800.486,-27599.858,20000,drosophila,nomig,linkedancestor,5percent,34
0,2083360,79747,3.3874115,3.2452661,-27693.12,-27541.328,20000,drosophila,nomig,linkedancestor,5percent,35
0,2111272,89764,2.8568106,2.9011826,-27730.979,-27549.5,20000,drosophila,nomig,linkedancestor,5percent,36
0,1970446,218472,1.2413615,1.1646793,-27662.809,-27480.227,20000,drosophila,nomig,linkedancestor,5percent,37
0,1980515,231157,1.1732036,1.1422432,-27812.938,-27522.436,20000,drosophila,nomig,linkedancestor,5percent,38
0,2081950,133392,2.0372831,1.9261535,-27733.209,-27551.418,20000,drosophila,nomig,linkedancestor,5percent,39
0,2104558,72943,3.6140604,3.4845126,-27641.024,-27461.003,20000,drosophila,nomig,linkedancestor,5percent,40
0,2049562,109988,2.4120461,2.4402553,-27930.7,-27681.015,20000,drosophila,nomig,linkedancestor,5percent,41
0,2021251,131842,1.9322363,2.0226437,-27757.757,-27523.536,20000,drosophila,nomig,linkedancestor,5percent,42
0,2025458,130954,2.0449909,2.0100436,-27879.267,-27663.658,20000,drosophila,nomig,linkedancestor,5percent,43
0,2113371,81997,3.0935661,3.354641,-27760.749,-27545.552,20000,drosophila,nomig,linkedancestor,5percent,44
0,1911629,258924,1.0730863,1.0072455,-27854.534,-27640.372,20000,drosophila,nomig,linkedancestor,5percent,45
0,2069483,91466,2.9183711,2.9309241,-27652.258,-27469.631,20000,drosophila,nomig,linkedancestor,5percent,46
0,2046466,95680,2.7674742,2.7264911,-27790.946,-27535.769,20000,drosophila,nomig,linkedancestor,5percent,47
0,1995688,151056,1.8112279,1.8017711,-27923.963,-27695.025,20000,drosophila,nomig,linkedancestor,5percent,48
0,2068337,116559,2.2030577,2.2268104,-27656.957,-27490.163,20000,drosophila,nomig,linkedancestor,5percent,49
0,1982577,132131,2.0701567,1.9440314,-27755.954,-27550.103,20000,drosophila,nomig,linkedancestor,5percent,50
0,2073487,83323,3.1881101,3.1853687,-27868.291,-27637.184,20000,drosophila,nomig,linkedancestor,5percent,51
0,2100239,95239,2.7302136,2.7267433,-27698.423,-27477.043,20000,drosophila,nomig,linkedancestor,5percent,52
0,2118775,78196,3.220615,3.2714259,-27626.198,-27433.564,20000,drosophila,nomig,linkedancestor,5percent,53
0,2100888,82747,3.3118901,3.1499772,-27776.099,-27593.434,20000,drosophila,nomig,linkedancestor,5percent,54
0,2110045,101717,2.5507203,2.5407636,-27604.818,-27376.458,20000,drosophila,nomig,linkedancestor,5percent,55
0,1995914,191823,1.3484637,1.3682001,-27667.38,-27454.157,20000,drosophila,nomig,linkedancestor,5percent,56
0,1989572,179946,1.4684459,1.3919488,-27621.982,-27434.021,20000,drosophila,nomig,linkedancestor,5percent,57
0,2057403,103761,2.5443211,2.4931416,-27765.058,-27552.905,20000,drosophila,nomig,linkedancestor,5percent,58
0,2028123,164172,1.5480638,1.5959751,-27804.505,-27558.034,20000,drosophila,nomig,linkedancestor,5percent,59
0,2056317,128625,1.9734644,2.0829904,-27821.194,-27600.038,20000,drosophila,nomig,linkedancestor,5percent,60
0,2114315,79369,3.1503373,3.1363681,-27546.933,-27370.747,20000,drosophila,nomig,linkedancestor,5percent,61
0,2073237,80427,3.300432,3.1719908,-27784.432,-27562.305,20000,drosophila,nomig,linkedancestor,5percent,62
0,2083029,67905,3.8042556,3.964706,-27842.931,-27599.007,20000,drosophila,nomig,linkedancestor,5percent,63
0,2103606,88208,3.0191581,2.8527687,-27696.107,-27460.053,20000,drosophila,nomig,linkedancestor,5percent,64
0,1806479,306020,0.8867218,0.8519205,-27851.8,-27652.952,20000,drosophila,nomig,linkedancestor,5percent,65
0,2012483,137797,1.892943,1.9588531,-27888.124,-27675.399,20000,drosophila,nomig,linkedancestor,5percent,66
0,1989990,187456,1.4189322,1.3898523,-27733.317,-27546.531,20000,drosophila,nomig,linkedancestor,5percent,67
0,2071186,89242,2.9827041,3.0230239,-27749.219,-27551.083,20000,drosophila,nomig,linkedancestor,5percent,68
0,2053454,75056,3.6356841,3.5846601,-27873.667,-27645.761,20000,drosophila,nomig,linkedancestor,5percent,69
0,2048239,130736,2.0206558,2.0711642,-27732.516,-27504.89,20000,drosophila,nomig,linkedancestor,5percent,70
0,1935998,200670,1.2428318,1.2863934,-27745.454,-27550.531,20000,drosophila,nomig,linkedancestor,5percent,71
0,1934547,238756,1.081565,1.1275468,-27835.612,-27622.943,20000,drosophila,nomig,linkedancestor,5percent,72
0,1576125,596059,0.4354876,0.4436567,-27763.224,-27551.04,20000,drosophila,nomig,linkedancestor,5percent,73
0,2037551,113103,2.3113016,2.3476084,-27777.284,-27578.766,20000,drosophila,nomig,linkedancestor,5percent,74
0,2048907,121435,2.1765718,2.0996838,-27725.935,-27574.691,20000,drosophila,nomig,linkedancestor,5percent,75
0,2023950,169762,1.5303447,1.5535563,-27745.112,-27546.084,20000,drosophila,nomig,linkedancestor,5percent,76
0,1740336,426517,0.6220494,0.6096913,-27822.469,-27648.638,20000,drosophila,nomig,linkedancestor,5percent,77
0,2075844,125057,2.0863602,2.0748365,-27732.435,-27534.773,20000,drosophila,nomig,linkedancestor,5percent,78
0,2108347,71598,3.6128922,3.6099681,-27786.991,-27552.05,20000,drosophila,nomig,linkedancestor,5percent,79
0,2091847,80398,3.1642488,3.4384159,-27868.709,-27634.787,20000,drosophila,nomig,linkedancestor,5percent,80
0,1902731,250874,1.0306137,1.0128922,-27750.468,-27536.688,20000,drosophila,nomig,linkedancestor,5percent,81
