,TDIV$,NANC$,V1$,V2$,MaxEstLhood,MaxObsLhood,time,genome,model,dfe,percent,replicate
0,122357,250629,0.9842955,0.9235,-36576.487,-36487.947,1250,scaled,nomig,neutral,NA,2
0,121396,258367,0.9278125,0.9162988,-36569.703,-36472.041,1250,scaled,nomig,neutral,NA,3
0,121399,248258,0.9732825,0.9977249,-36371.883,-36277.9,1250,scaled,nomig,neutral,NA,4
0,119834,244889,0.97042,1.0206086,-36402.181,-36301.734,1250,scaled,nomig,neutral,NA,5
0,122147,240117,1.0171709,1.0519408,-36433.978,-36326.15,1250,scaled,nomig,neutral,NA,6
0,119204,245917,0.9642797,0.9749292,-36438.498,-36340.01,1250,scaled,nomig,neutral,NA,7
0,119546,252577,0.9488305,0.9718836,-36518.142,-36416.222,1250,scaled,nomig,neutral,NA,8
0,123405,242909,1.0274907,1.0233649,-36293.111,-36202.075,1250,scaled,nomig,neutral,NA,9
0,125262,238233,1.0459524,1.0505686,-36214.687,-36116.052,1250,scaled,nomig,neutral,NA,10
0,123984,245860,0.9946779,1.0044081,-36266.74,-36165.561,1250,scaled,nomig,neutral,NA,11
0,119929,247452,1.0349197,0.9863062,-36367.154,-36284.394,1250,scaled,nomig,neutral,NA,12
0,121488,245155,0.983044,1.0063034,-36355.374,-36265.412,1250,scaled,nomig,neutral,NA,13
0,123016,242380,1.0395722,1.006798,-36398.277,-36316.276,1250,scaled,nomig,neutral,NA,14
0,119724,244279,0.9967131,0.986487,-36438.013,-36333.948,1250,scaled,nomig,neutral,NA,15
0,123587,241325,1.0066934,1.0281598,-36392.685,-36296.777,1250,scaled,nomig,neutral,NA,16
0,122699,238272,1.0043284,1.031892,-36205.837,-36100.079,1250,scaled,nomig,neutral,NA,17
0,126167,248380,0.9661159,0.967406,-36346.371,-36248.271,1250,scaled,nomig,neutral,NA,18
0,122280,252929,0.9816379,0.9275871,-36569.878,-36462.799,1250,scaled,nomig,neutral,NA,19
0,124024,248312,0.9626787,0.9940351,-36335.126,-36240.989,1250,scaled,nomig,neutral,NA,20
0,124754,243506,1.0245802,1.025757,-36350.375,-36255.861,1250,scaled,nomig,neutral,NA,21
0,123234,249243,0.9649486,0.9715899,-36477.209,-36375.246,1250,scaled,nomig,neutral,NA,22
0,121412,238857,1.0288212,1.0776394,-36328.926,-36231.39,1250,scaled,nomig,neutral,NA,23
0,121510,253028,0.967589,0.920828,-36555.247,-36448.386,1250,scaled,nomig,neutral,NA,24
0,122233,243453,1.0052784,1.0201502,-36314.488,-36218.274,1250,scaled,nomig,neutral,NA,25
0,117910,249569,0.9748178,0.9634904,-36498.245,-36393.787,1250,scaled,nomig,neutral,NA,26
0,117516,257744,0.9260595,0.8778388,-36551.243,-36458.571,1250,scaled,nomig,neutral,NA,27
0,119906,251440,0.9937505,0.9675067,-36440.228,-36344.139,1250,scaled,nomig,neutral,NA,28
0,121302,243113,1.0126669,0.9877624,-36314.502,-36207.235,1250,scaled,nomig,neutral,NA,29
0,120365,251859,0.9758364,0.9635338,-36558.664,-36452.107,1250,scaled,nomig,neutral,NA,30
0,123134,237021,1.0647028,0.9957428,-36210.983,-36119.529,1250,scaled,nomig,neutral,NA,31
0,121943,246095,0.994498,1.0195708,-36358.649,-36266.329,1250,scaled,nomig,neutral,NA,32
0,123893,241710,1.0461538,1.0058787,-36292.862,-36195.964,1250,scaled,nomig,neutral,NA,33
0,124607,240334,0.9941708,1.0506425,-36423.454,-36328.149,1250,scaled,nomig,neutral,NA,34
0,122171,246476,1.0055849,0.9686444,-36429.974,-36334.908,1250,scaled,nomig,neutral,NA,35
0,120715,255751,0.9396412,0.9288896,-36537.214,-36445.828,1250,scaled,nomig,neutral,NA,36
0,118626,248107,0.9503573,0.9861629,-36543.993,-36437.748,1250,scaled,nomig,neutral,NA,37
0,122742,248749,0.9682306,0.968849,-36403.979,-36307.627,1250,scaled,nomig,neutral,NA,38
0,122657,251942,0.9639179,0.9823589,-36514.221,-36405.399,1250,scaled,nomig,neutral,NA,39
0,121366,243272,0.9591094,1.0453751,-36384.13,-36279.413,1250,scaled,nomig,neutral,NA,40
0,119241,245029,0.9813547,0.9939373,-36428.352,-36327.311,1250,scaled,nomig,neutral,NA,41
0,123085,248253,0.96773,0.9731334,-36514.548,-36421.788,1250,scaled,nomig,neutral,NA,42
0,125000,246529,0.9622786,1.0394945,-36361.883,-36265.885,1250,scaled,nomig,neutral,NA,43
0,119938,242089,1.0156445,1.0141466,-36387.042,-36288.427,1250,scaled,nomig,neutral,NA,44
0,121076,244802,0.9940705,0.9933906,-36309.906,-36202.866,1250,scaled,nomig,neutral,NA,45
0,122568,246948,0.9942003,0.9725035,-36447.891,-36340.217,1250,scaled,nomig,neutral,NA,46
0,121731,243265,0.984358,1.0055631,-36418.383,-36310.531,1250,scaled,nomig,neutral,NA,47
0,123122,244938,1.0060486,0.9765861,-36355.63,-36246.766,1250,scaled,nomig,neutral,NA,48
0,121308,244190,1.0037672,0.9964188,-36436.808,-36339.214,1250,scaled,nomig,neutral,NA,49
0,123004,250783,1.0064802,0.9530321,-36366.144,-36275.531,1250,scaled,nomig,neutral,NA,50
0,119525,249045,0.9525367,0.9794257,-36451.522,-36354.613,1250,scaled,nomig,neutral,NA,51
0,121543,248205,0.975467,0.9848655,-36348.984,-36252.622,1250,scaled,nomig,neutral,NA,52
0,123813,244116,1.0185606,1.014716,-36346.631,-36259.571,1250,scaled,nomig,neutral,NA,53
0,123730,240416,1.0195335,1.028124,-36322.215,-36216.429,1250,scaled,nomig,neutral,NA,54
0,121923,247114,0.9915439,1.0007646,-36444.126,-36336.136,1250,scaled,nomig,neutral,NA,55
0,117544,250857,0.9493704,0.9743632,-36526.656,-36422.528,1250,scaled,nomig,neutral,NA,56
0,121967,249231,0.9674944,0.9869512,-36407.094,-36309.534,1250,scaled,nomig,neutral,NA,57
0,121330,244849,0.9913152,0.9857841,-36449.047,-36344.954,1250,scaled,nomig,neutral,NA,58
0,121157,244667,0.9873846,0.964499,-36623.786,-36513.596,1250,scaled,nomig,neutral,NA,59
0,123219,240651,1.0361477,1.0521098,-36327.81,-36228.136,1250,scaled,nomig,neutral,NA,60
0,122932,246680,0.971298,0.982904,-36393.268,-36284.759,1250,scaled,nomig,neutral,NA,61
0,7353,521726,0.0411336,0.0444346,-37830.218,-36460.805,1250,scaled,nomig,neutral,NA,62
0,121659,241203,0.9797113,1.0566612,-36388.511,-36287.952,1250,scaled,nomig,neutral,NA,63
0,124074,239218,1.0664178,0.9961644,-36226.279,-36127.592,1250,scaled,nomig,neutral,NA,64
0,124207,245093,1.0249928,0.9883433,-36327.033,-36218.455,1250,scaled,nomig,neutral,NA,65
0,122418,243103,1.0475862,0.9962155,-36328.306,-36228.576,1250,scaled,nomig,neutral,NA,66
0,121279,254351,0.9386891,0.960714,-36619.129,-36533.292,1250,scaled,nomig,neutral,NA,67
0,122014,248828,0.9823439,0.9995596,-36331.393,-36231.26,1250,scaled,nomig,neutral,NA,68
0,122680,240881,0.9710664,1.0431717,-36345.363,-36240.498,1250,scaled,nomig,neutral,NA,69
0,127519,243996,1.0403622,0.9989456,-36449.232,-36363.834,1250,scaled,nomig,neutral,NA,70
0,118920,249898,0.940838,0.9696054,-36382.288,-36280.996,1250,scaled,nomig,neutral,NA,71
0,123510,245961,1.0208803,1.0327003,-36356.881,-36259.936,1250,scaled,nomig,neutral,NA,72
0,124282,244911,0.9852272,0.996265,-36430.351,-36335.545,1250,scaled,nomig,neutral,NA,73
0,120635,251516,0.9590278,0.9508781,-36400.94,-36310.195,1250,scaled,nomig,neutral,NA,74
0,126418,244939,1.0072555,1.007231,-36345.625,-36248.188,1250,scaled,nomig,neutral,NA,75
0,124711,240588,1.0372287,1.0536288,-36369.856,-36278.296,1250,scaled,nomig,neutral,NA,76
0,119310,243742,1.00068,1.0048706,-36430.967,-36341.61,1250,scaled,nomig,neutral,NA,77
0,120873,247299,0.995573,0.9736296,-36446.921,-36341.866,1250,scaled,nomig,neutral,NA,78
0,119181,247124,0.990413,0.971933,-36449.109,-36350.634,1250,scaled,nomig,neutral,NA,79
0,125611,233430,1.0693774,1.1024616,-36316.341,-36222.085,1250,scaled,nomig,neutral,NA,80
0,117415,256495,0.9515107,0.9127972,-36605.36,-36504.432,1250,scaled,nomig,neutral,NA,81
0,125548,240764,1.0250015,1.0303091,-36288.976,-36175.941,1250,scaled,nomig,neutral,NA,82
0,118141,260227,0.9031613,0.9308422,-36565.034,-36474.468,1250,scaled,nomig,neutral,NA,83
0,126173,249125,1.0041208,0.9750496,-36295.347,-36181.003,1250,scaled,nomig,neutral,NA,84
0,119860,233481,1.1031454,1.0339443,-36301.405,-36202.36,1250,scaled,nomig,neutral,NA,85
0,125199,242592,1.0303797,1.0146955,-36283.967,-36176.335,1250,scaled,nomig,neutral,NA,86
0,121048,247852,0.9609913,0.9992876,-36458.364,-36348.163,1250,scaled,nomig,neutral,NA,87
0,120084,252466,0.9662947,0.9685561,-36348.304,-36239.282,1250,scaled,nomig,neutral,NA,88
0,123805,235474,1.0414635,1.0560161,-36219.795,-36114.829,1250,scaled,nomig,neutral,NA,89
0,122826,242365,1.0211228,1.0219048,-36295.591,-36205.741,1250,scaled,nomig,neutral,NA,90
0,120843,250264,0.9537614,0.9370395,-36450.303,-36350.667,1250,scaled,nomig,neutral,NA,91
0,126006,238978,1.0170984,1.0459908,-36266.064,-36164.135,1250,scaled,nomig,neutral,NA,92
0,124750,238555,1.0326528,1.0359454,-36213.928,-36120.201,1250,scaled,nomig,neutral,NA,93
0,122245,246024,0.9827671,0.9975762,-36409.947,-36311.113,1250,scaled,nomig,neutral,NA,94
0,122181,241432,1.0175683,1.035263,-36365.894,-36263.268,1250,scaled,nomig,neutral,NA,95
0,120985,250418,0.9477077,0.9958208,-36437.97,-36343.31,1250,scaled,nomig,neutral,NA,96
0,122292,246083,0.988076,0.9736536,-36478.149,-36375.641,1250,scaled,nomig,neutral,NA,97
0,125121,247491,0.9943872,1.002198,-36430.788,-36330.539,1250,scaled,nomig,neutral,NA,98
0,119122,246093,0.9726836,1.0195192,-36476.117,-36383.832,1250,scaled,nomig,neutral,NA,99
0,1055540,59097,2.4928492,2.4663309,-30178.922,-30135.873,20000,scaled,nomig,linkedp1,5percent,0
0,1055844,52037,2.9270146,2.7253311,-30172.548,-30115.13,20000,scaled,nomig,linkedp1,5percent,1
0,1071264,33564,4.3039815,4.4234458,-30196.417,-30138.059,20000,scaled,nomig,linkedp1,5percent,2
0,1065495,60462,2.3825379,2.4442814,-30153.636,-30105.311,20000,scaled,nomig,linkedp1,5percent,3
0,992264,101797,1.4265575,1.4772608,-30198.218,-30148.156,20000,scaled,nomig,linkedp1,5percent,4
0,966446,133065,1.1289759,1.1069469,-30190.246,-30129.646,20000,scaled,nomig,linkedp1,5percent,5
0,980860,129665,1.123386,1.1428871,-30165.794,-30114.512,20000,scaled,nomig,linkedp1,5percent,6
0,1064552,33637,4.3426887,4.5206508,-30230.869,-30174.384,20000,scaled,nomig,linkedp1,5percent,7
0,959241,150390,0.98497,0.9653146,-30173.804,-30118.613,20000,scaled,nomig,linkedp1,5percent,8
0,1071522,45281,3.3829654,3.2782694,-30175.381,-30116.706,20000,scaled,nomig,linkedp1,5percent,9
0,1059983,44729,3.2375682,3.3115923,-30177.517,-30124.29,20000,scaled,nomig,linkedp1,5percent,10
0,954575,150910,0.9783611,0.9913709,-30147.62,-30078.956,20000,scaled,nomig,linkedp1,5percent,11
0,1020885,79271,1.9071662,1.7897741,-30167.144,-30104.732,20000,scaled,nomig,linkedp1,5percent,12
0,1014282,76049,1.9662176,1.9611989,-30193.347,-30132.23,20000,scaled,nomig,linkedp1,5percent,13
0,1042765,66232,2.2703723,2.2086124,-30205.292,-30147.674,20000,scaled,nomig,linkedp1,5percent,14
0,1043199,71420,2.0839927,2.0842309,-30163.524,-30103.068,20000,scaled,nomig,linkedp1,5percent,15
0,1013755,89077,1.6556659,1.6935112,-30183.128,-30123.926,20000,scaled,nomig,linkedp1,5percent,16
0,1017973,66721,2.2589574,2.187857,-30199.203,-30137.264,20000,scaled,nomig,linkedp1,5percent,17
0,1037045,71010,2.060913,2.022989,-30147.686,-30089.096,20000,scaled,nomig,linkedp1,5percent,18
0,1063370,43414,3.3948172,3.4535326,-30162.34,-30107.602,20000,scaled,nomig,linkedp1,5percent,19
0,894706,212652,0.6981828,0.6946257,-30226.882,-30178.819,20000,scaled,nomig,linkedp1,5percent,20
0,996261,109953,1.3505938,1.3559016,-30244.809,-30196.355,20000,scaled,nomig,linkedp1,5percent,21
0,1063044,41640,3.5388967,3.5468589,-30215.587,-30165.925,20000,scaled,nomig,linkedp1,5percent,22
0,1049595,57949,2.445121,2.6287876,-30174.649,-30122.409,20000,scaled,nomig,linkedp1,5percent,23
0,1043604,40625,3.649246,3.7372011,-30219.49,-30161.159,20000,scaled,nomig,linkedp1,5percent,24
0,1063204,40561,3.6754675,3.6868678,-30142.469,-30081.308,20000,scaled,nomig,linkedp1,5percent,25
0,1042168,62355,2.3736792,2.3220194,-30216.45,-30166.876,20000,scaled,nomig,linkedp1,5percent,26
0,1044740,70177,2.1011045,2.0993249,-30170.974,-30116.742,20000,scaled,nomig,linkedp1,5percent,27
0,1046369,47370,3.0685363,3.1103882,-30205.931,-30162.549,20000,scaled,nomig,linkedp1,5percent,28
0,914247,193060,0.7678465,0.7741396,-30265.602,-30212.742,20000,scaled,nomig,linkedp1,5percent,29
0,1048604,45172,3.2769524,3.3668331,-30244.72,-30179.8,20000,scaled,nomig,linkedp1,5percent,30
0,1044637,63808,2.3187272,2.2704074,-30090.067,-30020.123,20000,scaled,nomig,linkedp1,5percent,31
0,1052093,44147,3.3613644,3.4711636,-30182.73,-30115.304,20000,scaled,nomig,linkedp1,5percent,32
0,1055403,40436,3.7268179,3.7120289,-30305.146,-30257.103,20000,scaled,nomig,linkedp1,5percent,33
0,1053242,40574,3.6549623,3.7630222,-30227.215,-30165.952,20000,scaled,nomig,linkedp1,5percent,34
0,1045305,43179,3.528435,3.4884353,-30203.534,-30134.007,20000,scaled,nomig,linkedp1,5percent,35
0,1074444,34598,4.2038002,4.2504508,-30128.947,-30074.861,20000,scaled,nomig,linkedp1,5percent,36
0,1050677,66177,2.2570196,2.1192244,-30021.62,-29960.064,20000,scaled,nomig,linkedp1,5percent,37
0,1058343,34495,4.4036887,4.3918611,-30230.297,-30169.205,20000,scaled,nomig,linkedp1,5percent,38
0,1028997,71596,2.0407949,2.1231941,-30167.708,-30108.071,20000,scaled,nomig,linkedp1,5percent,39
0,1029810,74624,1.9598926,2.0675143,-30260.11,-30214.566,20000,scaled,nomig,linkedp1,5percent,40
0,1025942,75898,1.9558133,1.8880624,-30151.444,-30092.503,20000,scaled,nomig,linkedp1,5percent,41
0,1076646,31658,4.7243676,4.6372084,-30165.279,-30105.045,20000,scaled,nomig,linkedp1,5percent,42
0,1061010,41933,3.5583565,3.5656859,-30180.73,-30120.611,20000,scaled,nomig,linkedp1,5percent,43
0,1050513,44889,3.4056315,3.3206691,-30221.974,-30161.818,20000,scaled,nomig,linkedp1,5percent,44
0,1039981,57190,2.531852,2.6798725,-30193.002,-30129.974,20000,scaled,nomig,linkedp1,5percent,45
0,1074632,41328,3.5536791,3.5209544,-30139.202,-30083.124,20000,scaled,nomig,linkedp1,5percent,46
0,1069109,42458,3.4664451,3.4217776,-30119.806,-30062.115,20000,scaled,nomig,linkedp1,5percent,47
0,1032713,72687,2.0428088,2.0407675,-30171.658,-30107.647,20000,scaled,nomig,linkedp1,5percent,48
0,1064583,40473,3.7453154,3.4993216,-30163.138,-30106.462,20000,scaled,nomig,linkedp1,5percent,49
0,1003929,99419,1.492865,1.4582996,-30150.288,-30092.579,20000,scaled,nomig,linkedp1,5percent,50
0,1032192,76575,1.8876351,1.9917428,-30238.661,-30184.827,20000,scaled,nomig,linkedp1,5percent,51
0,880989,230256,0.6280898,0.6455471,-30208.808,-30149.378,20000,scaled,nomig,linkedp1,5percent,52
0,1028850,67782,2.1925773,2.1298728,-30214.703,-30164.479,20000,scaled,nomig,linkedp1,5percent,53
0,1035262,67640,2.179276,2.2207426,-30210.061,-30154.79,20000,scaled,nomig,linkedp1,5percent,54
0,1012983,101789,1.4848301,1.4503446,-30158.554,-30092.993,20000,scaled,nomig,linkedp1,5percent,55
0,1076825,34706,4.4134898,4.2632064,-30229.631,-30183.003,20000,scaled,nomig,linkedp1,5percent,56
0,1053732,50345,2.8746831,2.9655569,-30086.328,-30019.173,20000,scaled,nomig,linkedp1,5percent,57
0,1026282,79461,1.8607088,1.8629407,-30190.805,-30132.162,20000,scaled,nomig,linkedp1,5percent,58
0,1041041,55137,2.6978936,2.6083134,-30140.882,-30086.644,20000,scaled,nomig,linkedp1,5percent,59
0,1044453,63911,2.3142643,2.2953124,-30118.972,-30054.931,20000,scaled,nomig,linkedp1,5percent,60
0,1016597,66017,2.3029253,2.3141098,-30266.704,-30207.03,20000,scaled,nomig,linkedp1,5percent,61
0,1067365,44591,3.1830277,3.3945509,-30179.346,-30129.134,20000,scaled,nomig,linkedp1,5percent,62
0,995605,107567,1.4033687,1.41865,-30197.481,-30129.097,20000,scaled,nomig,linkedp1,5percent,63
0,1052166,51508,2.9699355,2.7126802,-30157.127,-30096.548,20000,scaled,nomig,linkedp1,5percent,64
0,1054590,47434,3.1314542,3.1476506,-30236.198,-30182.352,20000,scaled,nomig,linkedp1,5percent,65
0,1061969,38268,3.808354,3.9964664,-30234.437,-30185.549,20000,scaled,nomig,linkedp1,5percent,66
0,1024390,83108,1.781236,1.8022016,-30161.012,-30099.89,20000,scaled,nomig,linkedp1,5percent,67
0,1057607,42049,3.5891365,3.5129651,-30224.0,-30167.475,20000,scaled,nomig,linkedp1,5percent,68
0,1078941,39479,3.7511556,3.6791688,-30100.018,-30032.09,20000,scaled,nomig,linkedp1,5percent,69
0,996132,101538,1.4876656,1.4463574,-30164.366,-30094.586,20000,scaled,nomig,linkedp1,5percent,70
0,1025448,93961,1.5225491,1.6014618,-30078.022,-30015.83,20000,scaled,nomig,linkedp1,5percent,71
0,1033079,47854,3.1185913,3.1156364,-30224.012,-30161.689,20000,scaled,nomig,linkedp1,5percent,72
0,1037081,65313,2.3010647,2.2816296,-30210.029,-30152.529,20000,scaled,nomig,linkedp1,5percent,73
0,1043116,41496,3.509273,3.6999063,-30224.92,-30169.351,20000,scaled,nomig,linkedp1,5percent,74
0,985102,119886,1.2169682,1.2211948,-30089.087,-30018.491,20000,scaled,nomig,linkedp1,5percent,75
0,1072126,39977,3.6173557,3.7248946,-30114.928,-30058.005,20000,scaled,nomig,linkedp1,5percent,76
0,1028071,68829,2.1532607,2.1678623,-30199.052,-30136.81,20000,scaled,nomig,linkedp1,5percent,77
0,1068693,38738,3.7749715,3.7060931,-30110.76,-30057.736,20000,scaled,nomig,linkedp1,5percent,78
0,1052571,59481,2.4768788,2.5370342,-30166.37,-30100.809,20000,scaled,nomig,linkedp1,5percent,79
0,1062911,40218,3.6477132,3.6112416,-30147.773,-30088.626,20000,scaled,nomig,linkedp1,5percent,80
0,1068609,40233,3.6591706,3.6356715,-30138.799,-30081.001,20000,scaled,nomig,linkedp1,5percent,81
0,1051791,40956,3.6434214,3.710861,-30250.709,-30192.361,20000,scaled,nomig,linkedp1,5percent,82
0,1018156,81039,1.8679982,1.8318411,-30232.824,-30177.277,20000,scaled,nomig,linkedp1,5percent,83
0,993930,112649,1.3263744,1.2848621,-30191.2,-30141.782,20000,scaled,nomig,linkedp1,5percent,84
0,1052814,63440,2.3001501,2.3257904,-30104.316,-30037.051,20000,scaled,nomig,linkedp1,5percent,85
0,1058441,39627,3.5708812,3.7496845,-30228.495,-30184.26,20000,scaled,nomig,linkedp1,5percent,86
0,1005691,101853,1.4797216,1.4748168,-30191.787,-30133.101,20000,scaled,nomig,linkedp1,5percent,87
0,1023078,60042,2.5190546,2.4876996,-30261.676,-30195.558,20000,scaled,nomig,linkedp1,5percent,88
0,1001440,94170,1.5414447,1.5632412,-30201.014,-30147.224,20000,scaled,nomig,linkedp1,5percent,89
0,1015704,56141,2.7173172,2.6977917,-30340.666,-30283.921,20000,scaled,nomig,linkedp1,5percent,90
0,1044713,46182,3.1574654,3.2452024,-30246.439,-30191.951,20000,scaled,nomig,linkedp1,5percent,91
0,1032667,80853,1.8271635,1.8793277,-30218.855,-30166.473,20000,scaled,nomig,linkedp1,5percent,92
0,1040302,50983,2.9092506,2.8593042,-30223.903,-30169.472,20000,scaled,nomig,linkedp1,5percent,93
0,1038213,72678,2.0894238,2.0618428,-30167.653,-30092.296,20000,scaled,nomig,linkedp1,5percent,94
0,1015155,80430,1.836547,1.8951257,-30322.881,-30277.083,20000,scaled,nomig,linkedp1,5percent,95
0,1031565,81824,1.8344645,1.8019053,-30121.917,-30052.797,20000,scaled,nomig,linkedp1,5percent,96
0,1012068,92511,1.6590665,1.5789533,-30255.192,-30199.088,20000,scaled,nomig,linkedp1,5percent,97
0,1052262,43529,3.4077613,3.4873561,-30196.646,-30134.296,20000,scaled,nomig,linkedp1,5percent,98
0,1027252,81909,1.8213669,1.780624,-30124.919,-30062.68,20000,scaled,nomig,linkedp1,5percent,99
0,325770,100365,1.6471875,1.6105969,-34143.621,-34062.802,5000,scaled,nomig,linkedp1,15percent,0
0,332538,82220,1.9796152,2.0303541,-34123.966,-34032.743,5000,scaled,nomig,linkedp1,15percent,1
0,328262,107410,1.5050108,1.4980236,-34189.215,-34098.323,5000,scaled,nomig,linkedp1,15percent,2
0,339425,74698,2.199259,2.2536212,-34204.439,-34109.125,5000,scaled,nomig,linkedp1,15percent,3
0,345925,59229,2.7791168,2.8746853,-34173.118,-34077.413,5000,scaled,nomig,linkedp1,15percent,4
0,335698,85646,1.8655295,1.9297919,-34182.185,-34079.88,5000,scaled,nomig,linkedp1,15percent,5
0,323344,115927,1.3861635,1.4466092,-34179.245,-34077.877,5000,scaled,nomig,linkedp1,15percent,6
0,325305,106351,1.5180477,1.5978725,-34035.604,-33934.304,5000,scaled,nomig,linkedp1,15percent,7
0,331245,88342,1.8420772,1.8331423,-34326.947,-34253.811,5000,scaled,nomig,linkedp1,15percent,8
0,338197,80226,2.057007,2.0330841,-34282.313,-34203.587,5000,scaled,nomig,linkedp1,15percent,9
0,340532,82871,1.9508115,2.009133,-34064.313,-33977.244,5000,scaled,nomig,linkedp1,15percent,10
0,325258,97961,1.6164474,1.6666091,-34194.536,-34106.817,5000,scaled,nomig,linkedp1,15percent,11
0,336618,84383,1.9097051,2.0115043,-34131.146,-34042.436,5000,scaled,nomig,linkedp1,15percent,12
0,358943,54546,3.0398502,3.1798724,-34243.321,-34142.367,5000,scaled,nomig,linkedp1,15percent,13
0,337298,96094,1.706516,1.7047486,-34147.472,-34048.646,5000,scaled,nomig,linkedp1,15percent,14
0,333489,88648,1.7952381,1.8853046,-34097.429,-34004.697,5000,scaled,nomig,linkedp1,15percent,15
0,338603,90561,1.8079563,1.8142216,-34214.899,-34119.617,5000,scaled,nomig,linkedp1,15percent,16
0,332457,87684,1.8232357,1.9083324,-34132.72,-34039.515,5000,scaled,nomig,linkedp1,15percent,17
0,326614,98790,1.6197996,1.6995689,-34162.543,-34076.83,5000,scaled,nomig,linkedp1,15percent,18
0,350276,80763,2.041755,2.0121823,-34167.75,-34070.215,5000,scaled,nomig,linkedp1,15percent,19
0,339792,92632,1.7271238,1.7726009,-34073.594,-33974.325,5000,scaled,nomig,linkedp1,15percent,20
0,319938,96673,1.7022122,1.6755143,-34057.529,-33953.149,5000,scaled,nomig,linkedp1,15percent,21
0,329399,102483,1.5799194,1.6323527,-34237.966,-34146.694,5000,scaled,nomig,linkedp1,15percent,22
0,343901,74933,2.2083498,2.2346927,-34258.034,-34171.925,5000,scaled,nomig,linkedp1,15percent,23
0,350552,66731,2.5400489,2.5473957,-34087.152,-33980.453,5000,scaled,nomig,linkedp1,15percent,24
0,327565,106242,1.5000656,1.5709774,-34163.158,-34072.692,5000,scaled,nomig,linkedp1,15percent,25
0,331187,86974,1.8268253,1.9033736,-34077.807,-33960.599,5000,scaled,nomig,linkedp1,15percent,26
0,336549,76541,2.134159,2.1939886,-34078.602,-33985.101,5000,scaled,nomig,linkedp1,15percent,27
0,316301,111980,1.4676925,1.4466834,-34235.635,-34142.344,5000,scaled,nomig,linkedp1,15percent,28
0,342167,64906,2.4959491,2.5638243,-34142.852,-34050.356,5000,scaled,nomig,linkedp1,15percent,29
0,321032,107346,1.5077231,1.5361296,-34104.445,-34002.271,5000,scaled,nomig,linkedp1,15percent,30
0,323261,102282,1.6170092,1.5696617,-34153.624,-34059.411,5000,scaled,nomig,linkedp1,15percent,31
0,327908,100416,1.6549872,1.6159043,-34090.975,-33992.029,5000,scaled,nomig,linkedp1,15percent,32
0,333312,103324,1.5585581,1.6495852,-34117.7,-34027.04,5000,scaled,nomig,linkedp1,15percent,33
0,334901,89441,1.8645127,1.7950554,-34189.885,-34096.937,5000,scaled,nomig,linkedp1,15percent,34
0,336739,78976,2.0847796,2.0886185,-34156.528,-34059.126,5000,scaled,nomig,linkedp1,15percent,35
0,326896,100122,1.5976507,1.6183607,-34205.902,-34106.926,5000,scaled,nomig,linkedp1,15percent,36
0,339810,81214,1.9829767,2.0869533,-34129.018,-34030.763,5000,scaled,nomig,linkedp1,15percent,37
0,322894,99976,1.6287908,1.6471114,-34183.415,-34095.904,5000,scaled,nomig,linkedp1,15percent,38
0,359656,51770,3.1938427,3.2637145,-34118.126,-34011.234,5000,scaled,nomig,linkedp1,15percent,39
0,339241,82835,2.0149779,2.0570245,-34125.627,-34032.456,5000,scaled,nomig,linkedp1,15percent,40
0,336045,89084,1.8843684,1.8497893,-34325.303,-34245.885,5000,scaled,nomig,linkedp1,15percent,41
0,334332,87085,1.8838532,1.8631902,-34050.551,-33943.879,5000,scaled,nomig,linkedp1,15percent,42
0,330544,81778,2.0038154,2.059636,-34195.865,-34107.908,5000,scaled,nomig,linkedp1,15percent,43
0,338797,81828,1.9797169,2.0379329,-34150.505,-34067.36,5000,scaled,nomig,linkedp1,15percent,44
0,338879,80385,2.0220931,2.1407832,-34207.8,-34129.569,5000,scaled,nomig,linkedp1,15percent,45
0,334072,90188,1.8686782,1.80185,-34205.149,-34123.852,5000,scaled,nomig,linkedp1,15percent,46
0,330766,96314,1.7218806,1.7232398,-34077.677,-33975.204,5000,scaled,nomig,linkedp1,15percent,47
0,354196,50008,3.3073077,3.3901211,-34162.152,-34054.848,5000,scaled,nomig,linkedp1,15percent,48
0,351866,69640,2.3639295,2.3723894,-34130.803,-34049.871,5000,scaled,nomig,linkedp1,15percent,49
0,329807,93320,1.7435353,1.8136959,-34107.414,-33999.058,5000,scaled,nomig,linkedp1,15percent,50
0,336658,82567,1.9961987,2.033587,-34253.877,-34174.008,5000,scaled,nomig,linkedp1,15percent,51
0,326600,109226,1.4891326,1.544702,-34131.899,-34043.573,5000,scaled,nomig,linkedp1,15percent,52
0,337342,90157,1.7966063,1.8377653,-34045.243,-33943.095,5000,scaled,nomig,linkedp1,15percent,53
0,331719,91621,1.7320967,1.8281777,-34103.545,-34003.772,5000,scaled,nomig,linkedp1,15percent,54
0,332191,93314,1.6812531,1.8274078,-34128.712,-34029.077,5000,scaled,nomig,linkedp1,15percent,55
0,330399,98776,1.6255037,1.6834032,-34225.343,-34143.455,5000,scaled,nomig,linkedp1,15percent,56
0,322080,95352,1.7365627,1.7339333,-34165.084,-34060.164,5000,scaled,nomig,linkedp1,15percent,57
0,367829,49003,3.2885709,3.4046136,-34120.572,-34019.986,5000,scaled,nomig,linkedp1,15percent,58
0,324437,94670,1.7267311,1.7313493,-34161.023,-34073.042,5000,scaled,nomig,linkedp1,15percent,59
